Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
since a professor may create the souffles the student may make the chocolates,since a professor may make the souffles that the should make the souffles,13,13,13,0,0,N/A,N/A
because mcgonagall should smile ron must sprinkle the pancakes that george must create,because mcgonagall should sprinkle the chocolates that a student should sprinkle,13,13,11,0,1,0,0
because petunia can create many pancakes that draco should make neville can hide a baklava that james can hide,because petunia can create many pancakes that ginny must create,19,19,10,0,1,0,0
because harry can eat a souffle that voldemort must chew she should arrange the pancakes that james must arrange,harry must assemble the chocolates that a student should arrange the souffle that a student should arrange,19,19,17,0,0,N/A,N/A
since ron can sprinkle the cookies which voldemort should gobble dobby should assemble the cookies which snape should assemble,since ron can sprinkle the cookies which the professor can sprinkle the cookies which the professor can sprinkle,19,19,18,0,0,N/A,N/A
because mcgonagall can make the pancake that neville should hide dobby can assemble the pancakes that fred can eat,because mcgonagall can make the pancake that she must assemble the pancake that ginny should assemble,19,19,16,0,0,N/A,N/A
since a witch should make the eclaires fred may gobble the doughnuts which the wizard must sprinkle,since a witch should make the eclaires which a student should gobble the doughnuts which a student should gobble,17,17,19,0,0,N/A,N/A
because lily must arrange a strudel a professor must arrange the strudels that the student should chew,because she must assemble the strudels that the wizard should prepare the strudels that the wizard should prepare,17,17,18,0,0,N/A,N/A
since mcgonagall can eat the chocolate that snape must arrange a witch must eat the croissant which lupin must gobble since james can walk,since mcgonagall can eat the chocolate that snape can eat the chocolate that snape can eat,24,24,16,0,0,N/A,N/A
because a witch may make a cake snape must prepare a strudel,because a witch should assemble a cake,12,12,7,0,1,0,0
since dobby can eat the croissant the witch should gobble the doughnuts,since dobby can eat the croissant,12,12,6,0,1,0,0
since the professor should prepare a baklava george may chew the pancake since neville should wiggle,since the professor should wiggle since a professor can wiggle,16,16,10,0,1,0,0
because neville may hide a strudel that neville can sprinkle he should assemble the eclaire,because neville may assemble the eclaire that because vernon must assemble the eclaire that mcgonagall must assemble the eclaire,15,15,19,0,0,N/A,N/A
because petunia should assemble a cake petunia must hide many cakes which he may sprinkle,because petunia should hide a cakes which a professor should hide,15,15,11,0,1,0,0
since fred may hide many cookies that ginny must chew lily must eat a cake,since fred may hide many cookies that ginny should hide,15,15,10,0,1,0,0
since ginny should hide the eclaires that the professor should arrange petunia should hiccup,since ginny should hide the eclaires that the should hide the eclaires that the should create the eclaires that the should create,14,14,22,0,0,N/A,N/A
because the professor must create many cookies james must assemble a baklava because george can sprinkle a croissant,because the professor must chew the cookies a can arrange the cookies because a can gobble the cookies,18,18,18,0,0,N/A,N/A
since the student must hiccup because albus can smile petunia may eat the souffle which she should eat,since the wizard must arrange the souffle which a student must chew the souffle which a student must chew the souffle which a student must chew the souffle which a,18,18,30,0,0,N/A,N/A
because snape must prepare a pancake vernon must wiggle,snape must assemble a doughnut,9,9,5,0,1,0,0
because petunia may arrange a cookie she can wiggle,because petunia may swim,9,9,4,0,1,0,0
because she can sprinkle the cookies sirius may walk,because she can sprinkle the cookies,9,9,6,0,1,0,0
because she should assemble the croissants neville may jump,because vernon should assemble the cookie because the professor should assemble the croissants,9,9,13,0,1,0,0
because fred may hiccup petunia can gobble the baklava,because fred may gobble the baklava because fred may gobble the baklava,9,9,12,0,1,0,0
because a witch can party since draco should arrange the strudels that a professor must prepare sirius must prepare a croissant,because a witch can arrange the strudels must create the strudels that ginny must create the strudels that ginny must create,21,21,21,0,0,N/A,N/A
since hermione must jump albus can create the cookies which mcgonagall should chew since harry may prepare many doughnuts that sirius may create,since hermione must create the cookies which a student should prepare many doughnuts that a student should prepare,23,23,18,0,0,N/A,N/A
because mcgonagall should gobble the croissant since hermione must walk petunia should wiggle because mcgonagall should chew the strudels that ginny must gobble,because should should gobble the croissant,23,23,6,0,0,N/A,N/A
since ginny may jump the student can prepare a cake,since ginny may jump the student may jump,10,10,8,0,1,0,0
since george should jump the wizard may gobble a cake,since george must jump the wizard may jump,10,10,8,0,1,0,0
because vernon must arrange the strudels snape should assemble the doughnuts which a student may prepare,because snape should assemble the doughnuts which mcgonagall should assemble the doughnuts which mcgonagall should assemble the doughnuts which mcgonagall should assemble the doughnuts which mcgonagall should assemble,16,16,28,0,0,N/A,N/A
because a student may eat many croissants mcgonagall should sprinkle a croissant which he must sprinkle,because a student should eat many croissants which a should arrange,16,16,11,0,0,N/A,N/A
since he can sprinkle a strudel which hagrid can gobble the professor must chew a souffle,since he can sprinkle the strudel which a professor can gobble the professor can gobble the chocolates which a professor can gobble,16,16,22,0,1,0,0
because draco may make the souffles that a witch should prepare he may make a pancake,because draco may make the souffles that she may assemble,16,16,10,0,1,0,0
because fred should make the eclaires vernon should prepare the chocolates which a student must gobble,because fred should make the eclaires which a witch should make the eclaires which mcgonagall may prepare,16,16,17,0,0,N/A,N/A
because dobby can sprinkle the eclaires which albus can arrange a student should gobble a cake that george may make,because dobby can sprinkle the eclaires which voldemort can sprinkle the eclaires which voldemort can sprinkle,20,20,16,0,0,N/A,N/A
since voldemort can sprinkle a doughnut that dobby should assemble albus must eat a doughnut which a student should gobble,voldemort should sprinkle a doughnut that a professor may gobble a pancake that a student can gobble,20,20,17,0,0,N/A,N/A
since albus must sprinkle the eclaire which mcgonagall may eat sirius can assemble the pancakes that the student can gobble,since albus must sprinkle the eclaire which the professor must sprinkle the pancakes that the professor must sprinkle,20,20,18,0,0,N/A,N/A
because the professor can assemble many eclaires which petunia should assemble james may gobble the baklava that james should sprinkle,because the professor can assemble many eclaires that hagrid should gobble,20,20,11,0,1,0,0
because a wizard must prepare many strudels that hermione can create neville must hide the pancake,because a wizard may prepare many strudels that a student should hide the strudels that a student should hide,16,16,19,0,0,N/A,N/A
because lily can gobble a strudel a student may arrange the souffle that lily may make,because a professor must eat the souffle that a student may chew the souffle that a student should eat the souffle that a student should eat the souffle that a,16,16,30,0,0,N/A,N/A
because harry must gobble the eclaire that ron can eat the student must assemble the cookies,harry harry must gobble the eclaire that ron must gobble the eclaire that ron must gobble,16,16,16,0,0,N/A,N/A
because dobby should smile lily should prepare the baklava,because dobby should prepare the baklava because dobby should prepare the baklava,9,9,12,0,1,0,0
because petunia can eat a eclaire neville should wiggle,because petunia can wiggle since neville should not wiggle,9,9,9,0,1,0,0
since dobby can assemble the pancakes fred must hiccup,since dobby can assemble the cookies fred must assemble the cookies,9,9,11,0,1,0,0
since lily should run vernon must gobble the chocolates,since should run the cake since lily should make a chocolates,9,9,11,0,0,N/A,N/A
since lily may party ron must gobble a doughnut,since lily may sprinkle a doughnut,9,9,6,0,1,0,0
because the witch should arrange a strudel which petunia may hide a professor must chew the souffle that the witch should sprinkle,because the witch should arrange the witch should arrange the souffle that the student should arrange,22,22,16,0,1,0,0
since snape can assemble the pancake which ron should sprinkle since lupin must hide the strudel a wizard should prepare a chocolate,snape should assemble the pancake which lupin should assemble the pancake which lupin should assemble,22,22,15,0,0,N/A,N/A
since lily must laugh because neville may walk the student can hiccup because dobby must prepare a souffle that he may chew,since she should assemble the chocolates because neville may assemble because neville may assemble because neville may assemble because neville may assemble because neville may assemble because neville may assemble,22,22,30,0,1,0,0
because hermione can make many doughnuts the wizard should hide the eclaires,because the should make many doughnuts,12,12,6,0,0,N/A,N/A
since ginny may arrange many baklava the professor must gobble the doughnut,since ginny should chew many baklava which hagrid can gobble the baklava,12,12,12,0,0,N/A,N/A
since he may prepare the baklava albus can create a pancake which dobby can make,since he may prepare the baklava which the student may prepare,15,15,11,0,1,0,0
because lupin should gobble the croissants that petunia should sprinkle james should chew the doughnut,because should should gobble the croissants that she must gobble the croissants that she must gobble,15,15,16,0,0,N/A,N/A
since albus should arrange the strudels petunia may chew a doughnut which albus should create,since albus should arrange the strudels which neville should arrange the strudels which neville should arrange,15,15,16,0,0,N/A,N/A
because harry must hiccup because snape must sprinkle the baklava which a professor may eat harry may hiccup,harry must sprinkle the baklava which a professor should sprinkle,18,18,10,0,1,0,0
because dobby may giggle fred may make the strudels which sirius must gobble,because may must make the chocolates which neville may make the strudels which neville may make,13,13,16,0,0,N/A,N/A
since dobby must create the eclaires that lupin may make draco must smile,since dobby must create a eclaires that lupin may smile,13,13,10,0,1,0,0
since the student can assemble many croissants which lily can eat she can prepare the croissants because ron should create the croissant,since the student can assemble many cakes which the professor must assemble,22,22,12,0,1,0,0
because ginny can sprinkle the cakes that a professor must make hermione should arrange the cakes because george should gobble the croissant,because ginny can sprinkle the cakes that the professor should sprinkle,22,22,11,0,1,0,0
because a wizard should hiccup because a witch must make a chocolate that voldemort must eat lily should arrange a chocolate,because a should swim because a witch should create a chocolate that voldemort should create,21,21,15,0,0,N/A,N/A
since a student must eat the doughnuts that the wizard must arrange snape should sprinkle a eclaire that he must gobble,since a professor must eat the doughnuts that the student must eat the doughnuts that the student must eat the doughnuts that the student must eat,21,21,26,0,0,N/A,N/A
since dobby can prepare the doughnuts that snape should make james may gobble the cake,since dobby can prepare the doughnuts that snape may prepare the doughnuts that snape may prepare,15,15,16,0,0,N/A,N/A
because petunia should assemble the eclaire which neville can gobble hagrid may gobble the strudels,because petunia should assemble the eclaire which a student may assemble the eclaire which a student may assemble the chocolates which neville may gobble,15,15,24,0,0,N/A,N/A
since a student may wiggle a professor must hide the cakes which ginny can prepare,since a student must hide a cakes which voldemort can gobble,15,15,11,0,1,0,0
since the student may wiggle mcgonagall should assemble many doughnuts that harry can chew,since the wizard should assemble many doughnuts that the should assemble,14,14,11,0,0,N/A,N/A
since harry may walk draco should create the baklava that the student can make,since harry may not hide the baklava that the should create a baklava that the should create,14,14,17,0,0,N/A,N/A
because he may wiggle the witch should chew the strudels which neville must create,because may chew the strudels which a student may chew the strudels which neville should chew,14,14,16,0,0,N/A,N/A
since she can sprinkle the baklava that a student must hide george may hiccup,since she can sprinkle the baklava that a student should sprinkle the baklava that the should eat the baklava that the should eat,14,14,23,0,0,N/A,N/A
because albus can chew the baklava vernon can make the cakes which she must make,because albus can chew the baklava which a student should chew,15,15,11,0,1,0,0
since ron must chew a pancake hermione can eat the cookies which george can hide,since a professor can eat the cookies which the professor can eat the cookies which the professor can eat the cookies which the can eat,15,15,25,0,0,N/A,N/A
since mcgonagall may arrange the cookies dobby may make the eclaires that harry should assemble,since mcgonagall may arrange the cookies that a professor should make the cookies that the should assemble,15,15,17,0,0,N/A,N/A
since petunia must eat the cake george should assemble a cake which he should gobble,since must eat the chocolates which she should eat the chocolates which should gobble,15,15,14,0,0,N/A,N/A
because ron should hiccup george may hide many baklava which the professor should arrange,because should professor should hide many chocolates which the witch should hide,14,14,12,0,0,N/A,N/A
since james should smile the professor must hide the cookies that albus must hide,since james should sprinkle the cookies that the professor must chew,14,14,11,0,1,0,0
since lily should wiggle the wizard should gobble the cookies which she should eat,since should should gobble the cookies which the should gobble the cookies which the should gobble,14,14,16,0,0,N/A,N/A
since neville should hide the baklava voldemort may gobble the croissants that mcgonagall can hide,since neville should hide the baklava that mcgonagall may hide the baklava that neville may hide,15,15,16,0,0,N/A,N/A
since lily should eat the baklava that vernon may arrange ginny should hide the croissants,since should should eat the baklava that vernon should hide the baklava that vernon should hide,15,15,16,0,0,N/A,N/A
because voldemort can hide a strudel that vernon should sprinkle snape can hide the eclaires,voldemort should assemble the eclaires that because harry can hide the eclaires that snape can hide,15,15,16,0,0,N/A,N/A
because ginny must gobble the pancake james can chew the baklava that he may prepare,because ginny must gobble the pancake that ginny should arrange,15,15,10,0,1,0,0
since lily should eat a eclaire that hagrid must eat since sirius can walk james should eat the cookies that mcgonagall must make,since should eat the cookies that the professor should eat the cookies that the professor should eat the cookies that the professor should eat,23,23,24,0,0,N/A,N/A
because james can prepare the eclaires because james must eat many chocolates that harry may gobble george may sprinkle the croissants,because james can prepare the eclaires that a witch must assemble the eclaires that a witch must sprinkle,21,21,18,0,0,N/A,N/A
since lupin should hide the souffles sirius may swim,since should should hide the souffles sirius should hide the souffles,9,9,11,0,0,N/A,N/A
because sirius can gobble many cakes snape should jump,because sirius can gobble many cakes because snape should gobble,9,9,10,0,1,0,0
since he must eat the baklava that hermione can arrange she should party,since he must eat the baklava that hermione should party,13,13,10,0,1,0,0
because fred may prepare the chocolate that ginny can eat albus may laugh,because fred may prepare the chocolate that a student should prepare the chocolate that a student should prepare,13,13,18,0,0,N/A,N/A
since ginny may wiggle snape should sprinkle the croissant which james must prepare,since ginny should sprinkle the croissant which mcgonagall may sprinkle,13,13,10,0,1,0,0
because petunia can laugh albus can hide a baklava that hagrid must assemble,because petunia can swim albus can laugh albus can sprinkle a baklava that hagrid must eat,13,13,16,0,0,N/A,N/A
since a professor must make many cakes that dobby should chew the witch should gobble the eclaires,since a must assemble many eclaires that a should eat the eclaires that sirius can gobble the chocolates that mcgonagall must gobble the chocolates that mcgonagall must gobble the chocolates,17,17,30,0,0,N/A,N/A
since lily must hide the eclaires a wizard may laugh,since a witch must hide the eclaires that james may hide the eclaires,10,10,13,0,0,N/A,N/A
since voldemort may assemble the souffle hagrid must chew the croissants,since voldemort may assemble the souffle hagrid should assemble the souffle hagrid should assemble,11,11,14,0,0,N/A,N/A
since lily can create the pancake vernon must hide the doughnuts,since lily can create the doughnuts that voldemort must hide the doughnuts,11,11,12,0,0,N/A,N/A
since hermione can arrange the strudel fred must make a eclaire,since hermione can arrange the croissants,11,11,6,0,1,0,0
because a witch must create the pancake the wizard should run,because a witch should run,11,11,5,0,1,0,0
since lily must chew the croissant snape may hide the cookies,since she must chew the croissant,11,11,6,0,1,0,0
because dobby should sprinkle the pancakes sirius may make the souffle,because dobby should sprinkle the doughnut because sirius may sprinkle the pancakes,11,11,12,0,1,0,0
because mcgonagall can jump because george must smile the student must assemble the pancake that snape must arrange because neville should run,because mcgonagall can arrange the pancake that snape can arrange the pancake that snape can arrange the pancake that snape can arrange,22,22,22,0,0,N/A,N/A
since a wizard must create many cookies mcgonagall may hide a doughnut because mcgonagall should gobble a strudel which ron should arrange,since a witch must prepare a cookie which mcgonagall may assemble a cookies,22,22,13,0,0,N/A,N/A
because sirius may make the cookies a professor should assemble the eclaire since ron may prepare many chocolates which ron may arrange,because sirius must make many cookies ron may assemble many cookies which ron must prepare,22,22,15,0,1,0,0
since fred can sprinkle the pancake that a professor should assemble a student can gobble a souffle that hagrid can eat,since fred can sprinkle the pancake that she can sprinkle the pancake that she can sprinkle,21,21,16,0,0,N/A,N/A
since petunia must sprinkle many croissants the wizard must prepare a doughnut which the witch may gobble,since a wizard must prepare many croissants which the student must prepare,17,17,12,0,1,0,0
since a professor can chew the doughnut that a wizard may sprinkle petunia may make a croissant,since a professor can chew the doughnut that the professor can chew the doughnut that the professor can chew,17,17,19,0,0,N/A,N/A
since harry may create the strudel he can arrange many croissants that ginny must prepare,since harry may not arrange many croissants that she must eat,15,15,11,0,1,0,0
because harry must gobble the baklava that mcgonagall may arrange james must make a pancake,harry harry can gobble the baklava that mcgonagall must gobble the baklava that mcgonagall must gobble,15,15,16,0,0,N/A,N/A
because he should gobble the strudel james must eat a cake which voldemort can make,because he should gobble the strudel which a professor should gobble the strudel which voldemort should gobble,15,15,17,0,0,N/A,N/A
since fred can prepare the croissant that petunia must arrange ron may giggle,since fred can prepare the croissant that the professor may prepare,13,13,11,0,1,0,0
since albus must prepare the croissants which snape should make albus can smile,since albus must prepare the croissants which snape can prepare the chocolates which she should smile,13,13,16,0,0,N/A,N/A
since lupin should prepare the pancakes a witch must assemble a souffle,since should should prepare the pancakes a student can prepare the pancakes,12,12,12,0,0,N/A,N/A
because vernon may gobble many doughnuts he should prepare the baklava,because james may gobble many doughnuts he must gobble the baklava,11,11,11,0,1,1,1
because mcgonagall must eat the baklava which james should assemble the professor can prepare many eclaires which lupin can create,because a professor must eat many baklava which lupin must eat many eclaires lupin can prepare,20,20,16,0,0,N/A,N/A
because she should sprinkle many cookies that the wizard may gobble draco must giggle because mcgonagall may chew the cookie,because she should prepare many cookies that the should assemble,20,20,10,0,0,N/A,N/A
because fred may hide a baklava that neville should eat hagrid should create the pancakes that a wizard may create,because may must arrange a cookie because fred may arrange a souffle a cookie,20,20,14,0,0,N/A,N/A
because ron can eat the strudel that harry can gobble since he should jump sirius must make a souffle that lily should create,because can eat the strudel that a can gobble the strudel that a can gobble,23,23,15,0,0,N/A,N/A
because the wizard may assemble the eclaires which hermione should make albus can prepare the pancakes that voldemort should prepare,because the wizard may assemble the eclaires which the student should prepare the pancakes that a student should prepare,20,20,19,0,0,N/A,N/A
because harry may prepare the eclaires that vernon can gobble because the witch can laugh snape must create the cake,harry may prepare the eclaires that a professor should assemble because hagrid should arrange the eclaires that a professor should assemble,20,20,21,0,1,0,0
since sirius must party because hermione may jump vernon can sprinkle the souffle which a wizard may sprinkle,since she must assemble the cookie because the professor can sprinkle the professor should sprinkle,18,18,15,0,1,0,0
because a wizard should make the cookie he must create the cookies that dobby may create,a wizard may make the cookie that a student should make,16,16,11,0,1,0,0
since ron should chew the cakes that a student may chew draco should sprinkle the cookie,since ron should chew the cakes that the professor should sprinkle the cakes that the professor should sprinkle,16,16,18,0,0,N/A,N/A
since george can assemble the croissants that a student must prepare vernon should chew the eclaires,since george can assemble the croissants that she can assemble the croissants that she must assemble,16,16,16,0,0,N/A,N/A
because george should eat the souffle james may prepare a cake that james must make,because george should eat the souffle that a student should eat the souffle that a student should eat the souffle,15,15,20,0,0,N/A,N/A
since albus may smile the professor may prepare the chocolates that lily can make,since albus may not sprinkle the professor may prepare the chocolates that ginny may chew,14,14,15,0,1,0,0
because ron must make the souffles draco can create the baklava,because a professor should create the souffles,11,11,7,0,1,0,0
because snape may arrange the souffle hagrid should gobble the strudels,because snape should arrange the souffle hagrid should gobble the souffle,11,11,11,0,1,1,1
because ron should create many souffles mcgonagall can arrange the croissants,because should should assemble many souffles ron should assemble the souffles,11,11,11,0,0,N/A,N/A
because a wizard can prepare the cakes he must make the strudel that a professor can eat,because a wizard can prepare the cakes that the should assemble,17,17,11,0,0,N/A,N/A
since she may laugh voldemort can sprinkle the eclaires because neville must hide the pancake,since she may sprinkle the eclaires because she can sprinkle the eclaires,15,15,12,0,1,0,0
since lily should arrange the baklava that vernon must hide draco can arrange the cakes,since should arrange the baklava that vernon should arrange the baklava that vernon may arrange the baklava that vernon may arrange,15,15,21,0,0,N/A,N/A
because george may arrange the eclaires vernon may giggle because he can chew the chocolates,because petunia may arrange the eclaires that james may arrange the eclaires because vernon may assemble the eclaires,15,15,18,0,0,N/A,N/A
since neville must create a pancake that dobby must hide voldemort may eat the pancake,since neville must eat a pancake that a professor may eat the pancake that mcgonagall may eat,15,15,17,0,0,N/A,N/A
because sirius can eat the strudels which vernon must arrange sirius must hide the cookies,because sirius can eat the strudels which she may eat,15,15,10,0,1,0,0
because he can sprinkle the doughnut which harry should chew lily may arrange a eclaire,he must sprinkle the doughnut which a professor should sprinkle the doughnut which a doughnut,15,15,15,0,0,N/A,N/A
because petunia must assemble many souffles albus must hide many souffles that hagrid must eat,because petunia must assemble many souffles that hagrid must assemble,15,15,10,0,1,0,0
because lupin can make the cookie draco may run since dobby must assemble the croissants,because james may make the cookie,15,15,6,0,1,0,0
since he must giggle a professor should hide the chocolate which mcgonagall may arrange,since he must hide the chocolate which mcgonagall must hide the chocolate which mcgonagall must hide,14,14,16,0,0,N/A,N/A
since harry can hide the croissants that hermione must assemble a student may swim,since harry can hide the croissants that hermione can hide the croissants that she can hide,14,14,16,0,0,N/A,N/A
because ron should smile mcgonagall can hide the pancakes which a professor may create,because should can hide the chocolates which snape can hide the pancakes which ron can hide,14,14,16,0,0,N/A,N/A
because petunia should jump the professor should run,because petunia should jump the professor should gobble the professor should gobble the professor,8,8,14,0,0,N/A,N/A
because albus should wiggle the witch must giggle,because albus should arrange the witch should wiggle,8,8,8,0,1,1,1
since hagrid may sprinkle the pancake that harry may make lupin should create the eclaires which petunia must make,since hagrid may sprinkle the pancake that harry may sprinkle the pancake that harry may sprinkle,19,19,16,0,0,N/A,N/A
because she should make a chocolate which george must gobble albus should hide the baklava which george can create,because she should hide the baklava which the student should hide,19,19,11,0,1,0,0
since he must gobble a pancake that mcgonagall must assemble since neville must chew the pancakes she should laugh,since he must laugh since a professor should laugh,19,19,9,0,1,0,0
because mcgonagall can assemble a chocolate that ginny may make petunia can chew a eclaire that lily must gobble,because mcgonagall can assemble a chocolate that a professor should assemble a chocolate that a professor should gobble,19,19,18,0,0,N/A,N/A
since petunia may chew the cookies that lupin should sprinkle he may assemble many croissants that sirius must eat,since petunia may chew many cookies that lupin may assemble many cookies that lupin may assemble many cookies that lupin may assemble,19,19,22,0,0,N/A,N/A
since a wizard must smile mcgonagall must eat the doughnuts,since a must smile the doughnuts,10,10,6,0,0,N/A,N/A
because hagrid must walk the witch should chew many doughnuts,because hagrid must chew many doughnuts because james must chew many doughnuts,10,10,12,0,1,0,0
since the wizard must smile sirius must arrange the doughnuts,since the wizard must arrange the doughnuts,10,10,7,0,1,0,0
because vernon must arrange the baklava that a professor must eat lily may giggle,because snape must arrange the baklava that the should assemble the baklava that the should assemble the baklava that the should assemble,14,14,22,0,0,N/A,N/A
because ron should make the croissants which the witch should sprinkle draco must run,because should make the croissants which ron should make the croissants which the student should make the croissants which the should make the croissants which the should make,14,14,28,0,0,N/A,N/A
since the professor may jump albus should chew the eclaire that albus can gobble,since the should chew the eclaire that the professor can chew,14,14,11,0,0,N/A,N/A
because a professor should make the baklava that albus should hide mcgonagall may jump,because a professor should make the baklava that the should assemble the baklava that the should assemble,14,14,17,0,0,N/A,N/A
because ginny should chew many eclaires albus may hide the cake,because ginny should chew many eclaires that dobby should create many eclaires because albus may chew many eclaires,11,11,18,0,0,N/A,N/A
since sirius should assemble many doughnuts albus should make the eclaires,since sirius should assemble many doughnuts which should should assemble many doughnuts,11,11,12,0,0,N/A,N/A
because ginny must prepare the cookies james may assemble the cakes,because ginny must prepare the cookies,11,11,6,0,1,0,0
because george may gobble a cookie albus may hide many eclaires,because petunia must hide many eclaires because george may hide,11,11,10,0,1,0,0
since hermione may smile since the student should eat many eclaires that the wizard must chew he must wiggle,since hermione may eat many eclaires that the should chew the eclaires that the should chew,19,19,16,0,0,N/A,N/A
since george should jump neville must eat many pancakes since draco can gobble a strudel that ron must sprinkle,since george must eat many pancakes that ron must eat many pancakes that ron must eat,19,19,16,0,0,N/A,N/A
since hagrid must sprinkle the strudels which ron may assemble george can make the cakes that he should chew,since hagrid must sprinkle the strudels which the professor may sprinkle the strudels which mcgonagall can sprinkle,19,19,17,0,0,N/A,N/A
because he may run james should chew many cookies which neville can gobble since lily may prepare the pancake,because petunia must chew many cookies which albus should chew the cookies which the professor must prepare many cakes which the professor must assemble,19,19,24,0,0,N/A,N/A
since hermione can eat a doughnut that hermione must hide dobby should hide a eclaire,hermione must eat a doughnut that hermione can sprinkle a doughnut that hermione can sprinkle a doughnut that hermione can eat a doughnut that hermione can eat a doughnut that,15,15,30,0,0,N/A,N/A
because harry should eat the chocolates that sirius can make neville can prepare a baklava,harry harry should eat the chocolates that sirius must eat the chocolates that the should assemble,15,15,16,0,0,N/A,N/A
because draco can create a cake mcgonagall must prepare the doughnuts that petunia may gobble,draco should assemble the doughnuts that the should assemble the doughnuts that the student should prepare,15,15,16,0,0,N/A,N/A
because snape may gobble the strudel snape must assemble the cakes which ron may eat,because snape may gobble the strudel which a professor should gobble the strudel which the should arrange,15,15,17,0,0,N/A,N/A
since vernon may eat the doughnuts which a student must make a student should assemble the souffles,since vernon may eat the doughnuts which draco must assemble the doughnuts which a witch should assemble the doughnuts which the witch should assemble,17,17,24,0,0,N/A,N/A
because ron can jump george should chew a doughnut which hagrid should prepare,ron can jump since neville should chew a doughnut which ron should assemble,13,13,13,0,1,0,0
since a student may prepare a croissant a professor should make a doughnut,since a student must sprinkle a croissant,13,13,7,0,1,0,0
because sirius may create a souffle that lily must eat a wizard can assemble the chocolate which dobby should hide,sirius may assemble the chocolate which a student may assemble the chocolate that dobby may assemble,20,20,16,0,0,N/A,N/A
because draco may eat many doughnuts which a professor must eat hermione must make the chocolates that neville should hide,draco may eat many doughnuts which draco should eat many doughnuts,20,20,11,0,0,N/A,N/A
since sirius must assemble the eclaires that hagrid may make the student should gobble the chocolates that albus can eat,since sirius must assemble the eclaires that sirius should gobble the eclaires that a professor should gobble the eclaires,20,20,19,0,0,N/A,N/A
because he must create a souffle that the wizard should prepare hermione can sprinkle the cookies,because she can sprinkle the cookies that the professor can sprinkle,16,16,11,0,1,0,0
because a student can eat a baklava petunia may assemble the strudels that lily must gobble,because a student may assemble the professor may assemble the strudels that ginny should arrange,16,16,15,0,1,0,0
because harry may sprinkle the souffles a student may hide the pancake that neville should arrange,harry may sprinkle the souffles that she may sprinkle,16,16,9,0,1,0,0
because the witch can chew the strudel that lily should assemble albus can gobble the baklava that she may prepare,because the witch can chew the strudel that ginny should gobble the baklava that ginny should gobble,20,20,17,0,0,N/A,N/A
since a student can wiggle because a witch can giggle petunia should eat the cake that the professor can hide,since a professor can arrange the chocolates that the should assemble because neville must assemble the chocolates that the should,20,20,20,0,0,N/A,N/A
because ginny may create many doughnuts which albus can create hermione can make many souffles that voldemort can sprinkle,because ginny may create many doughnuts that she may make many souffles that she must gobble,19,19,16,0,0,N/A,N/A
because lily should sprinkle the eclaires that dobby must arrange he should arrange the pancakes that petunia should eat,because lily should sprinkle the eclaires that dobby should sprinkle the eclaires that he should sprinkle,19,19,16,0,0,N/A,N/A
because fred may smile the wizard should eat a pancake,because fred may arrange the cookie because fred may chew the chocolates,10,10,12,0,1,0,0
since the professor must jump the professor must swim,since the professor can swim,9,9,5,0,1,0,0
since sirius should giggle sirius must arrange a souffle,since sirius should not assemble a eclaire,9,9,7,0,1,0,0
since lily may swim a student should walk,since lily may walk a cake which neville should walk,8,8,10,0,1,0,0
because a witch can walk lupin must wiggle,because a can assemble a doughnut can can walk,8,8,9,0,0,N/A,N/A
because mcgonagall can party the witch should laugh,because the can party the witch should party,8,8,8,0,0,N/A,N/A
because the professor must prepare the eclaires that lily can gobble mcgonagall should hiccup,because the professor must hiccup since ginny must create the eclaires that a must eat,14,14,15,0,0,N/A,N/A
because neville must eat the chocolate that she should eat james must laugh,because neville must eat the chocolate that she may assemble the chocolate that a student should eat,13,13,17,0,0,N/A,N/A
because george must arrange a strudel which hagrid should create petunia must chew a chocolate,because george must assemble a doughnut which a professor should assemble because george must assemble because a can arrange a chocolate which a professor should assemble because a can arrange,15,15,30,0,0,N/A,N/A
since he should chew the strudels which she must assemble albus should eat the cakes,since he should chew the strudels which the student should chew the strudels which the student must chew,15,15,18,0,0,N/A,N/A
since she can prepare the cakes fred must arrange the croissant which george may prepare,since she can prepare the cookies which fred may prepare,15,15,10,0,1,0,0
because ginny must arrange the pancakes harry may gobble the cakes that neville must hide,because ginny must arrange the cakes that a professor should gobble the cakes that a professor should gobble the cakes that a professor should gobble,15,15,25,0,0,N/A,N/A
since mcgonagall may make the cookie which fred should sprinkle petunia can eat many chocolates,since mcgonagall may eat many chocolates which vernon may eat many cakes which vernon may eat many cakes which vernon may eat many cakes which vernon may eat many cakes,15,15,30,0,0,N/A,N/A
since lily must hide a souffle ginny must make the cake that snape must sprinkle,since must hide the chocolates that snape must make a cake that snape must make a cake that snape must make,15,15,21,0,0,N/A,N/A
since harry can make the cookies which hagrid may hide albus may make the pancake,since harry can make the cookies which the may make the cookies which a professor can make the cookies which a professor can make,15,15,24,0,0,N/A,N/A
because the professor can wiggle ron should sprinkle the croissants that dobby should prepare,because the professor should sprinkle the croissants that she must assemble the croissants that she must assemble,14,14,17,0,0,N/A,N/A
since fred should arrange a souffle that voldemort must gobble a student must sprinkle the chocolates,since fred should arrange the chocolates that a must sprinkle the souffle that a student should eat the souffle that a student should eat,16,16,24,0,0,N/A,N/A
