target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Negates Target Verb in Main Clause,Negation Present Outside the Main Clause,Parseable
since petunia must smile vernon should not party because harry should hide the baklava that snape should create,since petunia must smile vernon should not party because harry should hide the baklava that snape should create,17,18,18,1,1,1,1,1,1,0,1
ron should not arrange many cookies which snape can make because ron must run since albus must laugh,ron should not arrange many cookies which snape can make because ron must run since albus must laugh,17,18,18,1,1,1,1,1,1,0,1
ron may not arrange a pancake because the professor may prepare the strudels which a witch must prepare,ron may not arrange a pancake because the professor may prepare the strudels which a witch must prepare,17,18,18,1,1,1,1,1,1,0,1
neville should not gobble the eclaire that fred may create,neville should not gobble the eclaire that fred may create,9,10,10,1,1,1,1,1,1,0,1
ginny should not hide the cakes since dobby may giggle,ginny should not hide the cakes since dobby may giggle,9,10,10,1,1,1,1,1,1,0,1
james can not prepare the croissants that sirius must sprinkle,james can not prepare the croissants that sirius must sprinkle,9,10,10,1,1,1,1,1,1,0,1
ginny can not gobble the doughnut which albus should assemble,ginny can not gobble the doughnut which albus should assemble,9,10,10,1,1,1,1,1,1,0,1
fred must not hide the strudels,fred must not hide the strudels,5,6,6,1,1,1,1,1,1,0,1
lily can not chew many cakes,lily can not chew many cakes,5,6,6,1,1,1,1,1,1,0,1
he should not assemble the chocolate,he should not assemble the chocolate,5,6,6,1,1,1,1,1,1,0,1
vernon should not assemble the chocolates,vernon should not assemble the chocolates,5,6,6,1,1,1,1,1,1,0,1
hagrid should not eat the strudel,hagrid should not eat the strudel,5,6,6,1,1,1,1,1,1,0,1
she can not create the souffles since lily can hide the chocolate which ginny can sprinkle,she can not create the souffles since lily can hide the chocolate which ginny can sprinkle,15,16,16,1,1,1,1,1,1,0,1
sirius should not gobble a strudel since hermione may make the souffles that she should hide,sirius should not gobble a strudel since hermione may make the souffles that she should hide,15,16,16,1,1,1,1,1,1,0,1
petunia should not gobble the cake,petunia should not gobble the cake,5,6,6,1,1,1,1,1,1,0,1
lily must not gobble a pancake,lily must not gobble a pancake,5,6,6,1,1,1,1,1,1,0,1
snape may not arrange the baklava,snape may not arrange the baklava,5,6,6,1,1,1,1,1,1,0,1
snape should not hide a chocolate,snape should not hide a chocolate,5,6,6,1,1,1,1,1,1,0,1
albus must not party because neville can swim,albus must not party because neville can swim,7,8,8,1,1,1,1,1,1,0,1
albus must not hiccup because lupin should arrange the souffles,albus must not hiccup because lupin should arrange the souffles,9,10,10,1,1,1,1,1,1,0,1
george should not make a cake that sirius can eat,george should not make a cake that sirius can eat,9,10,10,1,1,1,1,1,1,0,1
george must not gobble the pancake that fred should create since she must laugh,george must not gobble the pancake that fred should create since she must laugh,13,14,14,1,1,1,1,1,1,0,1
since harry must make the pancake which neville should eat lily should not laugh,since harry must make the pancake which neville should eat lily should not laugh,13,14,14,1,1,1,1,1,1,0,1
since vernon should eat the strudel which fred must eat ginny may not party,since vernon should eat the strudel which fred must eat ginny may not party,13,14,14,1,1,1,1,1,1,0,1
because ron can arrange a cookie that he can chew hagrid can not walk,because ron can arrange a cookie that he can chew hagrid can not walk,13,14,14,1,1,1,1,1,1,0,1
lily must not jump,lily must not jump,3,4,4,1,1,1,1,1,1,0,1
a witch should not party,a witch should not party,4,5,5,1,1,1,1,1,1,0,1
since ginny must gobble the eclaires hagrid must not eat the croissants that petunia must assemble,since ginny must gobble the eclaires hagrid must not eat the croissants that petunia must assemble,15,16,16,1,1,1,1,1,1,0,1
since lupin must create a eclaire harry may not chew a chocolate which lupin must create,since lupin must create a eclaire harry may not chew a chocolate which lupin must create,15,16,16,1,1,1,1,1,1,0,1
lupin can not hide a chocolate which hermione should arrange because voldemort must prepare the baklava,lupin can not hide a chocolate which hermione should arrange because voldemort must prepare the baklava,15,16,16,1,1,1,1,1,1,0,1
because james should sprinkle many cookies that ron can prepare fred can not sprinkle the croissant,because james should sprinkle many cookies that ron can prepare fred can not sprinkle the croissant,15,16,16,1,1,1,1,1,1,0,1
harry should not create the eclaire,harry should not create the eclaire,5,6,6,1,1,1,1,1,1,0,1
ginny should not sprinkle the strudels,ginny should not sprinkle the strudels,5,6,6,1,1,1,1,1,1,0,1
george can not assemble many strudels,george can not assemble many strudels,5,6,6,1,1,1,1,1,1,0,1
hagrid should not arrange the strudels,hagrid should not arrange the strudels,5,6,6,1,1,1,1,1,1,0,1
the student can not eat the croissants that the wizard should chew,the student can not eat the croissants that the wizard should chew,11,12,12,1,1,1,1,1,1,0,1
ginny should not prepare the chocolates since he can hide a doughnut,ginny should not prepare the chocolates since he can hide a doughnut,11,12,12,1,1,1,1,1,1,0,1
a witch should not prepare a cookie that albus must make,a witch should not prepare a cookie that albus must make,10,11,11,1,1,1,1,1,1,0,1
voldemort should not arrange many chocolates that the witch may sprinkle,voldemort should not arrange many chocolates that the witch may sprinkle,10,11,11,1,1,1,1,1,1,0,1
sirius must not arrange the croissants that a wizard may make,sirius must not arrange the croissants that a wizard may make,10,11,11,1,1,1,1,1,1,0,1
a witch can not arrange a cake that albus should make,a witch can not arrange a cake that albus should make,10,11,11,1,1,1,1,1,1,0,1
a professor should not sprinkle the eclaires which sirius must make,a professor should not sprinkle the eclaires which sirius must make,10,11,11,1,1,1,1,1,1,0,1
he can not hide a eclaire,he can not hide a eclaire,5,6,6,1,1,1,1,1,1,0,1
snape may not hide the souffles,snape may not hide the souffles,5,6,6,1,1,1,1,1,1,0,1
he may not chew many pancakes,he may not chew many pancakes,5,6,6,1,1,1,1,1,1,0,1
snape must not assemble the croissants,snape must not assemble the croissants,5,6,6,1,1,1,1,1,1,0,1
harry can not assemble the cookies which james must hide,harry can not assemble the cookies which james must hide,9,10,10,1,1,1,1,1,1,0,1
fred can not chew the croissant which petunia should make,fred can not chew the croissant which petunia should make,9,10,10,1,1,1,1,1,1,0,1
harry may not create the baklava that dobby must arrange,harry may not create the baklava that dobby must arrange,9,10,10,1,1,1,1,1,1,0,1
dobby may not chew a pancake,dobby may not chew a pancake,5,6,6,1,1,1,1,1,1,0,1
draco must not eat the chocolate,draco must not eat the chocolate,5,6,6,1,1,1,1,1,1,0,1
dobby must not gobble the baklava,dobby must not gobble the baklava,5,6,6,1,1,1,1,1,1,0,1
he must not create the croissant,he must not create the croissant,5,6,6,1,1,1,1,1,1,0,1
hermione must not make a souffle,hermione must not make a souffle,5,6,6,1,1,1,1,1,1,0,1
since petunia must chew the pancakes which dobby must chew hermione may not eat the cookies,since petunia must chew the pancakes which dobby must chew hermione may not eat the cookies,15,16,16,1,1,1,1,1,1,0,1
sirius can not sprinkle the pancakes because hagrid can make the croissants that james can arrange,sirius can not sprinkle the pancakes because hagrid can make the croissants that james can arrange,15,16,16,1,1,1,1,1,1,0,1
since hermione may create the chocolates which albus must sprinkle hermione can not arrange the pancakes,since hermione may create the chocolates which albus must sprinkle hermione can not arrange the pancakes,15,16,16,1,1,1,1,1,1,0,1
mcgonagall must not hide a chocolate since ron may arrange a eclaire that snape can arrange,mcgonagall must not hide a chocolate since ron may arrange a eclaire that snape can arrange,15,16,16,1,1,1,1,1,1,0,1
she should not chew the chocolate which hermione must make,she should not chew the chocolate which hermione must make,9,10,10,1,1,1,1,1,1,0,1
lily can not eat the croissants that albus should hide,lily can not eat the croissants that albus should hide,9,10,10,1,1,1,1,1,1,0,1
lupin should not make the strudel that albus may hide,lupin should not make the strudel that albus may hide,9,10,10,1,1,1,1,1,1,0,1
the wizard can not hide a souffle that hagrid should create,the wizard can not hide a souffle that hagrid should create,10,11,11,1,1,1,1,1,1,0,1
the witch must not eat a strudel which albus can prepare,the witch must not eat a strudel which albus can prepare,10,11,11,1,1,1,1,1,1,0,1
ginny may not sprinkle many strudels that a wizard can chew,ginny may not sprinkle many strudels that a wizard can chew,10,11,11,1,1,1,1,1,1,0,1
the professor may not prepare the cake which vernon must hide,the professor may not prepare the cake which vernon must hide,10,11,11,1,1,1,1,1,1,0,1
a wizard should not eat the cakes that fred should gobble,a wizard should not eat the cakes that fred should gobble,10,11,11,1,1,1,1,1,1,0,1
draco must not assemble the baklava which the student should sprinkle,draco must not assemble the baklava which the student should sprinkle,10,11,11,1,1,1,1,1,1,0,1
a witch should not sprinkle the croissants which ginny can prepare,a witch should not sprinkle the croissants which ginny can prepare,10,11,11,1,1,1,1,1,1,0,1
hermione can not chew the souffles that the student must make,hermione can not chew the souffles that the student must make,10,11,11,1,1,1,1,1,1,0,1
a student should not hide a pancake which ginny must make,a student should not hide a pancake which ginny must make,10,11,11,1,1,1,1,1,1,0,1
since draco should chew the chocolates because mcgonagall may arrange the eclaires which dobby must arrange neville may not jump,since draco should chew the chocolates because mcgonagall may arrange the eclaires which dobby must arrange neville may not jump,19,20,20,1,1,1,1,1,1,0,1
hagrid can not assemble the baklava which she should hide because lupin may gobble a cake because hagrid must laugh,hagrid can not assemble the baklava which she should hide because lupin may gobble a cake because hagrid must laugh,19,20,20,1,1,1,1,1,1,0,1
because ron should assemble the eclaires that he may make lily should not sprinkle a doughnut since albus must giggle,because ron should assemble the eclaires that he may make lily should not sprinkle a doughnut since albus must giggle,19,20,20,1,1,1,1,1,1,0,1
george must not giggle since sirius may prepare a cookie because harry can sprinkle the doughnuts that james can eat,george must not giggle since sirius may prepare a cookie because harry can sprinkle the doughnuts that james can eat,19,20,20,1,1,1,1,1,1,0,1
voldemort should not eat the doughnuts that ginny must eat,voldemort should not eat the doughnuts that ginny must eat,9,10,10,1,1,1,1,1,1,0,1
neville should not sprinkle a pancake that vernon must eat,neville should not sprinkle a pancake that vernon must eat,9,10,10,1,1,1,1,1,1,0,1
he may not arrange the doughnuts that a witch may eat because he can hide a eclaire which harry can eat,he may not arrange the doughnuts that a witch may eat because he can hide a eclaire which harry can eat,20,21,21,1,1,1,1,1,1,0,1
hagrid may not arrange a doughnut that he can eat since dobby may sprinkle the pancakes that the wizard should hide,hagrid may not arrange a doughnut that he can eat since dobby may sprinkle the pancakes that the wizard should hide,20,21,21,1,1,1,1,1,1,0,1
since a student must laugh since draco should walk dobby should not assemble a cake that a professor may create,since a student must laugh since draco should walk dobby should not assemble a cake that a may create,19,20,19,0,N/A,N/A,N/A,1,N/A,N/A,0
vernon should not arrange the eclaire because the student may arrange a chocolate,vernon should not arrange the eclaire because the student may arrange a chocolate,12,13,13,1,1,1,1,1,1,0,1
she should not make the baklava that harry must eat because the wizard should run,she should not make the baklava that harry must eat because the wizard should run,14,15,15,1,1,1,1,1,1,0,1
a professor may not walk,a professor may not walk,4,5,5,1,1,1,1,1,1,0,1
the wizard must not jump,the wizard must not jump,4,5,5,1,1,1,1,1,1,0,1
the wizard can not prepare a eclaire,the wizard can not prepare a eclaire,6,7,7,1,1,1,1,1,1,0,1
a student must not create the strudel,a student must not create the strudel,6,7,7,1,1,1,1,1,1,0,1
a professor should not create many cakes,a professor should not create many cakes,6,7,7,1,1,1,1,1,1,0,1
harry must not chew the strudels,harry must not chew the strudels,5,6,6,1,1,1,1,1,1,0,1
mcgonagall should not gobble a souffle,mcgonagall should not gobble a souffle,5,6,6,1,1,1,1,1,1,0,1
she must not chew the cookie,she must not chew the cookie,5,6,6,1,1,1,1,1,1,0,1
lily can not arrange a chocolate,lily can not arrange a chocolate,5,6,6,1,1,1,1,1,1,0,1
he should not eat the chocolate,he should not eat the chocolate,5,6,6,1,1,1,1,1,1,0,1
harry must not hide many baklava that ron should gobble since he can gobble the souffle,harry must not hide many baklava that ron should gobble since he can gobble the souffle,15,16,16,1,1,1,1,1,1,0,1
because hagrid can sprinkle the baklava ron should not prepare the cakes that he can prepare,because hagrid can sprinkle the baklava ron should not prepare the cakes that he can prepare,15,16,16,1,1,1,1,1,1,0,1
vernon can not wiggle since a witch can assemble a strudel because a professor can hiccup,vernon can not wiggle since a witch can assemble a strudel because a professor can hiccup,15,16,16,1,1,1,1,1,1,0,1
ron can not laugh because a student can giggle,ron can not laugh because a student can giggle,8,9,9,1,1,1,1,1,1,0,1
she should not prepare the strudel that george can gobble,she should not prepare the strudel that george can gobble,9,10,10,1,1,1,1,1,1,0,1
draco may not arrange a strudel which sirius can assemble,draco may not arrange a strudel which sirius can assemble,9,10,10,1,1,1,1,1,1,0,1
ginny must not sprinkle a eclaire that lupin may chew,ginny must not sprinkle a eclaire that lupin may chew,9,10,10,1,1,1,1,1,1,0,1
because draco should chew the eclaires lily can not hiccup,because draco should chew the eclaires lily can not hiccup,9,10,10,1,1,1,1,1,1,0,1
lily should not create a baklava since neville must eat many eclaires,lily should not create a baklava since neville must eat many eclaires,11,12,12,1,1,1,1,1,1,0,1
a witch can not chew a cake which the professor must gobble,a witch can not chew a cake which the professor must gobble,11,12,12,1,1,1,1,1,1,0,1
draco should not gobble a cake because fred may make many cakes,draco should not gobble a cake because fred may make many cakes,11,12,12,1,1,1,1,1,1,0,1
vernon can not chew many chocolates that sirius may eat,vernon can not chew many chocolates that sirius may eat,9,10,10,1,1,1,1,1,1,0,1
james must not assemble the souffle that dobby should make,james must not assemble the souffle that dobby should make,9,10,10,1,1,1,1,1,1,0,1
james must not create the strudels that draco can prepare,james must not create the strudels that draco can prepare,9,10,10,1,1,1,1,1,1,0,1
he should not make the chocolates that snape should make,he should not make the chocolates that snape should make,9,10,10,1,1,1,1,1,1,0,1
the professor can not make the pancakes which sirius should arrange,the professor can not make the pancakes which sirius should arrange,10,11,11,1,1,1,1,1,1,0,1
fred should not chew a croissant which a wizard should prepare,fred should not chew a croissant which a wizard should prepare,10,11,11,1,1,1,1,1,1,0,1
he can not hide the pancakes that voldemort must arrange,he can not hide the pancakes that voldemort must arrange,9,10,10,1,1,1,1,1,1,0,1
james must not walk,james must not walk,3,4,4,1,1,1,1,1,1,0,1
draco can not laugh since ron can make the souffles that the student should chew,draco can not laugh since ron can make the souffles that the student should chew,14,15,15,1,1,1,1,1,1,0,1
since lupin can prepare the eclaire that harry may arrange the student can not party,since lupin can prepare the eclaire that harry may arrange the student can not party,14,15,15,1,1,1,1,1,1,0,1
since ginny should smile a professor may not eat the eclaires that lily must prepare,since ginny should smile a professor may not eat the eclaires that lily must prepare,14,15,15,1,1,1,1,1,1,0,1
ron should not hide the baklava because albus should smile,ron should not hide the baklava because albus should smile,9,10,10,1,1,1,1,1,1,0,1
harry must not create the strudel which fred can eat,harry must not create the strudel which fred can eat,9,10,10,1,1,1,1,1,1,0,1
a witch must not swim,a witch must not swim,4,5,5,1,1,1,1,1,1,0,1
harry must not create the doughnut,harry must not create the doughnut,5,6,6,1,1,1,1,1,1,0,1
he should not sprinkle the baklava,he should not sprinkle the baklava,5,6,6,1,1,1,1,1,1,0,1
a witch must not laugh because hermione may wiggle,a witch must not laugh because hermione may wiggle,8,9,9,1,1,1,1,1,1,0,1
harry should not gobble the souffles which a professor may make because harry should create the chocolate,harry should not gobble the souffles which a professor may make because harry should create the chocolate,16,17,17,1,1,1,1,1,1,0,1
because a student should gobble the cake because neville must hiccup mcgonagall should not make the cookies,because a student should gobble the cake because neville must hiccup mcgonagall should not make the cookies,16,17,17,1,1,1,1,1,1,0,1
draco can not eat the souffle that george can eat since a student can arrange the croissants,draco can not eat the souffle that george can eat since a student can arrange the croissants,16,17,17,1,1,1,1,1,1,0,1
since hagrid should create the chocolate the professor may not create a strudel that ron must chew,since hagrid should create the chocolate the professor may not create a strudel that ron must chew,16,17,17,1,1,1,1,1,1,0,1
sirius must not chew the baklava because a wizard can eat a croissant,sirius must not chew the baklava because a wizard can eat a croissant,12,13,13,1,1,1,1,1,1,0,1
since hagrid may sprinkle the eclaire the wizard must not gobble the cakes,since hagrid may sprinkle the eclaire the wizard must not gobble the cakes,12,13,13,1,1,1,1,1,1,0,1
lily can not hide the eclaires because a witch may prepare the eclaires,lily can not hide the eclaires because a witch may prepare the eclaires,12,13,13,1,1,1,1,1,1,0,1
the student should not sprinkle a chocolate because mcgonagall should arrange the croissants that sirius should hide,the student should not sprinkle a chocolate because mcgonagall should arrange the croissants that sirius should hide,16,17,17,1,1,1,1,1,1,0,1
because mcgonagall must hide a cookie the wizard should not prepare the croissants which fred must gobble,because mcgonagall must hide a cookie the wizard should not prepare the croissants which fred must gobble,16,17,17,1,1,1,1,1,1,0,1
because albus should assemble the chocolate she can not create the pancake which hagrid may gobble,because albus should assemble the chocolate she can not create the pancake which hagrid may gobble,15,16,16,1,1,1,1,1,1,0,1
because mcgonagall can prepare the baklava that voldemort may gobble draco should not gobble the cake,because mcgonagall can prepare the baklava that voldemort may gobble draco should not gobble the cake,15,16,16,1,1,1,1,1,1,0,1
she should not chew the souffles which the student should arrange,she should not chew the souffles which the student should arrange,10,11,11,1,1,1,1,1,1,0,1
the wizard must not assemble a chocolate which george can make,the wizard must not assemble a chocolate which george can make,10,11,11,1,1,1,1,1,1,0,1
a wizard may not make the souffle which george can eat,a wizard may not make the souffle which george can eat,10,11,11,1,1,1,1,1,1,0,1
a witch should not make the souffle that fred may eat,a witch should not make the souffle that fred may eat,10,11,11,1,1,1,1,1,1,0,1
since ron must gobble the cake ron should not gobble the strudels,since ron must gobble the cake ron should not gobble the strudels,11,12,12,1,1,1,1,1,1,0,1
a professor must not chew a cake that the student should create,a professor must not chew a cake that the student should create,11,12,12,1,1,1,1,1,1,0,1
since ron must prepare the cookie mcgonagall must not sprinkle the cookies,since ron must prepare the cookie mcgonagall must not sprinkle the cookies,11,12,12,1,1,1,1,1,1,0,1
the wizard should not chew a cake that the student can create,the wizard should not chew a cake that the student can create,11,12,12,1,1,1,1,1,1,0,1
a professor should not arrange the croissant that the professor must chew,a professor should not arrange the croissant that the professor must chew,11,12,12,1,1,1,1,1,1,0,1
lupin can not make the chocolate because snape should assemble the doughnut which ginny must sprinkle,lupin can not make the chocolate because snape should assemble the doughnut which ginny must sprinkle,15,16,16,1,1,1,1,1,1,0,1
neville must not gobble a croissant that george may make because george may prepare the cakes,neville must not gobble a croissant that george may make because george may prepare the cakes,15,16,16,1,1,1,1,1,1,0,1
sirius must not create the croissants that petunia can chew since james can assemble the strudels,sirius must not create the croissants that petunia can chew since james can assemble the strudels,15,16,16,1,1,1,1,1,1,0,1
because petunia must chew the souffles he can not smile because dobby may arrange the strudels,because petunia must chew the souffles he can not smile because dobby may arrange the strudels,15,16,16,1,1,1,1,1,1,0,1
since the witch can hide the souffle that ron can arrange she can not giggle,since the witch can hide the souffle that ron can arrange she can not giggle,14,15,15,1,1,1,1,1,1,0,1
since a wizard may sprinkle the souffles which james should sprinkle ginny can not hiccup,since a wizard may sprinkle the souffles which james should sprinkle ginny can not hiccup,14,15,15,1,1,1,1,1,1,0,1
since petunia must arrange many baklava since george must eat the doughnut since ron should eat a chocolate hermione must not walk,since petunia must arrange many baklava since george must eat the doughnut since ron should eat a chocolate hermione must not eat a chocolate hermione must hermione must hermione must,21,22,30,0,N/A,N/A,N/A,0,N/A,N/A,0
because a student should make the chocolates that snape should assemble a wizard can not sprinkle a chocolate that fred may gobble,because a student should make the chocolates that snape should assemble a wizard can not sprinkle a chocolate that fred may prepare,21,22,22,0,1,1,1,1,1,0,1
a student can not assemble the doughnuts which fred may create since she can hide the croissants that the professor must make,a student can not assemble the doughnuts which fred may create since she can hide the croissants that the professor must eat,21,22,22,0,1,1,1,1,1,0,1
the witch must not hide the croissants that the wizard may make since albus should gobble the croissant that he should prepare,the witch must not hide the croissants that the wizard may make since albus should gobble the croissant that he should chew,21,22,22,0,1,1,1,1,1,0,1
since he can create the cakes since harry should eat the pancake lily may not arrange a doughnut which george should hide,since he can create the cakes since harry should eat the pancake lily may not arrange a doughnut which george should arrange,21,22,22,0,1,1,1,1,1,0,1
a witch must not gobble the chocolates which she should make,a witch must not gobble the chocolates which she should make,10,11,11,1,1,1,1,1,1,0,1
because lupin can hiccup the professor may not arrange the pancakes,because lupin can hiccup the professor may not arrange the pancakes,10,11,11,1,1,1,1,1,1,0,1
since the student may make a cookie mcgonagall should not walk,since the student may make a cookie mcgonagall should not walk,10,11,11,1,1,1,1,1,1,0,1
she should not make a baklava which the wizard should create,she should not make a baklava which the wizard should create,10,11,11,1,1,1,1,1,1,0,1
a wizard may not hide a strudel that harry must prepare,a wizard may not hide a strudel that harry must prepare,10,11,11,1,1,1,1,1,1,0,1
since ron must eat the pancake because snape must make the cakes which lily must create lily must not wiggle,since ron must eat the pancake because snape must make the cakes which lily must create lily must not wiggle,19,20,20,1,1,1,1,1,1,0,1
because she may chew the chocolate that draco may eat since snape should make the strudels mcgonagall must not party,because she may chew the chocolate that draco may eat since snape should make the strudels mcgonagall must not party,19,20,20,1,1,1,1,1,1,0,1
voldemort should not sprinkle the eclaires that dobby can make,voldemort should not sprinkle the eclaires that dobby can make,9,10,10,1,1,1,1,1,1,0,1
dobby must not create the cake that he must gobble,dobby must not create the cake that he must gobble,9,10,10,1,1,1,1,1,1,0,1
harry may not eat the pancakes which petunia should assemble,harry may not eat the pancakes which petunia should assemble,9,10,10,1,1,1,1,1,1,0,1
harry should not hide the croissants which dobby should make,harry should not hide the croissants which dobby should make,9,10,10,1,1,1,1,1,1,0,1
snape may not hide a doughnut that fred may prepare,snape may not hide a doughnut that fred may prepare,9,10,10,1,1,1,1,1,1,0,1
harry must not arrange many croissants,harry must not arrange many croissants,5,6,6,1,1,1,1,1,1,0,1
george must not gobble a croissant,george must not gobble a croissant,5,6,6,1,1,1,1,1,1,0,1
mcgonagall should not gobble many chocolates,mcgonagall should not gobble many chocolates,5,6,6,1,1,1,1,1,1,0,1
ron should not sprinkle a baklava,ron should not sprinkle a baklava,5,6,6,1,1,1,1,1,1,0,1
because she may sprinkle the doughnuts albus can not gobble the eclaire since harry should gobble the baklava,because she may sprinkle the doughnuts albus can not gobble the eclaire since harry should gobble the baklava,17,18,18,1,1,1,1,1,1,0,1
because mcgonagall can giggle she must not run because neville may chew a pancake that draco should hide,because mcgonagall can giggle she must not run because neville may chew a pancake that draco should hide,17,18,18,1,1,1,1,1,1,0,1
the professor should not gobble the chocolates that the wizard must sprinkle because lupin must eat a cookie,the professor should not gobble the chocolates that the wizard must sprinkle because lupin must eat a cookie,17,18,18,1,1,1,1,1,1,0,1
albus should not make many pancakes which draco must assemble,albus should not make many pancakes which draco must assemble,9,10,10,1,1,1,1,1,1,0,1
sirius may not make the chocolates that lupin must arrange,sirius may not make the chocolates that lupin must arrange,9,10,10,1,1,1,1,1,1,0,1
mcgonagall should not sprinkle a pancake which vernon can gobble,mcgonagall should not sprinkle a pancake which vernon can gobble,9,10,10,1,1,1,1,1,1,0,1
fred may not eat the croissants that draco should sprinkle,fred may not eat the croissants that draco should sprinkle,9,10,10,1,1,1,1,1,1,0,1
she may not sprinkle the doughnut which voldemort must eat,she may not sprinkle the doughnut which voldemort must eat,9,10,10,1,1,1,1,1,1,0,1
george can not assemble the baklava which fred may create,george can not assemble the baklava which fred may create,9,10,10,1,1,1,1,1,1,0,1
he should not sprinkle the baklava that a professor must sprinkle,he should not sprinkle the baklava that a professor must sprinkle,10,11,11,1,1,1,1,1,1,0,1
the witch must not make the baklava that hermione can make,the witch must not make the baklava that hermione can make,10,11,11,1,1,1,1,1,1,0,1
vernon may not prepare a eclaire that he may sprinkle,vernon may not prepare a eclaire that he may sprinkle,9,10,10,1,1,1,1,1,1,0,1
because dobby must arrange a souffle hermione can not run,because dobby must arrange a souffle hermione can not run,9,10,10,1,1,1,1,1,1,0,1
ginny should not prepare the doughnut that ginny can create,ginny should not prepare the doughnut that ginny can create,9,10,10,1,1,1,1,1,1,0,1
james should not create the eclaires that draco may prepare,james should not create the eclaires that draco may prepare,9,10,10,1,1,1,1,1,1,0,1
hagrid should not hide the pancakes since draco should run,hagrid should not hide the pancakes since draco should run,9,10,10,1,1,1,1,1,1,0,1
hermione can not assemble the souffle which hagrid must prepare,hermione can not assemble the souffle which hagrid must prepare,9,10,10,1,1,1,1,1,1,0,1
albus must not prepare the baklava that petunia can eat,albus must not prepare the baklava that petunia can eat,9,10,10,1,1,1,1,1,1,0,1
lupin can not assemble many eclaires that draco can sprinkle,lupin can not assemble many eclaires that draco can sprinkle,9,10,10,1,1,1,1,1,1,0,1
because voldemort may chew a cake lily can not swim,because voldemort may chew a cake lily can not swim,9,10,10,1,1,1,1,1,1,0,1
vernon must not sprinkle many chocolates that george must chew,vernon must not sprinkle many chocolates that george must chew,9,10,10,1,1,1,1,1,1,0,1
george should not eat the chocolates which albus should prepare,george should not eat the chocolates which albus should prepare,9,10,10,1,1,1,1,1,1,0,1
lupin should not sprinkle the cookies that neville must arrange,lupin should not sprinkle the cookies that neville must arrange,9,10,10,1,1,1,1,1,1,0,1
draco must not sprinkle the eclaires that dobby must gobble,draco must not sprinkle the eclaires that dobby must gobble,9,10,10,1,1,1,1,1,1,0,1
lupin must not gobble the cakes which ginny must make,lupin must not gobble the cakes which ginny must make,9,10,10,1,1,1,1,1,1,0,1
neville should not arrange the doughnuts which he must arrange,neville should not arrange the doughnuts which he must arrange,9,10,10,1,1,1,1,1,1,0,1
since she can eat the doughnut james should not sprinkle the cookie which george can gobble,since she can eat the doughnut james should not sprinkle the cookie which george can gobble,15,16,16,1,1,1,1,1,1,0,1
the wizard must not eat a croissant that the professor should chew because fred may hiccup,the wizard must not eat a croissant that the professor should chew because fred may hiccup,15,16,16,1,1,1,1,1,1,0,1
snape may not make a baklava that dobby can assemble since he must chew the cakes,snape may not make a baklava that dobby can assemble since he must chew the cakes,15,16,16,1,1,1,1,1,1,0,1
draco must not sprinkle the baklava,draco must not sprinkle the baklava,5,6,6,1,1,1,1,1,1,0,1
albus can not chew the croissants,albus can not chew the croissants,5,6,6,1,1,1,1,1,1,0,1
hermione should not gobble the doughnut,hermione should not gobble the doughnut,5,6,6,1,1,1,1,1,1,0,1
hagrid can not sprinkle a baklava,hagrid can not sprinkle a baklava,5,6,6,1,1,1,1,1,1,0,1
snape can not walk,snape can not walk,3,4,4,1,1,1,1,1,1,0,1
sirius may not swim,sirius may not swim,3,4,4,1,1,1,1,1,1,0,1
he can not run,he can not run,3,4,4,1,1,1,1,1,1,0,1
she may not jump,she may not jump,3,4,4,1,1,1,1,1,1,0,1
mcgonagall can not party since draco must chew the baklava since hermione may hide the strudels,mcgonagall can not party since draco must chew the baklava since hermione may hide the strudels,15,16,16,1,1,1,1,1,1,0,1
because albus may jump since hagrid should eat a baklava petunia must not arrange the souffles,because albus may jump since hagrid should eat a baklava petunia must not arrange the souffles,15,16,16,1,1,1,1,1,1,0,1
ron can not chew the cookies which the professor may gobble because fred must wiggle,ron can not chew the cookies which the professor may gobble because fred must wiggle,14,15,15,1,1,1,1,1,1,0,1
since a wizard may assemble a souffle which george must hide dobby can not smile,since a wizard may assemble a souffle which george must hide dobby can not smile,14,15,15,1,1,1,1,1,1,0,1
mcgonagall must not swim,mcgonagall must not swim,3,4,4,1,1,1,1,1,1,0,1
ginny may not laugh,ginny may not laugh,3,4,4,1,1,1,1,1,1,0,1
neville must not jump,neville must not jump,3,4,4,1,1,1,1,1,1,0,1
james can not wiggle,james can not wiggle,3,4,4,1,1,1,1,1,1,0,1
snape should not gobble the strudels that a professor may hide since the student may sprinkle the chocolates that hermione must make,snape should not gobble the strudels that a professor may hide since the student may sprinkle the chocolates that hermione must chew,21,22,22,0,1,1,1,1,1,0,1
because harry must eat the pancakes which a student may eat ginny may not hide the doughnuts that lupin should prepare,because harry must eat the pancakes which a student may eat ginny may not hide the doughnuts that lupin should prepare,20,21,21,1,1,1,1,1,1,0,1
since vernon may arrange the pancake which a witch can sprinkle dobby must not chew the chocolates which voldemort should eat,since vernon may arrange the pancake which a witch can sprinkle dobby must not chew the chocolates which voldemort should eat,20,21,21,1,1,1,1,1,1,0,1
