target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Parseable
hermione can not swim because a student should assemble the pancakes which the professor must prepare,because a professor can not chew a cookie that a professor can not chew a cookie,15,16,16,0,N/A,N/A,N/A,0,0
ron may not gobble a croissant that he can sprinkle because he may gobble the pancakes,because may may gobble the baklava,15,16,6,0,N/A,N/A,N/A,0,0
a professor must not make many doughnuts that the wizard should create because albus must hiccup,a professor must not a a that a must not chew,15,16,11,0,N/A,N/A,N/A,0,0
since mcgonagall must arrange the pancakes lily must not arrange the pancakes that albus may make,since voldemort may prepare the croissant,15,16,6,0,0,0,0,0,1
harry can not swim because the student must hide the croissants which a wizard can make,because a professor can not arrange a cookie,15,16,8,0,0,0,0,0,1
a student should not arrange a croissant which a professor should gobble since ginny should giggle,a professor should not hide a baklava,15,16,7,0,0,0,0,0,1
snape should not make a souffle which lupin should prepare because albus must chew the pancakes,snape should not assemble the eclaires,15,16,6,0,0,0,0,0,1
vernon can not make the strudels since snape can assemble the souffle that sirius should create,the can not eat the strudels that lupin may prepare the strudels,15,16,12,0,N/A,N/A,N/A,0,0
since petunia can sprinkle the baklava voldemort may not arrange a cookie that fred must assemble,voldemort may not chew the baklava,15,16,6,0,0,0,0,0,1
snape should not create a souffle which harry may make,snape should not assemble a cake,9,10,6,0,0,0,0,0,1
dobby must not eat the baklava which dobby may assemble,dobby should not hide the baklava,9,10,6,0,0,0,0,0,1
george should not chew the pancake that he can prepare,george should not hide the eclaires,9,10,6,0,0,0,0,0,1
harry can not create many souffles that ginny must sprinkle,harry must not hide the eclaires,9,10,6,0,0,0,0,0,1
neville should not eat a cake,neville should not prepare a cake,5,6,6,0,1,0,0,0,1
harry should not gobble a pancake,harry must not make the eclaires,5,6,6,0,0,0,0,0,1
hagrid may not eat the croissants,hagrid may not the the strudels,5,6,6,0,N/A,N/A,N/A,0,0
a witch can not chew a cake that a student may make since ron may hide the pancakes,a student can not hiccup,17,18,5,0,0,0,0,0,1
because the witch should gobble many croissants which a professor must hide neville may not arrange the pancake,because a professor can not hide the baklava,17,18,8,0,0,0,0,0,1
because the professor should hide the cookies that albus may eat a student can not eat the croissants,because the student should not hide the baklava,17,18,8,0,0,0,0,0,1
since a professor must jump draco should not make the cookie because petunia may create a doughnut,since a professor may not a chocolate,16,17,7,0,N/A,N/A,N/A,0,0
vernon can not gobble the croissant which he can prepare,vernon can not chew,9,10,4,0,0,0,0,0,1
he should not giggle because hagrid may prepare a chocolate,he should not assemble a pancake,9,10,6,0,0,0,0,0,1
ginny should not assemble the croissant which sirius must sprinkle,ginny should not assemble the baklava,9,10,6,0,0,0,0,1,1
james should not sprinkle the souffle that james can create,since the professor can sprinkle the souffles,9,10,7,0,0,0,0,0,1
draco can not create a croissant that vernon must assemble,draco must not arrange a pancake,9,10,6,0,0,0,0,0,1
because draco must prepare a doughnut which dobby may assemble he can not assemble a cookie,because a student may not a cookie,15,16,7,0,N/A,N/A,N/A,0,0
because fred must gobble the cookies that dobby may hide james can not hide a pancake,because a professor must not eat the strudel,15,16,8,0,0,0,0,0,1
hermione must not chew the cakes because james should arrange the souffle that albus must eat,hermione must not hide the baklava that hermione must not,15,16,10,0,N/A,N/A,N/A,0,0
ginny should not hide the cake since vernon should walk because fred must make the souffles,ginny should not assemble the baklava,15,16,6,0,0,0,0,0,1
lupin should not create a croissant that james should hide,lupin should not hide a cookie that lupin should make,9,10,10,0,1,0,0,0,1
ginny should not sprinkle the baklava that ron should arrange,ginny must not prepare the strudels,9,10,6,0,0,0,0,0,1
mcgonagall may not arrange the croissants which george should eat,mcgonagall may not gobble the souffles,9,10,6,0,0,0,0,0,1
lupin should not arrange a eclaire that neville can gobble,lupin should not arrange the chocolates,9,10,6,0,0,0,0,1,1
snape may not eat a cookie that voldemort must hide,snape must not assemble a chocolate,9,10,6,0,0,0,0,0,1
since the witch may party voldemort can not hide the cakes that he must arrange because fred should walk,since voldemort may assemble the croissant,18,19,6,0,0,0,0,0,1
since harry may wiggle the witch must not swim since snape can create a baklava which petunia must make,since a professor must chew the baklava that a must assemble the baklava that he must chew,18,19,17,0,N/A,N/A,N/A,0,0
he may not swim,he may not,3,4,3,0,N/A,N/A,N/A,0,0
snape should not run,snape should not,3,4,3,0,N/A,N/A,N/A,0,0
ginny must not wiggle,ginny must not,3,4,3,0,N/A,N/A,N/A,0,0
harry can not jump,harry can not hide,3,4,4,0,1,0,0,0,1
petunia must not jump,petunia must not hide,3,4,4,0,1,0,0,0,1
ron should not swim,ron should not assemble,3,4,4,0,1,0,0,0,1
the professor must not giggle,the professor must not chew the cookies,4,5,7,0,0,0,0,0,1
neville can not arrange a cake which voldemort can make,neville can not assemble a chocolate,9,10,6,0,0,0,0,0,1
harry must not arrange the cookie that mcgonagall should sprinkle,harry may not create the pancakes,9,10,6,0,0,0,0,0,1
he can not make the doughnuts which fred must make,vernon must not eat the cookies which a student can make,9,10,11,0,0,1,0,0,1
ginny can not make the souffles that lily can arrange,the can not create the cookies,9,10,6,0,N/A,N/A,N/A,0,0
george can not run,george can not,3,4,3,0,N/A,N/A,N/A,0,0
george should not smile,george should not,3,4,3,0,N/A,N/A,N/A,0,0
albus must not giggle,albus must not chew the baklava,3,4,6,0,0,0,0,0,1
dobby should not wiggle,dobby should not hide,3,4,4,0,1,0,0,0,1
voldemort should not walk,voldemort should not hide,3,4,4,0,1,0,0,0,1
petunia can not run,petunia can not,3,4,3,0,N/A,N/A,N/A,0,0
george may not swim,george may not,3,4,3,0,N/A,N/A,N/A,0,0
he may not walk,he may not,3,4,3,0,N/A,N/A,N/A,0,0
snape may not eat the strudels that voldemort can chew,since he can not arrange the strudels that james can not eat the strudels,9,10,14,0,N/A,N/A,N/A,0,0
lupin can not create the croissants that harry should assemble,lupin can not create the strudels,9,10,6,0,0,0,0,1,1
albus may not prepare the croissants that voldemort should hide,the may not assemble the baklava that the student may not,9,10,11,0,N/A,N/A,N/A,0,0
harry must not eat many croissants that the student can hide,harry must not create the eclaires,10,11,6,0,0,0,0,0,1
the wizard can not sprinkle the strudels which neville can create,the can not sprinkle the cookies,10,11,6,0,N/A,N/A,N/A,1,0
because the professor must laugh lily may not gobble the doughnuts,because snape must not hide the baklava,10,11,7,0,0,0,0,0,1
the wizard should not smile,the should not,4,5,3,0,N/A,N/A,N/A,0,0
voldemort must not chew a cake that george should create,voldemort must not hide,9,10,4,0,0,0,0,0,1
lily must not giggle since mcgonagall can sprinkle the pancakes,the can not gobble the cookies,9,10,6,0,N/A,N/A,N/A,0,0
because petunia may gobble the cookie james must not run,because dobby may not eat the baklava,9,10,7,0,0,0,0,0,1
lily must not arrange the strudels since he should giggle,since he should not prepare the cookies,9,10,7,0,0,0,0,0,1
snape must not assemble a doughnut which fred must eat,snape must not chew the eclaires that snape must not,9,10,10,0,N/A,N/A,N/A,0,0
draco must not make the chocolate that lupin must gobble,draco must not gobble the chocolates that draco must create,9,10,10,0,0,0,0,0,1
voldemort must not create the souffles that mcgonagall can arrange,voldemort can not chew the strudel,9,10,6,0,0,0,0,0,1
a wizard should not gobble a chocolate,a professor should not assemble a cookie,6,7,7,0,1,0,0,0,1
the professor should not assemble the cookie,the professor should not assemble the strudels,6,7,7,0,0,0,0,1,1
the professor must not sprinkle many strudels,the professor can not sprinkle the baklava,6,7,7,0,1,0,0,1,1
a professor must not chew many doughnuts,a professor must not chew a eclaire,6,7,7,0,0,0,0,1,1
petunia can not prepare the cake,the can not create the souffles,5,6,6,0,N/A,N/A,N/A,0,0
george can not gobble the souffle,draco can not gobble the souffle,5,6,6,0,1,0,0,1,1
vernon must not chew many cakes,vernon must not hide a baklava,5,6,6,0,1,0,0,0,1
ginny can not make the pancakes,vernon can not can the,5,6,5,0,N/A,N/A,N/A,0,0
she may not create the doughnut,the may not create the pancakes,5,6,6,0,N/A,N/A,N/A,1,0
a student should not jump,a student should not hide,4,5,5,0,1,0,0,0,1
the witch can not laugh,the can not,4,5,3,0,N/A,N/A,N/A,0,0
fred should not prepare a strudel which draco may create since harry should smile,fred should not assemble the baklava,13,14,6,0,0,0,0,0,1
a professor can not hiccup because hermione can giggle because a wizard should party,because a student should not chew the chocolate,13,14,8,0,0,0,0,0,1
since hagrid should chew the chocolate which neville should sprinkle hagrid can not jump,neville should not hide the baklava which neville should sprinkle,13,14,10,0,0,0,0,0,1
sirius should not gobble the doughnuts that she can sprinkle,sirius should not sprinkle the baklava,9,10,6,0,0,0,0,0,1
lupin should not sprinkle the cookies that neville must arrange,lupin must not hide the souffles that neville must assemble,9,10,10,0,1,0,0,0,1
albus can not make the strudel that dobby can hide,the can not create the cookies,9,10,6,0,N/A,N/A,N/A,0,0
a professor must not eat a chocolate since snape must sprinkle the cookies which dobby may assemble,dobby should not assemble the baklava that dobby should assemble,16,17,10,0,0,0,0,0,1
fred must not gobble the cakes that the witch should hide since petunia may gobble the croissant,fred must not assemble the strudel,16,17,6,0,0,0,0,0,1
since sirius should walk harry can not wiggle,since voldemort can not the baklava,7,8,6,0,N/A,N/A,N/A,0,0
because ginny should laugh petunia should not laugh,because albus should not wiggle,7,8,5,0,0,0,0,0,1
because vernon can smile dobby may not jump,vernon must not arrange the baklava,7,8,6,0,0,0,0,0,1
since albus must arrange the eclaire the student should not hide the pancake,since petunia should not hide the baklava,12,13,7,0,0,0,0,1,1
albus may not sprinkle the cake,the professor can not sprinkle the chocolate,5,6,7,0,0,1,0,1,1
mcgonagall can not prepare the croissants,mcgonagall can not can not,5,6,5,0,N/A,N/A,N/A,0,0
draco must not prepare the croissant,draco may not gobble the eclaires,5,6,6,0,0,0,0,0,1
ginny may not chew the eclaires,ginny may not arrange the baklava,5,6,6,0,1,0,0,0,1
vernon must not chew the baklava,vernon must not hide a baklava,5,6,6,0,1,0,0,0,1
vernon must not eat the souffles,vernon must not hide the chocolates,5,6,6,0,1,0,0,0,1
snape must not arrange the eclaires that mcgonagall may create,snape must not chew the pancakes,9,10,6,0,0,0,0,0,1
he should not eat the chocolates that ginny must assemble,the student must not create the baklava that she must create,9,10,11,0,0,1,0,0,1
george must not create the baklava that vernon may assemble,the student must not assemble the baklava,9,10,7,0,0,0,0,0,1
since sirius should giggle ginny should not assemble many cakes,since he must hide the baklava that he must not chew the baklava,9,10,13,0,N/A,N/A,N/A,0,0
since hermione should swim she may not chew a pancake since she can jump,since voldemort must hide the baklava which may not chew the baklava,13,14,12,0,N/A,N/A,N/A,1,0
snape can not create the doughnuts that dobby must arrange since he must giggle,the professor must not create the chocolates that the must create,13,14,11,0,N/A,N/A,N/A,1,0
since dobby may make the eclaire which hermione can chew he should not wiggle,dobby should not hide the baklava,13,14,6,0,0,0,0,0,1
hermione must not assemble the cookie that ron must sprinkle,hermione must not assemble the baklava that hermione must not,9,10,10,0,N/A,N/A,N/A,1,0
harry can not make the croissant that hagrid should eat,harry can not eat the cookies that can can not create,9,10,11,0,N/A,N/A,N/A,0,0
ron can not laugh because a student can giggle,because can not sprinkle the doughnut that neville can not chew the eclaire that neville can not chew,8,9,18,0,N/A,N/A,N/A,0,0
petunia must not prepare the cake which albus can prepare,petunia can not hide the doughnut,9,10,6,0,0,0,0,0,1
albus must not assemble the pancakes which lupin should hide,albus must not hide the baklava,9,10,6,0,0,0,0,0,1
draco must not make the baklava that neville can arrange,draco can not arrange the chocolates,9,10,6,0,0,0,0,0,1
she should not prepare the strudel that george can gobble,she should not eat the cookies that she should not,9,10,10,0,N/A,N/A,N/A,0,0
he can not assemble a cake that fred should chew,he must not chew a pancake,9,10,6,0,0,0,0,0,1
because draco should chew the eclaires lily can not hiccup,because he can not hiccup,9,10,5,0,0,0,0,1,1
ron should not chew the baklava since harry can walk,ron should not walk,9,10,4,0,0,0,0,0,1
draco must not chew the eclaire that fred must gobble,draco must not arrange the chocolates that he must eat,9,10,10,0,0,0,0,0,1
ginny must not prepare the eclaires that she should chew,the student must not hide the baklava that ginny must not create the baklava,9,10,14,0,N/A,N/A,N/A,0,0
petunia must not assemble a doughnut which james should prepare,petunia must not hide the baklava,9,10,6,0,0,0,0,0,1
james should not sprinkle the souffle that petunia should eat,since should not eat the pancakes that he should not,9,10,10,0,N/A,N/A,N/A,0,0
hermione can not assemble the strudels which lupin must eat,lupin must not assemble the cookies that lupin can not assemble the cookies that lupin can not create the cookies,9,10,20,0,N/A,N/A,N/A,1,0
mcgonagall must not eat the chocolate because dobby should walk,because dobby should not hide a chocolate,9,10,7,0,0,0,0,0,1
hagrid should not hide the pancakes since draco should run,hagrid should not hide the baklava,9,10,6,0,0,0,0,1,1
she should not swim since she can sprinkle the croissant,she should not gobble the cookies,9,10,6,0,0,0,0,0,1
petunia must not assemble the cakes which mcgonagall can arrange,petunia must not hide the doughnut,9,10,6,0,0,0,0,0,1
lily should not make the cookies which he should sprinkle,he can not gobble the baklava,9,10,6,0,0,0,0,0,1
a witch must not eat the strudel that fred can sprinkle,a witch can not hiccup,10,11,5,0,0,0,0,0,1
james should not hide the doughnuts which a professor must hide,james should not chew a croissant which a professor should not eat a chocolate which a professor should not eat a chocolate which he must not,10,11,26,0,N/A,N/A,N/A,0,0
a professor may not prepare a baklava that george may chew,a professor may not a baklava that a professor may not,10,11,11,0,N/A,N/A,N/A,0,0
he must not assemble many cookies which a professor can hide,he must not chew the eclaires,10,11,6,0,0,0,0,0,1
james must not assemble many cakes that the witch can make,james must not make a chocolate,10,11,6,0,0,0,0,0,1
the wizard should not wiggle since dobby must sprinkle the cookie,the student should not hide the souffles,10,11,7,0,0,0,0,0,1
the witch should not assemble a doughnut that fred should prepare,a professor should not prepare a pancake,10,11,7,0,0,0,0,0,1
the witch must not make the baklava that hermione can make,the professor can not make the pancake,10,11,7,0,0,0,0,1,1
harry can not create a chocolate that the student may chew,harry may not chew the pancakes,10,11,6,0,0,0,0,0,1
the wizard should not smile,the should not,4,5,3,0,N/A,N/A,N/A,0,0
george may not run,george may not,3,4,3,0,N/A,N/A,N/A,0,0
neville can not smile,neville can not arrange the strudels,3,4,6,0,0,0,0,0,1
because petunia may hiccup petunia should not hide a cake which neville may make,because a professor may not chew a croissant,13,14,8,0,0,0,0,0,1
since snape should eat the cakes which james should make lupin must not run,lupin must not assemble the souffles,13,14,6,0,0,0,0,0,1
since fred must laugh harry may not run,since voldemort must hide the baklava,7,8,6,0,0,0,0,0,1
she should not hiccup,she should not hide the eclaires,3,4,6,0,0,0,0,0,1
voldemort must not swim,voldemort must not hide,3,4,4,0,1,0,0,0,1
lupin may not walk,lupin may not,3,4,3,0,N/A,N/A,N/A,0,0
draco must not party,draco must not arrange the strudel,3,4,6,0,0,0,0,0,1
because she should jump snape can not gobble the chocolate,because can can gobble the cakes that dobby can not sprinkle the cakes,9,10,13,0,N/A,N/A,N/A,0,0
draco should not arrange the doughnut that albus should assemble,draco should not assemble the baklava,9,10,6,0,0,0,0,0,1
harry should not arrange the doughnut that albus must assemble,harry must not arrange the pancakes,9,10,6,0,0,0,0,1,1
lily must not create a chocolate that lupin can make,fred can not make a chocolate that lupin can not make a chocolate that lupin can not make,9,10,18,0,N/A,N/A,N/A,0,0
james can not sprinkle the chocolates that hagrid may assemble,the can not create the chocolates,9,10,6,0,N/A,N/A,N/A,0,0
vernon should not arrange a strudel which he must make,vernon should not assemble a cake,9,10,6,0,0,0,0,0,1
snape can not jump,snape can not laugh,3,4,4,0,1,0,0,0,1
hermione must not run,hermione must not arrange,3,4,4,0,1,0,0,0,1
ginny should not walk,ginny should not,3,4,3,0,N/A,N/A,N/A,0,0
he must not walk,he must not,3,4,3,0,N/A,N/A,N/A,0,0
lily must not wiggle,lily must not,3,4,3,0,N/A,N/A,N/A,0,0
voldemort should not assemble a pancake,voldemort should not chew the croissant,5,6,6,0,1,0,0,0,1
sirius can not gobble a souffle,sirius can not chew a chocolate,5,6,6,0,1,0,0,0,1
neville can not assemble the strudels,mcgonagall can not arrange the strudels,5,6,6,0,1,0,0,0,1
the professor should not hide the eclaire,the professor should not gobble the strudels,6,7,7,0,0,0,0,0,1
ron can not chew the pancake,the can not chew the baklava,5,6,6,0,N/A,N/A,N/A,1,0
albus should not make the doughnuts,albus may not walk,5,6,4,0,0,0,0,0,1
james must not sprinkle the souffle,james must not arrange the chocolate,5,6,6,0,1,0,0,0,1
draco must not sprinkle the souffles,draco must not sprinkle the chocolates,5,6,6,0,1,0,0,1,1
lupin should not make the eclaire,lupin should not walk,5,6,4,0,0,0,0,0,1
vernon must not create the cakes,vernon must not hide the baklava,5,6,6,0,1,0,0,0,1
she should not gobble a cookie,she should not assemble a pancake,5,6,6,0,1,0,0,0,1
dobby may not sprinkle the chocolates,dobby may not eat the cookies,5,6,6,0,1,0,0,0,1
he should not chew the pancakes,he should not hide,5,6,4,0,0,0,0,0,1
because ron should chew a cookie which petunia should make a wizard may not hide a souffle,because a student should chew a cake that a student should not chew a cookie,16,17,15,0,N/A,N/A,N/A,0,0
a witch must not chew many strudels that she may create since vernon must create the eclaires,a professor can not the baklava,16,17,6,0,N/A,N/A,N/A,0,0
because sirius should chew the baklava which a witch should hide hermione should not hide the souffles,because should must chew the baklava,16,17,6,0,N/A,N/A,N/A,0,0
because fred can prepare the cake draco may not create the eclaires that a student should assemble,because a student should hide a baklava because a student may assemble a cookie,16,17,14,0,0,0,0,0,1
because a professor should gobble many pancakes neville should not create the cookies that ron may sprinkle,because he may eat the baklava which he may not sprinkle the baklava,16,17,13,0,N/A,N/A,N/A,0,0
a professor should not sprinkle the souffle that he may eat,he may not eat a chocolate that he may not,10,11,10,0,N/A,N/A,N/A,0,0
a wizard may not arrange a croissant that vernon must create,a wizard must not make a wizard must make a wizard,10,11,11,0,N/A,N/A,N/A,0,0
vernon may not gobble a doughnut which the professor must arrange,vernon must not gobble the chocolates,10,11,6,0,0,0,0,1,1
mcgonagall should not chew a baklava which the professor can create,since should not sprinkle a cookie,10,11,6,0,N/A,N/A,N/A,0,0
the student may not walk,the student may not,4,5,4,0,N/A,N/A,N/A,0,0
because the witch must make the cookies the wizard should not create the cookies,because dobby may not wiggle,13,14,5,0,0,0,0,0,1
albus must not run because she must assemble the cake that she can hide,albus must not chew the baklava,13,14,6,0,0,0,0,0,1
since harry must make the pancake which neville should eat lily should not laugh,neville should not sprinkle the cookies,13,14,6,0,0,0,0,0,1
since neville can assemble the strudel james must not giggle because neville should walk,neville must not assemble the baklava,13,14,6,0,0,0,0,0,1
because fred can chew the souffles which he must chew snape can not laugh since hagrid should prepare the cakes that he must create,because voldemort must eat the baklava which he must not chew the baklava that a student should chew,23,24,18,0,N/A,N/A,N/A,0,0
because petunia should hiccup the witch may not make the doughnuts that a witch can hide since fred must create the cakes,because a student can not eat the baklava which he must not eat the cakes which he should not,21,22,19,0,N/A,N/A,N/A,0,0
because a student should make the chocolates that snape should assemble a wizard can not sprinkle a chocolate that fred may gobble,because dobby must not eat the cakes that dobby may not eat the cakes that dobby may not create the cakes that dobby may not create the cakes that dobby,21,22,30,0,N/A,N/A,N/A,0,0
since petunia must arrange many baklava since george must eat the doughnut since ron should eat a chocolate hermione must not walk,since voldemort must hide a croissant,21,22,6,0,0,0,0,0,1
because voldemort must laugh since a witch must arrange a croissant sirius must not chew a eclaire which a student must make,because a student should not eat a cake,21,22,8,0,0,0,0,0,1
the professor must not hiccup,the professor must not chew the croissants,4,5,7,0,0,0,0,0,1
the professor can not chew the cookies which dobby can prepare since ron should prepare the pancakes,the professor can not the the pancake,16,17,7,0,N/A,N/A,N/A,0,0
she may not gobble the cookies because draco may assemble a chocolate that a professor can prepare,because a professor can not chew a chocolate,16,17,8,0,0,0,0,0,1
because she should make a eclaire a professor must not arrange the doughnuts that he must create,because a professor should eat a cookie that a student should not eat a cookie,16,17,15,0,N/A,N/A,N/A,0,0
he can not eat a souffle that sirius can arrange because the professor should chew the cookies,a professor can not eat the souffle that mcgonagall can eat,16,17,11,0,0,0,0,1,1
because dobby can eat many souffles harry should not make the eclaires that he may prepare,because may may not chew the cakes that dobby may not eat the cakes,15,16,14,0,N/A,N/A,N/A,0,0
lupin may not eat many croissants that george should make,lupin may not assemble a pancake,9,10,6,0,0,0,0,0,1
he can not prepare a baklava which voldemort should eat,he can not chew the cakes,9,10,6,0,0,0,0,0,1
fred can not prepare a cookie which vernon must make,a student can not chew the croissant,9,10,7,0,0,0,0,0,1
because ron may gobble the strudels james should not arrange many cakes which vernon should prepare,because a professor should chew the cakes that dobby should assemble a cookie,15,16,13,0,N/A,N/A,N/A,0,0
since petunia must chew the pancakes which dobby must chew hermione may not eat the cookies,since voldemort must not the cookies,15,16,6,0,N/A,N/A,N/A,0,0
because dobby may chew the doughnut which neville can hide ron should not sprinkle the doughnuts,because he can gobble the baklava,15,16,6,0,0,0,0,0,1
the witch can not arrange the croissants,the can not arrange the croissants,6,7,6,0,N/A,N/A,N/A,1,0
the student can not eat the souffles,the can not the the souffle,6,7,6,0,N/A,N/A,N/A,0,0
a student should not gobble the doughnut,a student can not prepare the doughnut,6,7,7,0,1,0,0,0,1
a wizard must not sprinkle the doughnuts,a wizard must not chew the wizard,6,7,7,0,N/A,N/A,N/A,0,0
a student should not sprinkle the chocolate,a witch can not sprinkle a chocolate,6,7,7,0,1,0,0,1,1
a professor should not make a cookie,a professor should not a a a a a professor should make a cake,6,7,14,0,N/A,N/A,N/A,0,0
a professor may not gobble the chocolate,a witch must not the the,6,7,6,0,N/A,N/A,N/A,0,0
a wizard should not create the baklava,the student may not the baklava,6,7,6,0,N/A,N/A,N/A,0,0
the student must not assemble many doughnuts,the professor must not chew the pancake,6,7,7,0,0,0,0,0,1
the student can not assemble the cakes,the student can not the the,6,7,6,0,N/A,N/A,N/A,0,0
draco must not sprinkle the eclaires that dobby must gobble,draco must not arrange the strudel that he must eat,9,10,10,0,0,0,0,0,1
dobby must not eat the strudels that harry should gobble,sirius should not prepare the pancakes that james may prepare,9,10,10,0,1,0,0,0,1
james can not laugh because he should eat a strudel,because mcgonagall can not assemble a cookie that mcgonagall can not assemble a cookie that mcgonagall can not assemble a cookie that mcgonagall can not assemble a cookie,9,10,28,0,N/A,N/A,N/A,0,0
voldemort must not arrange the chocolates since hagrid should walk,voldemort must not hide,9,10,4,0,0,0,0,0,1
neville should not make the doughnut,neville should not make the cookies,5,6,6,0,0,0,0,1,1
petunia should not chew a cookie,petunia should not assemble a croissant,5,6,6,0,1,0,0,0,1
harry can not assemble the pancakes,harry can not arrange the,5,6,5,0,N/A,N/A,N/A,0,0
petunia may not prepare many croissants,petunia may not gobble the baklava,5,6,6,0,1,0,0,0,1
a student may not eat the croissants which she should chew,a professor may not eat the baklava that a student must assemble,10,11,12,0,0,1,0,1,1
a witch should not make the souffle that fred may eat,a professor should not eat a chocolate,10,11,7,0,0,0,0,0,1
draco can not make the chocolate that a wizard may prepare,vernon can not create the chocolates,10,11,6,0,0,0,0,0,1
james should not assemble the cake that a student should hide,james should not hide a cookie,10,11,6,0,0,0,0,0,1
since fred should jump because fred can hide the cookies which a professor may create snape must not hiccup,since voldemort may prepare a baklava,18,19,6,0,0,0,0,0,1
petunia should not laugh because draco should create the chocolate,because ginny should not sprinkle the souffles,9,10,7,0,0,0,0,0,1
fred can not create a cookie which ron must eat,fred can not prepare a cookie that he can not,9,10,10,0,N/A,N/A,N/A,0,0
she can not assemble the souffles which george should gobble,the student should not assemble the strudel,9,10,7,0,0,0,0,1,1
ron must not smile because a wizard can create a chocolate that mcgonagall may gobble,ron may not assemble a chocolate,14,15,6,0,0,0,0,0,1
she may not hide the strudels,hagrid may not the strudels,5,6,5,0,N/A,N/A,N/A,0,0
vernon must not eat the cakes,vernon must not hide the chocolates,5,6,6,0,1,0,0,0,1
hagrid must not assemble many cookies,hagrid must not assemble the pancake,5,6,6,0,0,0,0,1,1
neville may not chew the eclaires,neville may not assemble the baklava,5,6,6,0,1,0,0,0,1
lily can not hide the pancake,the can not the the can not,5,6,7,0,N/A,N/A,N/A,0,0
petunia must not chew many eclaires since fred should party because george can hide the eclaires which dobby should assemble,petunia must not hide the baklava,19,20,6,0,0,0,0,0,1
since dobby may assemble a souffle that dobby may gobble voldemort should not arrange many strudels that harry may eat,since dobby may not eat the pancake,19,20,7,0,0,0,0,0,1
since hagrid can smile she may not walk because mcgonagall must arrange the doughnut that a witch should create,because may may not eat the cakes that should not eat,18,19,11,0,N/A,N/A,N/A,0,0
since the professor must prepare a cake petunia can not eat the cakes since hagrid can chew a baklava,a student must not chew the baklava,18,19,7,0,0,0,0,0,1
ron should not arrange many cookies which snape can make because ron must run since albus must laugh,ron must not chew a cookie that a student may not chew a chocolate that a student may assemble,17,18,19,0,N/A,N/A,N/A,0,0
since lily can gobble many croissants that the professor must sprinkle a student must not make the cakes,since voldemort must not the strudel that he must not the strudel,17,18,12,0,N/A,N/A,N/A,0,0
because draco must chew the strudels lily may not prepare a baklava because fred should create the souffle,because a student may not the baklava,17,18,7,0,N/A,N/A,N/A,0,0
because she may sprinkle the doughnuts albus can not gobble the eclaire since harry should gobble the baklava,because the professor can not sprinkle the baklava,17,18,8,0,0,0,0,0,1
she should not make a baklava which the wizard should create,she should not arrange the baklava,10,11,6,0,0,0,0,0,1
a professor can not hide a pancake that lily can create,a student can not create,10,11,5,0,0,0,0,0,1
fred should not party,fred should not assemble the pancakes,3,4,6,0,0,0,0,0,1
since neville can assemble a baklava that george should gobble he should not make the croissants because he must smile,since neville must not assemble the baklava which neville must not assemble,19,20,12,0,N/A,N/A,N/A,0,0
since a witch can gobble the strudels because a professor may assemble a cake albus may not eat the cake,because may may not arrange the baklava that mcgonagall may not arrange the baklava,19,20,14,0,N/A,N/A,N/A,0,0
since james must assemble the chocolate which he may chew snape may not arrange a baklava,since voldemort must hide a baklava,15,16,6,0,0,0,0,0,1
she should not giggle since a wizard must sprinkle the croissant which harry should chew,she should not chew a pancake that she should chew,14,15,10,0,0,0,0,0,1
a student should not make many souffles,a student should not hide a cookie,6,7,7,0,0,0,0,0,1
a professor must not eat the chocolate,a professor can not chew the baklava,6,7,7,0,1,0,0,0,1
a student should not make the chocolates,a student can not hide the baklava,6,7,7,0,1,0,0,0,1
she can not arrange a croissant,she can not chew a chocolate,5,6,6,0,1,0,0,0,1
lily should not assemble a chocolate,a student should not assemble a cookie,5,6,7,0,0,1,0,1,1
he must not assemble the pancakes,he must not assemble the eclaires,5,6,6,0,1,0,0,1,1
ginny may not assemble the chocolate,ginny may not arrange the baklava,5,6,6,0,1,0,0,0,1
vernon should not party since ron should gobble the cookies,vernon should not hide the cookies,9,10,6,0,0,0,0,0,1
james should not create the strudels because ginny may swim,the professor should not wiggle the strudels,9,10,7,0,0,0,0,0,1
draco can not sprinkle a cake that dobby may create,draco can not arrange a chocolate,9,10,6,0,0,0,0,0,1
draco should not arrange the chocolates,draco should not eat the baklava,5,6,6,0,1,0,0,0,1
hagrid must not create a croissant,hagrid must not chew a chocolate,5,6,6,0,1,0,0,0,1
lily must not chew many chocolates,lily must not create,5,6,4,0,0,0,0,0,1
the student may not assemble a eclaire that ginny may eat,the professor may not the the cakes,10,11,7,0,N/A,N/A,N/A,0,0
snape must not sprinkle the doughnuts that the wizard may gobble,snape may not assemble the pancakes,10,11,6,0,0,0,0,0,1
the student should not eat the chocolates that voldemort should create,the student should not create the chocolates that she can create,10,11,11,0,0,0,0,0,1
snape should not hiccup,snape should not,3,4,3,0,N/A,N/A,N/A,0,0
harry should not party,harry may not create the,3,4,5,0,N/A,N/A,N/A,0,0
ginny must not jump,ginny must not hide,3,4,4,0,1,0,0,0,1
neville must not wiggle,neville must not assemble the cookies,3,4,6,0,0,0,0,0,1
the wizard can not create the cookies that albus should assemble since neville may giggle,the professor can not create the cookies that the can eat,14,15,11,0,N/A,N/A,N/A,1,0
