target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Parseable
because harry should make a croissant mcgonagall must create the strudel,because a professor can chew the baklava that a student should not chew the baklava,11,11,15,0,N/A,N/A,0
since petunia should sprinkle many croissants ron should assemble the pancake,since voldemort must assemble the pancake,11,11,6,0,0,0,1
a professor must arrange the souffles that the professor must make,a professor must assemble a chocolate,11,11,6,0,0,0,1
a professor should prepare a baklava that lupin can prepare,a professor can chew a chocolate,10,10,6,0,0,0,1
she may jump because a professor can gobble the cakes,a student may gobble the baklava,10,10,6,0,0,0,1
george may arrange the chocolate,george may make the pancake,5,5,5,0,1,0,1
petunia can gobble many croissants,petunia must gobble the croissants,5,5,5,0,1,0,1
since george must gobble a souffle a student must eat many pancakes,since voldemort must hide the strudel,12,12,6,0,0,0,1
because lupin must walk snape can run because the student must giggle,lupin must eat a professor must chew a eclaire which he must chew,12,12,13,0,N/A,N/A,0
he can hiccup,he can chew,3,3,3,0,1,0,1
vernon can smile,vernon can walk,3,3,3,0,1,0,1
she should laugh,she should laugh,3,3,3,1,1,1,1
neville can run,neville can walk,3,3,3,0,1,0,1
dobby should wiggle,dobby should hide,3,3,3,0,1,0,1
ron must hide the eclaires,ron must chew the baklava,5,5,5,0,1,0,1
neville can chew a eclaire,neville must chew the cakes,5,5,5,0,0,0,1
ron should eat a cookie,ron should hide a pancake,5,5,5,0,1,0,1
mcgonagall should eat the baklava,the professor may sprinkle the baklava,5,5,6,0,0,1,1
sirius should hide the chocolates,sirius should gobble the pancakes,5,5,5,0,1,0,1
a student can walk,a wizard can make,4,4,4,0,1,0,1
lily must chew the baklava,lily must create,5,5,3,0,0,0,1
voldemort can prepare the eclaires,the can can the the can can not,5,5,8,0,N/A,N/A,0
fred must assemble a eclaire,fred must assemble a cake,5,5,5,0,1,0,1
sirius should eat the souffles,sirius should gobble the strudels,5,5,5,0,1,0,1
sirius must make the doughnut,sirius must eat the chocolate,5,5,5,0,1,0,1
draco can sprinkle the doughnuts,the can sprinkle the chocolates,5,5,5,0,N/A,N/A,0
sirius should arrange a croissant,sirius should make a chocolate,5,5,5,0,1,0,1
voldemort may prepare the souffles,voldemort may prepare the cookies,5,5,5,0,1,0,1
neville must gobble the doughnuts,neville must assemble the baklava,5,5,5,0,1,0,1
ginny must chew many cakes,ginny must hide,5,5,3,0,0,0,1
dobby can create the cakes,the student can create,5,5,4,0,0,0,1
ginny may gobble the pancakes,the may eat the pancakes,5,5,5,0,N/A,N/A,0
hermione should gobble a strudel,hermione should chew a professor must assemble a souffle that dobby should assemble,5,5,13,0,N/A,N/A,0
hagrid must assemble many croissants,hagrid must assemble the baklava,5,5,5,0,1,0,1
since lupin must chew a doughnut that lupin should eat hermione may gobble a cookie that the student must assemble,a professor must gobble a pancake that lupin must assemble,20,20,10,0,0,0,1
since voldemort must assemble the strudels which james must make lily should make the cookie that he may sprinkle,since voldemort may prepare the baklava,19,19,6,0,0,0,1
because she must hiccup snape may prepare the cookies that ginny can create since albus may assemble the cookies,because the must assemble the baklava,19,19,6,0,N/A,N/A,0
because fred may hide the eclaires that albus should gobble ron may laugh since draco must create the eclaire,because a professor may not the baklava,19,19,7,0,N/A,N/A,0
she should eat the croissants which she may hide,she should chew the baklava that she should chew,9,9,9,0,1,0,1
since fred can run snape can prepare a chocolate,since fred can sprinkle,9,9,4,0,0,0,1
since albus should chew a doughnut james should hiccup,since voldemort must hide a croissant,9,9,6,0,0,0,1
hagrid can gobble a croissant that snape must create,hagrid can chew a chocolate that hagrid can chew,9,9,9,0,1,0,1
dobby should prepare the cookie which hermione must create,dobby must hide the strudel,9,9,5,0,0,0,1
fred may gobble a eclaire which sirius can sprinkle,fred may not arrange the strudel,9,9,6,0,0,0,1
harry can sprinkle the croissants which mcgonagall should arrange,harry can create the pancakes,9,9,5,0,0,0,1
petunia can prepare the cakes that the professor should sprinkle because george must create the eclaires,ron can not the the,16,16,5,0,N/A,N/A,0
because sirius should eat a pancake that neville must gobble a witch can assemble the croissants,because the must assemble the baklava,16,16,6,0,N/A,N/A,0
because dobby must hide the eclaires ginny can chew the croissants that a wizard must eat,because a professor must eat the baklava that he must chew,16,16,11,0,0,0,1
james can prepare a croissant that dobby should assemble since the student should sprinkle the eclaire,he can chew the croissant,16,16,5,0,0,0,1
ginny may eat the eclaires since james can create the croissant which the student can arrange,the professor can eat the strudel,16,16,6,0,0,0,1
harry can arrange many doughnuts because the student should make the croissant that ginny must eat,because the student can eat the cakes that he can make the cakes that he can make,16,16,17,0,N/A,N/A,0
the student should gobble a strudel,a student should chew a cookie,6,6,6,0,1,0,1
a wizard should assemble the souffles,a wizard should make,6,6,4,0,0,0,1
the student should sprinkle many croissants,hagrid should hide the croissants,6,6,5,0,0,1,1
albus can walk,albus can walk,3,3,3,1,1,1,1
she can party,she must chew,3,3,3,0,1,0,1
harry should hiccup,harry should chew,3,3,3,0,1,0,1
hermione may laugh,hermione may gobble,3,3,3,0,1,0,1
ron must hide the cakes,ron must not chew,5,5,4,0,0,0,1
snape must gobble the souffles,snape must assemble the pancakes,5,5,5,0,1,0,1
petunia must assemble the strudels,petunia may gobble the baklava,5,5,5,0,1,0,1
vernon should make the cookie,vernon can make,5,5,3,0,0,0,1
hermione can hide the cakes,the student can not,5,5,4,0,N/A,N/A,0
since sirius must prepare the strudel that ginny should prepare a student should sprinkle many baklava,since voldemort must hide a baklava,16,16,6,0,0,0,1
since she should gobble many eclaires that vernon may arrange the student must make the chocolates,since voldemort must hide the baklava,16,16,6,0,0,0,1
because lily can sprinkle a chocolate ginny must make the pancake that lupin should assemble,because the student should sprinkle the cakes which he should not create the cakes,15,15,14,0,N/A,N/A,0
harry must gobble the cakes,harry must create the eclaires,5,5,5,0,1,0,1
vernon must assemble the croissants,vernon must assemble a baklava,5,5,5,0,1,0,1
petunia must prepare the strudel,petunia must hide the baklava,5,5,5,0,1,0,1
he can eat a cookie,he can chew a pancake,5,5,5,0,1,0,1
a professor must hide a cookie which voldemort must chew,a professor must chew a eclaire,10,10,6,0,0,0,1
the witch should prepare many cakes which ron can chew,since should should chew the croissant,10,10,6,0,N/A,N/A,0
a student must hide the eclaire,a student must assemble a cookie,6,6,6,0,1,0,1
fred can create a cookie since dobby can prepare a chocolate which draco should eat,draco should sprinkle the chocolates that lupin can eat,15,15,9,0,0,0,1
dobby can make a cake since lily can create the souffle which neville should arrange,neville should sprinkle the cookies that neville should sprinkle,15,15,9,0,0,0,1
since snape must chew the souffle ginny should chew the strudel that hermione should arrange,since voldemort must hide the pancake,15,15,6,0,0,0,1
dobby should hide the croissant since voldemort should prepare the croissant that albus must chew,dobby must hide the strudel,15,15,5,0,0,0,1
harry may sprinkle a cake because hagrid should chew the souffles that a professor must assemble,harry must chew a cookie,16,16,5,0,0,0,1
vernon must hide the eclaires since a student should assemble many pancakes that lupin should eat,vernon may prepare a eclaire,16,16,5,0,0,0,1
since hagrid may prepare the cookie because the professor must make a pancake voldemort must prepare the doughnuts,because the professor should chew the baklava because a professor should chew the baklava,18,18,14,0,0,0,1
since hermione can swim a student may giggle since ron should sprinkle the strudels which lupin should gobble,lupin should gobble the souffles that lupin should gobble,18,18,9,0,0,0,1
because snape must giggle neville may jump because hermione should sprinkle the baklava since a wizard should wiggle,because a professor should chew a eclaire that a professor should chew,18,18,12,0,0,0,1
the witch can prepare the pancakes since the professor should make the chocolate,the can can the the can not make the croissant,13,13,10,0,N/A,N/A,0
a wizard should arrange a pancake because vernon should prepare the chocolates,a witch may gobble the baklava that a witch can not,12,12,11,0,N/A,N/A,0
hagrid must hiccup because lupin must sprinkle the croissants that she may eat,hagrid may gobble the pancake which hagrid may gobble,13,13,9,0,0,0,1
since james must run since hermione can make the eclaires draco may wiggle,since voldemort may arrange the baklava,13,13,6,0,0,0,1
since she may run neville can chew the eclaire which mcgonagall should assemble,mcgonagall should assemble the baklava,13,13,5,0,0,0,1
hagrid can assemble the doughnuts that the witch must assemble,hagrid must chew the croissants that the must assemble,10,10,9,0,N/A,N/A,0
snape should sprinkle the pancake,snape should assemble the pancake,5,5,5,0,1,0,1
neville may chew the eclaire,neville may gobble the eclaire,5,5,5,0,1,0,1
neville can arrange the souffle,the can create the souffle,5,5,5,0,N/A,N/A,0
lupin must eat many baklava,lupin must chew the souffles,5,5,5,0,1,0,1
hermione can sprinkle the doughnuts,the can sprinkle the doughnuts,5,5,5,0,N/A,N/A,0
snape can eat the baklava since harry must arrange the cake,the can eat the the baklava,11,11,6,0,N/A,N/A,0
a professor can create a cake that ron must gobble,a professor must create the baklava that a student must create,10,10,11,0,0,1,1
harry must hide the baklava that lupin can chew,harry must eat the pancakes,9,9,5,0,0,0,1
since lily should arrange the pancake voldemort can party,since voldemort must hide the pancake,9,9,6,0,0,0,1
snape must arrange the strudels that vernon can eat,vernon can create the chocolates that the can can create the chocolates,9,9,12,0,N/A,N/A,0
petunia must create a cookie which ron must sprinkle,petunia must hide a cookie,9,9,5,0,0,0,1
ron can prepare the baklava that snape must assemble,the must assemble the croissants,9,9,5,0,N/A,N/A,0
lily should prepare the baklava that ron may gobble,the professor may gobble the baklava that she may gobble the baklava,9,9,12,0,N/A,N/A,0
she can chew the croissant because he should party,because must must chew the strudel that should not chew the strudel,9,9,12,0,N/A,N/A,0
lily can make many cakes that ron must prepare,he must chew a doughnut,9,9,5,0,0,0,1
neville must hiccup because she can make a cookie,neville must assemble a cake,9,9,5,0,0,0,1
he must gobble a cake that hermione can gobble,he must chew the eclaires that he must chew,9,9,9,0,0,0,1
neville may eat a baklava that the witch may assemble,neville may assemble the baklava,10,10,5,0,0,0,1
the wizard can make many croissants,the can hide the croissants,6,6,5,0,N/A,N/A,0
hagrid should assemble the baklava which the student must sprinkle,hagrid must chew the baklava,10,10,5,0,0,0,1
hagrid may chew the cakes which a witch should make,hagrid may assemble a pancake,10,10,5,0,0,0,1
petunia may gobble many croissants that a professor should hide,petunia may gobble the baklava,10,10,5,0,0,0,1
petunia must gobble a doughnut that a student may create,petunia must not hide the cakes,10,10,6,0,0,0,1
since sirius can eat the strudel which dobby must create lily can chew the eclaire since he must eat the pancake,the professor can chew the baklava,21,21,6,0,0,0,1
lily can hide the eclaire which a student can eat,the can can the chocolates that the can eat,10,10,9,0,N/A,N/A,0
draco can sprinkle the cakes that sirius must make,he must assemble the cakes,9,9,5,0,0,0,1
james can make the baklava because she can swim,because can can not gobble the baklava,9,9,7,0,N/A,N/A,0
a student can sprinkle a croissant that george may create,a student can sprinkle a eclaire that a student can arrange,10,10,11,0,0,1,1
mcgonagall should assemble the doughnut that a witch must hide,mcgonagall should hide a cookie,10,10,5,0,0,0,1
fred should chew many pancakes,fred should hide a cookie,5,5,5,0,0,0,1
vernon should create the eclaire,vernon should make,5,5,3,0,0,0,1
voldemort may sprinkle the doughnuts,voldemort may sprinkle the baklava,5,5,5,0,1,0,1
lily may eat the eclaires,the professor may prepare the strudels,5,5,6,0,0,1,1
hermione must prepare the cake,hermione must chew the baklava,5,5,5,0,1,0,1
petunia must make a pancake which petunia can hide,petunia must chew a baklava,9,9,5,0,0,0,1
since harry may jump vernon should hide many baklava,since voldemort may assemble the baklava,9,9,6,0,0,0,1
hermione should make the baklava which neville should hide,neville should should hide the baklava which should should hide,9,9,10,0,N/A,N/A,0
fred must eat the cake that harry should assemble,fred should gobble the baklava that harry must not,9,9,9,0,N/A,N/A,0
harry can create many pancakes which vernon should sprinkle,vernon should hide the cookies,9,9,5,0,0,0,1
since petunia should hide the cakes the professor should walk,since the professor should,10,10,4,0,N/A,N/A,0
sirius can gobble the pancakes which the wizard may chew,the can gobble the baklava,10,10,5,0,N/A,N/A,0
he must make the baklava that sirius must eat because he should prepare the souffle,he must assemble the baklava,15,15,5,0,0,0,1
since voldemort should wiggle albus should eat a chocolate since neville should create a eclaire,since voldemort may prepare a eclaire,15,15,6,0,0,0,1
since vernon may eat a eclaire which hermione must gobble petunia should arrange a cake,since vernon must chew a professor must hide,15,15,8,0,0,0,1
since hagrid can sprinkle the baklava which hagrid may assemble george should chew many chocolates,hagrid may gobble the cookies which hagrid may gobble the pancake which hagrid may gobble the chocolates,15,15,17,0,N/A,N/A,0
sirius should assemble the chocolates since fred may wiggle,sirius should hide the strudels,9,9,5,0,0,0,1
hagrid should make the doughnut that fred must make,a must assemble the cookies that a must assemble,9,9,9,0,N/A,N/A,0
he must hide the croissants because lupin should jump,he must chew the eclaires,9,9,5,0,0,0,1
james should make many souffles that ginny may arrange,james should hide a chocolate that a professor should chew,9,9,10,0,0,1,1
hagrid must assemble many doughnuts that petunia should arrange,hagrid must chew the pancake,9,9,5,0,0,0,1
james may hide the chocolates because james should eat a pancake,a professor should chew a cookie that a professor should chew a cookie that a professor should chew a cookie that a professor should chew a cookie that a professor,11,11,30,0,N/A,N/A,0
a witch must make the chocolates which the witch must prepare,a student must assemble the baklava,11,11,6,0,0,0,1
george may eat a doughnut that draco should arrange because mcgonagall should assemble the pancakes,george can make the pancake,15,15,5,0,0,0,1
hagrid should hide the pancakes that mcgonagall may prepare because draco may sprinkle the pancake,because ginny should sprinkle the baklava that ginny may gobble the souffles that ginny can sprinkle the strudels,15,15,18,0,N/A,N/A,0
because harry may chew a baklava he can chew the doughnut that george can create,because a professor can hide the baklava that a professor can make a cookie,15,15,14,0,N/A,N/A,0
he may giggle,he may prepare,3,3,3,0,1,0,1
hermione should wiggle,hermione should hide,3,3,3,0,1,0,1
fred should party,fred should hide,3,3,3,0,1,0,1
he can laugh,he can laugh,3,3,3,1,1,1,1
vernon should run,vernon should hide,3,3,3,0,1,0,1
the student should prepare many eclaires,petunia should prepare the cookies,6,6,5,0,0,1,1
since the witch can giggle she may sprinkle a strudel that she should hide,a student must chew a chocolate that he must chew,14,14,10,0,0,0,1
because george should hide the cookie that petunia must sprinkle vernon must swim,because a student should chew the baklava which he must chew,13,13,11,0,0,0,1
hermione may hide the chocolates since sirius must create the eclaires,hermione may gobble the baklava,11,11,5,0,0,0,1
since vernon should prepare many cakes he should hide a croissant,since ron must chew a baklava that hagrid must chew,11,11,10,0,0,0,1
she can eat a cake,she can eat,5,5,3,0,0,0,1
lupin must create the eclaires,lupin must assemble the souffles,5,5,5,0,1,0,1
fred can gobble a croissant,fred can make a doughnut,5,5,5,0,1,0,1
harry can arrange the doughnut,can can make the doughnut,5,5,5,0,N/A,N/A,0
mcgonagall may assemble many croissants,mcgonagall may assemble the baklava,5,5,5,0,1,0,1
the wizard must eat the strudels,the strudels,6,6,2,0,N/A,N/A,0
a wizard may create the chocolates,draco may gobble the pancakes,6,6,5,0,0,1,1
voldemort should arrange the cakes which james should assemble,voldemort should hide the baklava,9,9,5,0,0,0,1
vernon must assemble many chocolates that sirius should arrange,vernon must chew a cake that vernon must chew,9,9,9,0,0,0,1
vernon should create the cake which she must hide,vernon should hide a souffle that vernon should chew,9,9,9,0,0,0,1
he may create the croissant that james must hide,he must chew the cakes,9,9,5,0,0,0,1
voldemort must arrange a souffle which sirius should arrange,voldemort must hide the strudel,9,9,5,0,0,0,1
because james should wiggle voldemort must chew the chocolates which the student should gobble,because he must create the cakes that he must create,14,14,10,0,0,0,1
since petunia must create the souffle which the professor should prepare he should hiccup,the professor should chew the croissants,14,14,6,0,0,0,1
dobby should create the strudels which mcgonagall must assemble because the witch should giggle,dobby should hide,14,14,3,0,0,0,1
since a professor can arrange the cakes which she must chew he should smile,a student must chew a pancake that a student must not chew,14,14,12,0,N/A,N/A,0
lupin can gobble the strudels,the strudels,5,5,2,0,N/A,N/A,0
ron may gobble the souffles,ron may sprinkle the baklava,5,5,5,0,1,0,1
ron may chew a pancake,ron may assemble a cake,5,5,5,0,1,0,1
since ron should arrange many eclaires which petunia can assemble the student must sprinkle many eclaires,since he must assemble the pancake that he must not chew the chocolate,16,16,13,0,N/A,N/A,0
because albus must sprinkle the chocolates which a professor can make dobby should arrange a cake,because a professor must eat a cake that a professor must chew a cookie,16,16,14,0,N/A,N/A,0
draco may chew the croissants because mcgonagall must chew many chocolates that the witch can gobble,draco may eat the chocolates that draco must create,16,16,9,0,0,0,1
the student must laugh because george must hide the chocolate that lupin must eat,the professor must gobble the pancake,14,14,6,0,0,0,1
snape should swim because the student must prepare the strudels that ron can arrange,ron can arrange the chocolates,14,14,5,0,0,0,1
a student must arrange the cookie that albus must gobble because ginny should hiccup,a student must assemble a chocolate,14,14,6,0,0,0,1
he can sprinkle the chocolate that a professor should make since dobby must party,a professor must chew a pancake,14,14,6,0,0,0,1
ron should gobble a cake that ginny can make,ron should arrange a eclaire,9,9,5,0,0,0,1
neville can prepare the souffles that dobby may eat,the can not chew the chocolates,9,9,6,0,N/A,N/A,0
fred can create a croissant which vernon can chew,vernon can hide a croissant which can can make,9,9,9,0,N/A,N/A,0
she should make a pancake which ron should prepare,she should chew a cookie that she should chew,9,9,9,0,0,0,1
petunia must chew a eclaire that harry may prepare,petunia must prepare a doughnut,9,9,5,0,0,0,1
since sirius may eat the strudel a witch may gobble a pancake which a professor must eat,since the professor may chew the baklava that a professor may chew the baklava that he must create the baklava that he must create,17,17,24,0,N/A,N/A,0
the witch must make the cookies that ron must gobble,the must assemble the croissants,10,10,5,0,N/A,N/A,0
draco must create many doughnuts that the wizard can chew,draco must eat,10,10,3,0,0,0,1
sirius may assemble many cakes that a wizard must make,sirius may chew a chocolate,10,10,5,0,0,0,1
mcgonagall should make the cake since harry must create many eclaires,a student may gobble the baklava,11,11,6,0,0,0,1
the professor may eat the pancakes that the professor can make,the professor can chew,11,11,4,0,0,0,1
vernon should assemble a strudel since ron must sprinkle the eclaires,vernon should hide the baklava,11,11,5,0,0,0,1
lupin can jump,lupin can jump,3,3,3,1,1,1,1
hagrid may giggle,hagrid may prepare the pancakes,3,3,5,0,0,0,1
james should walk,james should hide,3,3,3,0,1,0,1
albus must jump,albus must create,3,3,3,0,1,0,1
he must giggle,he must chew,3,3,3,0,1,0,1
since he can swim since he may make a croissant which a professor can gobble ron may assemble the croissants,since the professor must chew the baklava,20,20,7,0,0,0,1
since vernon can prepare the cookies sirius should create the cakes which a wizard must chew because lily may party,sirius should chew a professor should chew a doughnut,20,20,9,0,N/A,N/A,0
the professor may hide the pancakes which ginny should gobble,the professor must gobble the croissants,10,10,6,0,0,0,1
the student must eat a strudel that ginny should eat,the professor must chew the pancake that the student must chew,10,10,11,0,0,1,1
fred can swim,fred can make,3,3,3,0,1,0,1
mcgonagall should giggle,mcgonagall should prepare,3,3,3,0,1,0,1
sirius may walk,sirius may gobble,3,3,3,0,1,0,1
fred should swim,fred should should,3,3,3,0,N/A,N/A,0
lupin must swim,lupin must chew,3,3,3,0,1,0,1
the student must create a cake that dobby should assemble,the professor must chew the croissants,10,10,6,0,0,0,1
a wizard must prepare the pancakes,a wizard must chew the,6,6,5,0,N/A,N/A,0
a student can arrange a strudel,a student can arrange a eclaire,6,6,6,0,1,0,1
the student must gobble the cakes,the student must gobble the pancake,6,6,6,0,0,0,1
the witch can create the baklava,the can gobble the baklava,6,6,5,0,N/A,N/A,0
a professor should hide the eclaires that draco should create,draco should gobble the cakes that lupin should gobble,10,10,9,0,0,1,1
snape can arrange a cookie which a student should make because neville must arrange the strudel which albus should create,snape must chew a croissant,20,20,5,0,0,0,1
george must chew a doughnut which draco must create since vernon should hide the baklava that a professor must make,george must make a cake,20,20,5,0,0,0,1
george should create many cakes which dobby must assemble because james must assemble the eclaires which a wizard may chew,george should hide a cake,20,20,5,0,0,0,1
she can eat many doughnuts,vernon can create the pancakes that can can create,5,5,9,0,N/A,N/A,0
draco may create the strudel,draco may gobble the baklava,5,5,5,0,1,0,1
fred may sprinkle the baklava,the may sprinkle the baklava,5,5,5,0,N/A,N/A,0
petunia may chew a pancake,petunia may a cake,5,5,4,0,N/A,N/A,0
voldemort should eat the baklava,voldemort may hide the baklava,5,5,5,0,1,0,1
the wizard should hide a chocolate that a witch must create,a professor should chew a cake,11,11,6,0,0,0,1
he can chew the cookie since hermione should gobble a pancake,a professor can chew a chocolate,11,11,6,0,0,0,1
because hagrid can arrange the cookie lily should sprinkle a cookie,because a student should hide a cookie,11,11,7,0,0,0,1
the wizard should wiggle,the should hide the souffles,4,4,5,0,N/A,N/A,0
a wizard must gobble the cookies,a wizard must chew,6,6,4,0,0,0,1
james can assemble the pancakes which he may sprinkle,he may gobble the baklava,9,9,5,0,0,0,1
hermione should arrange the eclaire which petunia may make,hermione should make a cake,9,9,5,0,0,0,1
since mcgonagall can hide a strudel snape should party,since voldemort must hide a professor must hide a professor must hide a croissant,9,9,14,0,N/A,N/A,0
mcgonagall should arrange a chocolate that voldemort must assemble,a should assemble a cookie,9,9,5,0,N/A,N/A,0
because fred can sprinkle many doughnuts neville should swim,because voldemort should sprinkle the cakes,9,9,6,0,0,0,1
ginny can create the eclaires that the student must sprinkle,the student must create the baklava,10,10,6,0,0,0,1
ginny must arrange the eclaires that a professor can hide,ginny must hide a croissant,10,10,5,0,0,0,1
because lupin can run dobby should wiggle,because voldemort must eat the strudels,7,7,6,0,0,0,1
the professor must run,the professor must prepare the baklava,4,4,6,0,0,0,1
since mcgonagall may sprinkle many strudels that albus should gobble petunia should party since mcgonagall may hide the strudels,the professor should gobble the pancakes that lupin should gobble,19,19,10,0,0,0,1
because lily should gobble many strudels because hermione may laugh vernon must sprinkle a cookie since fred must wiggle,a professor must hide a professor must not chew a cookie,19,19,11,0,N/A,N/A,0
since george must make the souffle that voldemort should chew vernon must chew the croissant since mcgonagall must smile,since voldemort must hide the strudel,19,19,6,0,0,0,1
since fred must assemble a eclaire that she can prepare albus must hide a souffle that fred must arrange,since voldemort must chew a professor must chew a chocolate,19,19,10,0,0,0,1
since hagrid must gobble the baklava because the professor may assemble many pancakes neville must eat the cakes,since voldemort may gobble the baklava,18,18,6,0,0,0,1
the wizard must assemble the cookies which the student can create because sirius can prepare the baklava that george should make,fred can not prepare a cookie,21,21,6,0,0,0,1
because he can party ginny must chew a souffle,because a professor must chew the baklava which he must chew a cookie,9,9,13,0,N/A,N/A,0
neville must sprinkle the souffle which he should assemble,neville may assemble the cakes,9,9,5,0,0,0,1
hermione can prepare many chocolates that james must chew,hermione must chew,9,9,3,0,0,0,1
neville may hide a baklava which hagrid should arrange,neville may assemble a cake that neville must assemble,9,9,9,0,0,0,1
albus must sprinkle a souffle that albus can create,albus must chew the baklava,9,9,5,0,0,0,1
sirius should create the souffle,the student may sprinkle the strudels,5,5,6,0,0,1,1
james must prepare the doughnuts,james must hide,5,5,3,0,0,0,1
sirius should chew the cakes,sirius should hide the baklava,5,5,5,0,1,0,1
lily must prepare the souffle since neville must run because dobby should hide the baklava which albus must arrange,sirius must gobble the baklava that neville must assemble,19,19,9,0,0,0,1
since snape may make the doughnuts which he can prepare petunia should sprinkle a eclaire that lily should eat,since should should sprinkle the cakes that should should gobble,19,19,10,0,N/A,N/A,0
since a professor must chew the cake james should arrange a chocolate because dobby can arrange a souffle,since voldemort may assemble a chocolate,18,18,6,0,0,0,1
neville should eat the baklava which lily should assemble,neville should assemble the baklava,9,9,5,0,0,0,1
he should create many chocolates that dobby must arrange,he should hide the cakes,9,9,5,0,0,0,1
james should assemble the eclaires that fred must prepare,james should hide a chocolate,9,9,5,0,0,0,1
she must wiggle since dobby should create many cakes,she must chew,9,9,3,0,0,0,1
mcgonagall can gobble the croissants that draco must eat,the professor can gobble the chocolates,9,9,6,0,0,0,1
ginny may hide a chocolate,ginny may assemble a baklava,5,5,5,0,1,0,1
lily must gobble the souffles,lily must gobble the cookies,5,5,5,0,1,0,1
mcgonagall should sprinkle the souffles,mcgonagall should sprinkle the souffles,5,5,5,1,1,1,1
lupin may create a chocolate,lupin must assemble a pancake,5,5,5,0,1,0,1
ginny should create a souffle,ginny should hide a cookie,5,5,5,0,1,0,1
he should laugh,he should laugh,3,3,3,1,1,1,1
mcgonagall should walk,mcgonagall should laugh,3,3,3,0,1,0,1
lily must party,lily must create,3,3,3,0,1,0,1
george must swim,george must make,3,3,3,0,1,0,1
fred must run,fred must assemble,3,3,3,0,1,0,1
mcgonagall must prepare the cake because george should sprinkle a baklava,a professor should assemble a cookie that a witch can not assemble a cookie that a witch can not assemble a cookie that a witch can not assemble a cookie,11,11,30,0,N/A,N/A,0
dobby can eat the chocolates which george must assemble,the professor must create the strudels that the must create the strudels that the must create,9,9,16,0,N/A,N/A,0
george must sprinkle the cake which petunia may chew,george must make a pancake,9,9,5,0,0,0,1
she may create the souffles that lily should make,a professor may prepare a pancake,9,9,6,0,0,0,1
lupin should hide the eclaire that harry can gobble,lupin should gobble the souffles,9,9,5,0,0,0,1
a witch should hiccup,a witch should hide a cookie,4,4,6,0,0,0,1
a professor must hiccup,a professor must chew a eclaire,4,4,6,0,0,0,1
a professor may walk,a may may,4,4,3,0,N/A,N/A,0
a professor must smile,a professor must chew a eclaire,4,4,6,0,0,0,1
george should prepare many souffles which a wizard can make,george should make a cake,10,10,5,0,0,0,1
the student must arrange the doughnut that neville should eat,the student may gobble the cookies that lupin should sprinkle,10,10,10,0,0,0,1
ginny must laugh,ginny must hide,3,3,3,0,1,0,1
vernon can jump,vernon can hide,3,3,3,0,1,0,1
voldemort should swim,voldemort should hide,3,3,3,0,1,0,1
draco should smile,draco should gobble,3,3,3,0,1,0,1
fred should run,fred should hide,3,3,3,0,1,0,1
james should chew the strudels which a professor may sprinkle,james should hide the baklava which he may assemble,10,10,9,0,0,1,1
because snape must make the doughnuts that neville can assemble he may arrange the eclaire,because a professor can sprinkle the baklava,15,15,7,0,0,0,1
mcgonagall should make the pancake since george may create many eclaires which albus should assemble,a professor may assemble the baklava,15,15,6,0,0,0,1
because james must gobble a doughnut george must chew the strudels that mcgonagall may gobble,because he must create the cakes that dobby may gobble the souffles,15,15,12,0,N/A,N/A,0
george should gobble the eclaires that draco must gobble because james must arrange the croissants,george should hide the croissants,15,15,5,0,0,0,1
because dobby may sprinkle the souffles which the wizard can eat lupin must gobble the strudels that snape should make,because a professor can make a cookie,20,20,7,0,0,0,1
because petunia should chew the croissant that she can create snape must sprinkle a strudel that sirius must make,because a professor must eat the cakes that dobby must not chew the cakes that dobby must make,19,19,18,0,N/A,N/A,0
because neville must run sirius can chew the croissants which harry must eat because snape should chew the chocolate,because the professor can sprinkle the baklava,19,19,7,0,0,0,1
since fred can chew the strudels that petunia must hide neville must hide a chocolate that hagrid must make,since george must eat the strudels which ron must make,19,19,10,0,0,0,1
dobby can swim since petunia should run,dobby should hide,7,7,3,0,0,0,1
since a student may smile snape should make the chocolates,since voldemort may hide the baklava,10,10,6,0,0,0,1
petunia must create the croissant which the professor should create,petunia must hide,10,10,3,0,0,0,1
sirius should create the eclaires because sirius can assemble the baklava since james must prepare a cookie that she can make,because a professor can chew a chocolate which a professor can chew a chocolate,21,21,14,0,N/A,N/A,0
because he can gobble a doughnut because she should make the pancake that snape should eat george may sprinkle the strudels,because the can sprinkle the strudels,21,21,6,0,N/A,N/A,0
the witch can chew a doughnut that vernon can hide since harry must create the pancakes,the student can hide the baklava,16,16,6,0,0,0,1
ron should assemble the chocolates that the professor can arrange,ron should sprinkle the pancake,10,10,5,0,0,0,1
the student can assemble the pancake because sirius must smile,the professor must gobble the pancake,10,10,6,0,0,0,1
because snape should eat the cakes that hagrid should arrange the professor must chew the strudels since the professor must laugh,because a professor can hide the baklava which ron should chew,21,21,11,0,0,0,1
hagrid may assemble the doughnuts,hagrid may assemble the baklava,5,5,5,0,1,0,1
draco should assemble a baklava,draco should assemble a cake,5,5,5,0,0,0,1
james must gobble the strudels,james may eat the strudels,5,5,5,0,1,0,1
mcgonagall may sprinkle the cake,the professor can sprinkle the souffles,5,5,6,0,0,1,1
petunia should eat the eclaires,the professor may gobble the baklava,5,5,6,0,0,1,1
