Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
ron may create the baklava which the wizard can sprinkle,ron may create the baklava which the wizard can sprinkle,10,10,10,1,1,1,1
a professor can prepare a pancake which dobby must chew,a professor can prepare a pancake which dobby must chew,10,10,10,1,1,1,1
the student must party,the student must party,4,4,4,1,1,1,1
george should eat a baklava,george should eat a baklava,5,5,5,1,1,1,1
she should hide the cakes,she should hide the cakes,5,5,5,1,1,1,1
snape should assemble the eclaires,snape should assemble the eclaires,5,5,5,1,1,1,1
hermione should assemble a souffle,hermione should assemble a souffle,5,5,5,1,1,1,1
lily must prepare a eclaire that she must prepare since voldemort must create a cookie which lupin should make,lily must prepare a eclaire that she must prepare since voldemort must create a cookie which lupin should make,19,19,19,1,1,1,1
because fred should make the pancakes which mcgonagall must make he must gobble the strudels that harry can sprinkle,because fred should make the pancakes which mcgonagall must make he must gobble the strudels that harry can sprinkle,19,19,19,1,1,1,1
because she may run since snape should run a witch must eat the eclaire which lily must prepare,because she may run since snape should run a witch must eat the eclaire which lily must prepare,18,18,18,1,1,1,1
a professor should gobble the chocolates,a professor should gobble the chocolates,6,6,6,1,1,1,1
the student must assemble the doughnuts,the student must assemble the doughnuts,6,6,6,1,1,1,1
the professor must make the baklava,the professor must make the baklava,6,6,6,1,1,1,1
a student must eat the chocolates that she may gobble since draco must arrange the baklava,a student must eat the chocolates that she may gobble since draco must arrange the baklava,16,16,16,1,1,1,1
since snape may make the eclaire george should sprinkle a strudel which a witch must hide,since snape may make the eclaire george should sprinkle a strudel which a witch must hide,16,16,16,1,1,1,1
since vernon should hide the souffles neville must assemble many cakes,since vernon should hide the souffles neville must assemble many cakes,11,11,11,1,1,1,1
a professor must create a strudel since she may giggle,a professor must create a strudel since she may giggle,10,10,10,1,1,1,1
because lily should giggle petunia may gobble the cake,because lily should giggle petunia may gobble the cake,9,9,9,1,1,1,1
draco should sprinkle many eclaires that he may chew,draco should sprinkle many eclaires that he may chew,9,9,9,1,1,1,1
vernon should make a pancake that petunia may prepare,vernon should make a pancake that petunia may prepare,9,9,9,1,1,1,1
james can create many baklava which hagrid may sprinkle,james can create many baklava which hagrid may sprinkle,9,9,9,1,1,1,1
mcgonagall must gobble the souffles that voldemort may arrange,mcgonagall must gobble the souffles that voldemort may arrange,9,9,9,1,1,1,1
hagrid should hide the eclaires that ginny must sprinkle,hagrid should hide the eclaires that ginny must sprinkle,9,9,9,1,1,1,1
sirius can make the chocolate that george may make,sirius can make the chocolate that george may make,9,9,9,1,1,1,1
hermione may prepare the cookies that hagrid may gobble,hermione may prepare the cookies that hagrid may gobble,9,9,9,1,1,1,1
draco may hide the strudels that sirius should make,draco may hide the strudels that sirius should make,9,9,9,1,1,1,1
harry may chew a doughnut which hagrid can create,harry may chew a doughnut which hagrid can create,9,9,9,1,1,1,1
since vernon must make the croissants that ron must arrange a student should create a doughnut,since vernon must make the croissants that ron must arrange a student should create a doughnut,16,16,16,1,1,1,1
the wizard must gobble the chocolates,the wizard must gobble the chocolates,6,6,6,1,1,1,1
albus can hide the cookie because albus may make a chocolate since petunia should laugh,albus can hide the cookie because albus may make a chocolate since petunia should laugh,15,15,15,1,1,1,1
because james must gobble a doughnut george must chew the strudels that mcgonagall may gobble,because james must gobble a doughnut george must chew the strudels that mcgonagall may gobble,15,15,15,1,1,1,1
george may eat a doughnut that draco should arrange because mcgonagall should assemble the pancakes,george may eat a doughnut that draco should arrange because mcgonagall should assemble the pancakes,15,15,15,1,1,1,1
since lily should assemble the croissants hermione can chew a baklava since sirius may giggle,since lily should assemble the croissants hermione can chew a baklava since sirius may giggle,15,15,15,1,1,1,1
harry should prepare a chocolate since lily must arrange the chocolates which vernon can gobble,harry should prepare a chocolate since lily must arrange the chocolates which vernon can gobble,15,15,15,1,1,1,1
a student must make a croissant,a student must make a croissant,6,6,6,1,1,1,1
a professor can make many baklava,a professor can make many baklava,6,6,6,1,1,1,1
the witch may sprinkle the souffles,the witch may sprinkle the souffles,6,6,6,1,1,1,1
the student must arrange the doughnut that neville should eat,the student must arrange the doughnut that neville should eat,10,10,10,1,1,1,1
sirius must create the cookies,sirius must create the cookies,5,5,5,1,1,1,1
snape can create many eclaires,snape can create many eclaires,5,5,5,1,1,1,1
snape may gobble the strudel,snape may gobble the strudel,5,5,5,1,1,1,1
sirius should hide the chocolates,sirius should hide the chocolates,5,5,5,1,1,1,1
lupin must hide many doughnuts,lupin must hide many doughnuts,5,5,5,1,1,1,1
he should sprinkle the cakes which ron may gobble,he should sprinkle the cakes which ron may gobble,9,9,9,1,1,1,1
george should chew a baklava that fred should eat,george should chew a baklava that fred should eat,9,9,9,1,1,1,1
lupin may hide the cakes which albus may gobble,lupin may hide the cakes which albus may gobble,9,9,9,1,1,1,1
a student should make the cake which voldemort should prepare,a student should make the cake which voldemort should prepare,10,10,10,1,1,1,1
neville should make a souffle that a wizard must assemble,neville should make a souffle that a wizard must assemble,10,10,10,1,1,1,1
a professor should chew the cookies that the witch can arrange since vernon may create the souffle,a professor should chew the cookies that the witch can arrange since vernon may create the souffle,17,17,17,1,1,1,1
since the witch can giggle she may sprinkle a strudel that she should hide,since the witch can giggle she may sprinkle a strudel that she should hide,14,14,14,1,1,1,1
the witch should swim because she can sprinkle a pancake which james must hide,the witch should swim because she can sprinkle a pancake which james must hide,14,14,14,1,1,1,1
because lupin must walk snape can run because the student must giggle,because lupin must walk snape can run because the student must giggle,12,12,12,1,1,1,1
because harry must gobble the pancakes voldemort must run because petunia should smile,because harry must gobble the pancakes voldemort must run because petunia should smile,13,13,13,1,1,1,1
since a student may create a croissant the professor can chew a strudel,since a student may create a croissant the professor can chew a strudel,13,13,13,1,1,1,1
since neville should arrange the eclaires that sirius should gobble albus must swim,since neville should arrange the eclaires that sirius should gobble albus must swim,13,13,13,1,1,1,1
he can chew the baklava,he can chew the baklava,5,5,5,1,1,1,1
she should prepare a doughnut,she should prepare a doughnut,5,5,5,1,1,1,1
ron may eat the pancake,ron may eat the pancake,5,5,5,1,1,1,1
petunia can gobble many croissants,petunia can gobble many croissants,5,5,5,1,1,1,1
the student can run,the student can run,4,4,4,1,1,1,1
the student can swim,the student can swim,4,4,4,1,1,1,1
hermione must eat the croissants,hermione must eat the croissants,5,5,5,1,1,1,1
ginny may chew a eclaire,ginny may chew a eclaire,5,5,5,1,1,1,1
sirius can assemble the souffles,sirius can assemble the souffles,5,5,5,1,1,1,1
ginny may arrange a souffle,ginny may arrange a souffle,5,5,5,1,1,1,1
he can chew the cakes,he can chew the cakes,5,5,5,1,1,1,1
voldemort should arrange a cookie,voldemort should arrange a cookie,5,5,5,1,1,1,1
sirius must gobble the pancakes,sirius must gobble the pancakes,5,5,5,1,1,1,1
petunia can chew a cake,petunia can chew a cake,5,5,5,1,1,1,1
fred may gobble the croissant,fred may gobble the croissant,5,5,5,1,1,1,1
since snape may chew a pancake which lupin can arrange since snape should arrange the pancakes lupin can prepare a cake,since snape may chew a pancake which lupin can arrange since snape should arrange the pancakes lupin can prepare a cake,21,21,21,1,1,1,1
a professor may wiggle,a professor may wiggle,4,4,4,1,1,1,1
since fred must assemble a eclaire that she can prepare albus must hide a souffle that fred must arrange,since fred must assemble a eclaire that she can prepare albus must hide a souffle that fred must arrange,19,19,19,1,1,1,1
albus may create the pancake that he should sprinkle because snape can gobble the doughnut that he must arrange,albus may create the pancake that he should sprinkle because snape can gobble the doughnut that he must arrange,19,19,19,1,1,1,1
because fred should eat the eclaire that james should eat ginny should create the baklava which fred may arrange,because fred should eat the eclaire that james should eat ginny should create the baklava which fred may arrange,19,19,19,1,1,1,1
since ginny must eat a strudel lily may wiggle since harry can chew a pancake that she can create,since ginny must eat a strudel lily may wiggle since harry can chew a pancake that she can create,19,19,19,1,1,1,1
dobby should sprinkle the cake that lily can arrange since she must sprinkle a croissant that petunia must create,dobby should sprinkle the cake that lily can arrange since she must sprinkle a croissant that petunia must create,19,19,19,1,1,1,1
george may create the eclaires that he can gobble,george may create the eclaires that he can gobble,9,9,9,1,1,1,1
dobby can gobble a pancake which george can eat,dobby can gobble a pancake which george can eat,9,9,9,1,1,1,1
james should eat a strudel which george can eat,james should eat a strudel which george can eat,9,9,9,1,1,1,1
george may create a baklava which vernon must prepare,george may create a baklava which vernon must prepare,9,9,9,1,1,1,1
hermione must arrange the doughnut that james can eat,hermione must arrange the doughnut that james can eat,9,9,9,1,1,1,1
he should create the cookie,he should create the cookie,5,5,5,1,1,1,1
ron should arrange a doughnut,ron should arrange a doughnut,5,5,5,1,1,1,1
snape must arrange a doughnut,snape must arrange a doughnut,5,5,5,1,1,1,1
voldemort must eat a cookie,voldemort must eat a cookie,5,5,5,1,1,1,1
sirius may laugh because the witch should assemble a doughnut which hermione must gobble since a witch may run,sirius may laugh because the witch should assemble a doughnut which hermione must gobble since a witch may run,19,19,19,1,1,1,1
since george must make the souffle that voldemort should chew vernon must chew the croissant since mcgonagall must smile,since george must make the souffle that voldemort should chew vernon must chew the croissant since mcgonagall must smile,19,19,19,1,1,1,1
lily can prepare a doughnut that harry must prepare since he must chew a souffle which lupin must assemble,lily can prepare a doughnut that harry must prepare since he must chew a souffle which lupin must assemble,19,19,19,1,1,1,1
ginny can eat the souffles which sirius can hide because neville must prepare the cookies that ginny must arrange,ginny can eat the souffles which sirius can hide because neville must prepare the cookies that ginny must arrange,19,19,19,1,1,1,1
james should gobble a doughnut that hagrid should sprinkle since petunia must chew a cake which he should eat,james should gobble a doughnut that hagrid should sprinkle since petunia must chew a cake which he should eat,19,19,19,1,1,1,1
albus may create the eclaire,albus may create the eclaire,5,5,5,1,1,1,1
albus should create the croissants,albus should create the croissants,5,5,5,1,1,1,1
hermione must sprinkle many doughnuts,hermione must sprinkle many doughnuts,5,5,5,1,1,1,1
sirius may hide many chocolates,sirius may hide many chocolates,5,5,5,1,1,1,1
since a student may smile snape should make the chocolates,since a student may smile snape should make the chocolates,10,10,10,1,1,1,1
a wizard can sprinkle the strudels which mcgonagall should arrange,a wizard can sprinkle the strudels which mcgonagall should arrange,10,10,10,1,1,1,1
since albus may walk neville should make the strudels,since albus may walk neville should make the strudels,9,9,9,1,1,1,1
lupin should make the strudels which he can prepare,lupin should make the strudels which he can prepare,9,9,9,1,1,1,1
she may chew the strudel that sirius can chew,she may chew the strudel that sirius can chew,9,9,9,1,1,1,1
vernon must create the eclaires because ginny must hide the souffles,vernon must create the eclaires because ginny must hide the souffles,11,11,11,1,1,1,1
because she must prepare the croissants ron must sprinkle the eclaires,because she must prepare the croissants ron must sprinkle the eclaires,11,11,11,1,1,1,1
james can make the croissants,james can make the croissants,5,5,5,1,1,1,1
draco must chew many doughnuts,draco must chew many doughnuts,5,5,5,1,1,1,1
fred may gobble a chocolate,fred may gobble a chocolate,5,5,5,1,1,1,1
neville should gobble a doughnut,neville should gobble a doughnut,5,5,5,1,1,1,1
vernon must prepare the doughnut,vernon must prepare the doughnut,5,5,5,1,1,1,1
because hagrid may hiccup george must sprinkle many pancakes,because hagrid may hiccup george must sprinkle many pancakes,9,9,9,1,1,1,1
ron may sprinkle the strudel which neville can eat,ron may sprinkle the strudel which neville can eat,9,9,9,1,1,1,1
he must sprinkle the cookie that hagrid must create,he must sprinkle the cookie that hagrid must create,9,9,9,1,1,1,1
ron can hiccup because she must assemble the baklava,ron can hiccup because she must assemble the baklava,9,9,9,1,1,1,1
fred may make a pancake that she must create,fred may make a pancake that she must create,9,9,9,1,1,1,1
snape should prepare the doughnut,snape should prepare the doughnut,5,5,5,1,1,1,1
fred should prepare the eclaire,fred should prepare the eclaire,5,5,5,1,1,1,1
hagrid should gobble a baklava,hagrid should gobble a baklava,5,5,5,1,1,1,1
fred should arrange the doughnut,fred should arrange the doughnut,5,5,5,1,1,1,1
since george must arrange a pancake draco must assemble a cake,since george must arrange a pancake draco must assemble a cake,11,11,11,1,1,1,1
because he can chew the baklava fred may arrange a croissant,because he can chew the baklava fred may arrange a croissant,11,11,11,1,1,1,1
a student must walk,a student must walk,4,4,4,1,1,1,1
the student can jump,the student can jump,4,4,4,1,1,1,1
she must assemble the strudels since hermione can assemble the cakes which hagrid may assemble,she must assemble the strudels since hermione can assemble the cakes which hagrid may assemble,15,15,15,1,1,1,1
because harry can make the baklava hermione can wiggle because albus must prepare the chocolate,because harry can make the baklava hermione can wiggle because albus must prepare the chocolate,15,15,15,1,1,1,1
ginny should chew a cookie because she must arrange many baklava which petunia can hide,ginny should chew a cookie because she must arrange many baklava which petunia can hide,15,15,15,1,1,1,1
harry must create the doughnut since james may chew the eclaire since vernon must smile,harry must create the doughnut since james may chew the eclaire since vernon must smile,15,15,15,1,1,1,1
sirius should prepare the pancakes,sirius should prepare the pancakes,5,5,5,1,1,1,1
james must gobble the strudels,james must gobble the strudels,5,5,5,1,1,1,1
the professor must swim,the professor must swim,4,4,4,1,1,1,1
since albus can giggle dobby must smile because dobby should assemble the baklava,since albus can giggle dobby must smile because dobby should assemble the baklava,13,13,13,1,1,1,1
because voldemort may sprinkle a eclaire which mcgonagall should create voldemort may gobble a chocolate,because voldemort may sprinkle a eclaire which mcgonagall should create voldemort may gobble a chocolate,15,15,15,1,1,1,1
petunia may hide a croissant which petunia can gobble because voldemort should prepare the chocolates,petunia may hide a croissant which petunia can gobble because voldemort should prepare the chocolates,15,15,15,1,1,1,1
since sirius must arrange the baklava neville should arrange many pancakes that she may sprinkle,since sirius must arrange the baklava neville should arrange many pancakes that she may sprinkle,15,15,15,1,1,1,1
a professor must chew a chocolate that she must assemble,a professor must chew a chocolate that she must assemble,10,10,10,1,1,1,1
a student must sprinkle a cake,a student must sprinkle a cake,6,6,6,1,1,1,1
george can arrange the doughnuts which ginny should eat,george can arrange the doughnuts which ginny should eat,9,9,9,1,1,1,1
hermione should prepare many strudels that she can eat,hermione should prepare many strudels that she can eat,9,9,9,1,1,1,1
she should assemble a eclaire which he must sprinkle,she should assemble a eclaire which he must sprinkle,9,9,9,1,1,1,1
hagrid should sprinkle many eclaires that james may sprinkle,hagrid should sprinkle many eclaires that james may sprinkle,9,9,9,1,1,1,1
fred may gobble a eclaire which sirius can sprinkle,fred may gobble a eclaire which sirius can sprinkle,9,9,9,1,1,1,1
voldemort may hide the baklava that a witch can create,voldemort may hide the baklava that a witch can create,10,10,10,1,1,1,1
a student may create a eclaire that draco must hide,a student may create a eclaire that draco must hide,10,10,10,1,1,1,1
a wizard can eat the cookies that mcgonagall may arrange,a wizard can eat the cookies that mcgonagall may arrange,10,10,10,1,1,1,1
since george should jump ron should gobble the chocolates,since george should jump ron should gobble the chocolates,9,9,9,1,1,1,1
hagrid should make the pancakes that draco may sprinkle,hagrid should make the pancakes that draco may sprinkle,9,9,9,1,1,1,1
snape should eat the pancake that hermione can gobble,snape should eat the pancake that hermione can gobble,9,9,9,1,1,1,1
ginny should hide the croissant which she must arrange,ginny should hide the croissant which she must arrange,9,9,9,1,1,1,1
hermione can create the cookie that snape may create,hermione can create the cookie that snape may create,9,9,9,1,1,1,1
hagrid must make a cake,hagrid must make a cake,5,5,5,1,1,1,1
ginny should hide a eclaire,ginny should hide a eclaire,5,5,5,1,1,1,1
lily should assemble the cake,lily should assemble the cake,5,5,5,1,1,1,1
a student should arrange many chocolates since draco may gobble a souffle that petunia must make,a student should arrange many chocolates since draco may gobble a souffle that petunia must make,16,16,16,1,1,1,1
because hermione should chew the cakes that ginny can eat a professor should eat a strudel,because hermione should chew the cakes that ginny can eat a professor should eat a strudel,16,16,16,1,1,1,1
a professor may eat the souffles which the student should create,a professor may eat the souffles which the student should create,11,11,11,1,1,1,1
lily may arrange a cookie because george may hide the cookies,lily may arrange a cookie because george may hide the cookies,11,11,11,1,1,1,1
ron must smile,ron must smile,3,3,3,1,1,1,1
draco should giggle,draco should giggle,3,3,3,1,1,1,1
voldemort must party,voldemort must party,3,3,3,1,1,1,1
ginny may walk,ginny may walk,3,3,3,1,1,1,1
albus should walk,albus should walk,3,3,3,1,1,1,1
because the student must assemble a cookie which the student should prepare petunia should hide the eclaire that petunia can chew,because the student must assemble a cookie which the student should prepare petunia should hide the eclaire that petunia can chew,21,21,21,1,1,1,1
since hermione may smile james should giggle,since hermione may smile james should giggle,7,7,7,1,1,1,1
lupin must hide the cookies that neville should arrange,lupin must hide the cookies that neville should arrange,9,9,9,1,1,1,1
hagrid can create the eclaires which she should create,hagrid can create the eclaires which she should create,9,9,9,1,1,1,1
dobby can sprinkle the doughnuts that lupin can eat,dobby can sprinkle the doughnuts that lupin can eat,9,9,9,1,1,1,1
hermione must create a souffle since she may smile,hermione must create a souffle since she may smile,9,9,9,1,1,1,1
she should eat the croissants which she may hide,she should eat the croissants which she may hide,9,9,9,1,1,1,1
ginny should eat the cookies,ginny should eat the cookies,5,5,5,1,1,1,1
hermione can hide the cakes,hermione can hide the cakes,5,5,5,1,1,1,1
harry must eat a chocolate,harry must eat a chocolate,5,5,5,1,1,1,1
ginny may hide a chocolate,ginny may hide a chocolate,5,5,5,1,1,1,1
because the professor may hiccup ron should hide the croissants,because the professor may hiccup ron should hide the croissants,10,10,10,1,1,1,1
ginny must arrange the eclaires that a professor can hide,ginny must arrange the eclaires that a professor can hide,10,10,10,1,1,1,1
because george should assemble the chocolates that hagrid can arrange voldemort can chew the baklava that the student can create,because george should assemble the chocolates that hagrid can arrange voldemort can chew the baklava that the student can create,20,20,20,1,1,1,1
because lily must assemble the pancake that the wizard can gobble hermione may sprinkle a baklava that she should create,because lily must assemble the pancake that the wizard can gobble hermione may sprinkle a baklava that she should create,20,20,20,1,1,1,1
since she may arrange a pancake that lily can eat vernon must chew the eclaire that the professor should make,since she may arrange a pancake that lily can eat vernon must chew the eclaire that the professor should make,20,20,20,1,1,1,1
neville should chew a cookie which a student may prepare,neville should chew a cookie which a student may prepare,10,10,10,1,1,1,1
a wizard can sprinkle many eclaires that harry should prepare,a wizard can sprinkle many eclaires that harry should prepare,10,10,10,1,1,1,1
neville must prepare the baklava which a witch must make,neville must prepare the baklava which a witch must make,10,10,10,1,1,1,1
because the professor can make the cakes which the professor may hide dobby must eat the souffles,because the professor can make the cakes which the professor may hide dobby must eat the souffles,17,17,17,1,1,1,1
because a professor should assemble the baklava the student should make the baklava that ron should assemble,because a professor should assemble the baklava the student should make the baklava that ron should assemble,17,17,17,1,1,1,1
sirius should hide the chocolates that he must assemble because vernon should hiccup,sirius should hide the chocolates that he must assemble because vernon should hiccup,13,13,13,1,1,1,1
he must create the cake,he must create the cake,5,5,5,1,1,1,1
harry should prepare many baklava,harry should prepare many baklava,5,5,5,1,1,1,1
sirius must make the doughnut,sirius must make the doughnut,5,5,5,1,1,1,1
voldemort should assemble a cookie,voldemort should assemble a cookie,5,5,5,1,1,1,1
the wizard must arrange the baklava,the wizard must arrange the baklava,6,6,6,1,1,1,1
a student should chew the cakes,a student should chew the cakes,6,6,6,1,1,1,1
dobby should sprinkle the chocolates,dobby should sprinkle the chocolates,5,5,5,1,1,1,1
lily must gobble the souffles,lily must gobble the souffles,5,5,5,1,1,1,1
george must chew the croissants,george must chew the croissants,5,5,5,1,1,1,1
she may chew the croissant,she may chew the croissant,5,5,5,1,1,1,1
she should assemble the souffles,she should assemble the souffles,5,5,5,1,1,1,1
albus must giggle,albus must giggle,3,3,3,1,1,1,1
harry should walk,harry should walk,3,3,3,1,1,1,1
lupin must hiccup,lupin must hiccup,3,3,3,1,1,1,1
lily should swim,lily should swim,3,3,3,1,1,1,1
vernon may giggle,vernon may giggle,3,3,3,1,1,1,1
because voldemort must prepare a cookie which a wizard must sprinkle harry can chew the strudels that hagrid can prepare,because voldemort must prepare a cookie which a wizard must sprinkle harry can chew the strudels that hagrid can prepare,20,20,20,1,1,1,1
since hagrid must sprinkle the croissants which mcgonagall must create vernon should wiggle since a professor must chew the cake,since hagrid must sprinkle the croissants which mcgonagall must create vernon should wiggle since a professor must chew the cake,20,20,20,1,1,1,1
because a wizard can create the doughnuts a wizard should eat the cakes since a wizard must hide a souffle,because a wizard can create the doughnuts a wizard should eat the cakes since a wizard must hide a souffle,20,20,20,1,1,1,1
because lupin can hide the eclaires that petunia should prepare she must hiccup because a professor should gobble a strudel,because lupin can hide the eclaires that petunia should prepare she must hiccup because a professor should gobble a strudel,20,20,20,1,1,1,1
a student must hiccup,a student must hiccup,4,4,4,1,1,1,1
a witch should run,a witch should run,4,4,4,1,1,1,1
a professor should create the eclaire,a professor should create the eclaire,6,6,6,1,1,1,1
a student may eat a croissant,a student may eat a croissant,6,6,6,1,1,1,1
since sirius should sprinkle the eclaire that the professor can chew lily should eat the cakes,since sirius should sprinkle the eclaire that the professor can chew lily should eat the cakes,16,16,16,1,1,1,1
since vernon can arrange the croissants that the student must assemble fred can arrange the cookies,since vernon can arrange the croissants that the student must assemble fred can arrange the cookies,16,16,16,1,1,1,1
she must chew the doughnuts because the professor should arrange the souffles that lily should sprinkle,she must chew the doughnuts because the professor should arrange the souffles that lily should sprinkle,16,16,16,1,1,1,1
a professor can create a cake that ron must gobble,a professor can create a cake that ron must gobble,10,10,10,1,1,1,1
neville may make the strudels that dobby should make,neville may make the strudels that dobby should make,9,9,9,1,1,1,1
snape should eat the eclaire that lupin should arrange,snape should eat the eclaire that lupin should arrange,9,9,9,1,1,1,1
ginny should make the eclaire which lily should assemble,ginny should make the eclaire which lily should assemble,9,9,9,1,1,1,1
george can eat a cookie which hermione should create,george can eat a cookie which hermione should create,9,9,9,1,1,1,1
ginny may eat the cake that vernon may assemble,ginny may eat the cake that vernon may assemble,9,9,9,1,1,1,1
petunia should prepare the croissants,petunia should prepare the croissants,5,5,5,1,1,1,1
ron may assemble the baklava,ron may assemble the baklava,5,5,5,1,1,1,1
ginny may arrange a eclaire,ginny may arrange a eclaire,5,5,5,1,1,1,1
mcgonagall must hide a souffle,mcgonagall must hide a souffle,5,5,5,1,1,1,1
she should assemble the strudels,she should assemble the strudels,5,5,5,1,1,1,1
lily should create many doughnuts that neville may chew,lily should create many doughnuts that neville may chew,9,9,9,1,1,1,1
neville should chew the croissants which hermione must hide,neville should chew the croissants which hermione must hide,9,9,9,1,1,1,1
hermione must gobble the pancakes that sirius can eat,hermione must gobble the pancakes that sirius can eat,9,9,9,1,1,1,1
hagrid should hide many croissants that voldemort should arrange,hagrid should hide many croissants that voldemort should arrange,9,9,9,1,1,1,1
lily may eat the souffles that james should assemble,lily may eat the souffles that james should assemble,9,9,9,1,1,1,1
voldemort should gobble the croissant which a witch should sprinkle,voldemort should gobble the croissant which a witch should sprinkle,10,10,10,1,1,1,1
since he can prepare the cakes lupin must make the strudel that snape may assemble,since he can prepare the cakes lupin must make the strudel that snape may assemble,15,15,15,1,1,1,1
lily can create the cakes which ginny can arrange because albus can sprinkle many cookies,lily can create the cakes which ginny can arrange because albus can sprinkle many cookies,15,15,15,1,1,1,1
since lily must chew a souffle since lupin should smile he can make a croissant,since lily must chew a souffle since lupin should smile he can make a croissant,15,15,15,1,1,1,1
because hagrid should hide the cookies which george may prepare snape should gobble the chocolates,because hagrid should hide the cookies which george may prepare snape should gobble the chocolates,15,15,15,1,1,1,1
lupin may arrange the souffles because vernon must assemble the cakes,lupin may arrange the souffles because vernon must assemble the cakes,11,11,11,1,1,1,1
albus may walk,albus may walk,3,3,3,1,1,1,1
vernon can smile,vernon can smile,3,3,3,1,1,1,1
hagrid may hiccup,hagrid may hiccup,3,3,3,1,1,1,1
he may hiccup,he may hiccup,3,3,3,1,1,1,1
james must hiccup,james must hiccup,3,3,3,1,1,1,1
george should arrange a chocolate which the witch can eat,george should arrange a chocolate which the witch can eat,10,10,10,1,1,1,1
a student must create the souffle that hermione may eat,a student must create the souffle that hermione may eat,10,10,10,1,1,1,1
sirius should sprinkle the baklava,sirius should sprinkle the baklava,5,5,5,1,1,1,1
dobby must sprinkle the chocolates,dobby must sprinkle the chocolates,5,5,5,1,1,1,1
he may gobble the souffle,he may gobble the souffle,5,5,5,1,1,1,1
ron may chew many cookies,ron may chew many cookies,5,5,5,1,1,1,1
harry may assemble the doughnut,harry may assemble the doughnut,5,5,5,1,1,1,1
he should chew the cakes that snape should arrange,he should chew the cakes that snape should arrange,9,9,9,1,1,1,1
draco should assemble the pancake,draco should assemble the pancake,5,5,5,1,1,1,1
he can prepare many eclaires,he can prepare many eclaires,5,5,5,1,1,1,1
he may arrange a cake,he may arrange a cake,5,5,5,1,1,1,1
albus should sprinkle the pancakes,albus should sprinkle the pancakes,5,5,5,1,1,1,1
the wizard may run,the wizard may run,4,4,4,1,1,1,1
since sirius may make the doughnuts george should hide the pancakes that a student may create,since sirius may make the doughnuts george should hide the pancakes that a student may create,16,16,16,1,1,1,1
because sirius should eat a pancake that neville must gobble a witch can assemble the croissants,because sirius should eat a pancake that neville must gobble a witch can assemble the croissants,16,16,16,1,1,1,1
a student may create the doughnuts which draco can chew because voldemort must hide a cookie,a student may create the doughnuts which draco can chew because voldemort must hide a cookie,16,16,16,1,1,1,1
because petunia should eat the baklava that james must hide lupin must run,because petunia should eat the baklava that james must hide lupin must run,13,13,13,1,1,1,1
he should create a chocolate that voldemort may sprinkle since snape may walk,he should create a chocolate that voldemort may sprinkle since snape may walk,13,13,13,1,1,1,1
petunia must run since lupin must hide the chocolates that hagrid can eat,petunia must run since lupin must hide the chocolates that hagrid can eat,13,13,13,1,1,1,1
the witch can eat a cookie which vernon must arrange,the witch can eat a cookie which vernon must arrange,10,10,10,1,1,1,1
draco can prepare a cake that the wizard must make since she must wiggle because draco should gobble many chocolates,draco can prepare a cake that the wizard must make since she must wiggle because draco should gobble many chocolates,20,20,20,1,1,1,1
voldemort must gobble the pancakes that voldemort can chew because harry may sprinkle many strudels which a professor can hide,voldemort must gobble the pancakes that voldemort can chew because harry may sprinkle many strudels which a professor can hide,20,20,20,1,1,1,1
vernon must assemble the croissants,vernon must assemble the croissants,5,5,5,1,1,1,1
lily must create the doughnuts,lily must create the doughnuts,5,5,5,1,1,1,1
albus may eat a chocolate,albus may eat a chocolate,5,5,5,1,1,1,1
ginny should hide a souffle,ginny should hide a souffle,5,5,5,1,1,1,1
draco should create the baklava,draco should create the baklava,5,5,5,1,1,1,1
a professor should sprinkle a chocolate,a professor should sprinkle a chocolate,6,6,6,1,1,1,1
hagrid should sprinkle the eclaires that mcgonagall should assemble,hagrid should sprinkle the eclaires that mcgonagall should assemble,9,9,9,1,1,1,1
mcgonagall can assemble many croissants that she should eat,mcgonagall can assemble many croissants that she should eat,9,9,9,1,1,1,1
snape should assemble the chocolates that harry may create,snape should assemble the chocolates that harry may create,9,9,9,1,1,1,1
lupin may assemble the pancake which harry can prepare,lupin may assemble the pancake which harry can prepare,9,9,9,1,1,1,1
ginny may chew many cookies which george should make,ginny may chew many cookies which george should make,9,9,9,1,1,1,1
because she should create a cookie a wizard must chew the cookies,because she should create a cookie a wizard must chew the cookies,12,12,12,1,1,1,1
draco should gobble many strudels which sirius must assemble,draco should gobble many strudels which sirius must assemble,9,9,9,1,1,1,1
she can chew the croissant because he should party,she can chew the croissant because he should party,9,9,9,1,1,1,1
mcgonagall should sprinkle the cakes that voldemort must assemble,mcgonagall should sprinkle the cakes that voldemort must assemble,9,9,9,1,1,1,1
mcgonagall must prepare a doughnut which a student should create,mcgonagall must prepare a doughnut which a student should create,10,10,10,1,1,1,1
since petunia should hide the cakes the professor should walk,since petunia should hide the cakes the professor should walk,10,10,10,1,1,1,1
sirius can gobble the pancakes which the wizard may chew,sirius can gobble the pancakes which the wizard may chew,10,10,10,1,1,1,1
the wizard should sprinkle the doughnuts,the wizard should sprinkle the doughnuts,6,6,6,1,1,1,1
the professor must hide many cookies,the professor must hide many cookies,6,6,6,1,1,1,1
