target,prediction,target length,correct
since ginny must gobble the eclaires hagrid must not eat the croissants that petunia must assemble,since ginny must gobble the eclaires hagrid must not eat the croissants that petunia must assemble,16,1
because voldemort should gobble the souffles which vernon must gobble hagrid may not arrange the doughnuts,because voldemort should gobble the souffles which vernon must gobble hagrid may not arrange the doughnuts,16,1
since he must eat a baklava which petunia can eat lupin should not hide many pancakes,since he must eat a baklava which petunia can eat lupin should not hide many pancakes,16,1
because dobby can eat many souffles harry should not make the eclaires that he may prepare,because dobby can eat many souffles harry should not make the eclaires that he may prepare,16,1
since a wizard can make a croissant she must gobble the cake since vernon can smile,since a wizard can make a cake she must gobble the croissant since vernon can smile,16,0
ginny must not prepare the cake because neville may arrange the doughnuts that george must sprinkle,ginny must not prepare the cake because neville may arrange the doughnuts that george must sprinkle,16,1
since hermione can sprinkle a cookie hagrid must assemble a chocolate that a professor should eat,since hermione can sprinkle a cookie hagrid must assemble a chocolate that a professor should eat,16,1
sirius must not chew a souffle since mcgonagall should assemble the chocolate that she should gobble,sirius must not chew a souffle since mcgonagall should assemble the chocolate that she should gobble,16,1
the professor can not party because sirius can chew the cookie that a witch must prepare,the professor can not party because sirius can chew the cookie that a witch must prepare,16,1
the student can chew the cakes because ginny should assemble many eclaires that voldemort may arrange,the student can chew the cakes because ginny should assemble many eclaires that voldemort may arrange,16,1
fred should not gobble a chocolate because she may create a cake that james should prepare,fred should not gobble a chocolate because she may create a cake that james should prepare,16,1
since dobby must walk lupin can not chew a pancake because sirius may chew the chocolates,since dobby must walk lupin can not chew a pancake because sirius may chew the chocolates,16,1
because ron may gobble the strudels james should not arrange many cakes which vernon should prepare,because ron may gobble the strudels james should not arrange many cakes which vernon should prepare,16,1
since dobby may arrange a cake draco must not make a eclaire because george should giggle,since dobby may arrange a cake draco must not make a eclaire because george should giggle,16,1
she should hide a baklava that he should prepare since the student may create the cookies,she should hide a baklava that he should prepare since the student may create the cookies,16,1
because draco should eat the cake hermione can create the eclaires that the wizard should sprinkle,because draco should eat the cake hermione can create the eclaires that the wizard should sprinkle,16,1
because he may hide many souffles fred must not chew the baklava because lupin may jump,because he may hide many baklava fred must not chew the souffles because lupin may make,16,0
since snape must assemble many doughnuts draco must not assemble a strudel that sirius can chew,since snape must assemble many doughnuts draco must not assemble a strudel that sirius can chew,16,1
because fred may eat a eclaire lily can not gobble a strudel that george may create,because fred may eat a eclaire lily can not gobble a strudel that george may create,16,1
since petunia can create the strudel he must not assemble the strudel which fred must create,since petunia can create the strudel he must not assemble the strudel which fred must create,16,1
because albus must sprinkle the chocolates which a professor can make dobby should arrange a cake,because albus must sprinkle the chocolates which a professor can make dobby should arrange a cake,16,1
voldemort can not gobble the chocolates since lupin may chew the chocolates that she must gobble,voldemort can not gobble the chocolates since lupin may chew the chocolates that she must gobble,16,1
neville should not hide the croissant since petunia may make the croissants which sirius may prepare,neville should not hide the croissant since petunia may make the croissants which sirius may prepare,16,1
fred should not prepare the strudels since albus should eat the pancake that fred may make,fred should not prepare the strudels since albus should eat the pancake that fred may make,16,1
fred must create a souffle because he must make many chocolates which the witch must sprinkle,fred must create a souffle because he must make many chocolates which the witch must sprinkle,16,1
sirius may not hide the strudels since snape must assemble the pancake that james may hide,sirius may not hide the strudels since snape must assemble the pancake that james may hide,16,1
because ron must eat many pancakes that hagrid should create petunia must not assemble a chocolate,because ron must eat many pancakes that hagrid should create petunia must not assemble a chocolate,16,1
since vernon must make the croissants that ron must arrange a student should create a doughnut,since vernon must make the croissants that ron must arrange a student should create a doughnut,16,1
because sirius should create a croissant which lily should hide albus can not assemble the cake,because sirius should create a croissant which lily should hide albus can not assemble the cake,16,1
because a student may chew a croissant vernon may hide the pancakes that draco may assemble,because a student may chew a croissant vernon may hide the pancakes that draco may assemble,16,1
a student should eat the cookies since petunia should eat the strudel which snape can eat,a student should eat the cookies since petunia should eat the strudel which snape can eat,16,1
hermione must not chew the cakes because james should arrange the souffle that albus must eat,hermione must not chew the cakes because james should arrange the souffle that albus must eat,16,1
because a student should walk ron may eat the pancakes because lupin can arrange the strudels,because a student should walk ron may eat the pancakes because lupin can arrange the strudels,16,1
neville must assemble the doughnut since petunia can chew the croissant that a student can prepare,neville must assemble the doughnut since petunia can chew the croissant that a student can prepare,16,1
because albus should create the doughnut that george should prepare mcgonagall should not chew a pancake,because albus should create the doughnut that george should prepare mcgonagall should not chew a pancake,16,1
since petunia can chew the eclaires ron must not hide a eclaire that vernon must gobble,since petunia can chew the eclaires ron must not hide a eclaire that vernon must gobble,16,1
vernon should gobble the chocolate that draco may create since the witch can create the croissants,vernon should gobble the chocolate that draco may create since the witch can create the croissants,16,1
since lupin can create many baklava that lily should create dobby must not gobble the croissant,since lupin can create many baklava that lily should create dobby must not gobble the croissant,16,1
because draco may eat the eclaire which the witch may gobble she should hide a doughnut,because draco may eat the eclaire which the witch may gobble she should hide a doughnut,16,1
because she must create the souffles which petunia should sprinkle he can not hide the strudel,because she must create the souffles which petunia should sprinkle he can not hide the strudel,16,1
since james must arrange a baklava a professor must arrange the chocolate that ginny may chew,since james must arrange a baklava a professor must arrange the chocolate that ginny may chew,16,1
because ron should make a pancake the professor should eat the eclaire which lupin must gobble,because ron should make a pancake the professor should eat the eclaire which lupin must gobble,16,1
because she can assemble the doughnuts ron may not make a chocolate since ginny may swim,because she can assemble the doughnuts ron may not make a chocolate since ginny may swim,16,1
the student must prepare a doughnut because george may chew many cookies that hermione may chew,the student must prepare a doughnut because george may chew many cookies that hermione may chew,16,1
hagrid should create many pancakes since the witch may arrange many croissants that albus can sprinkle,hagrid should create many pancakes since the witch may arrange many croissants that albus can sprinkle,16,1
vernon must hide the eclaires since a student should assemble many pancakes that lupin should eat,vernon must hide the eclaires since a student should assemble many pancakes that lupin should eat,16,1
she can prepare the pancakes because snape should sprinkle the cookies that a witch should chew,she can prepare the pancakes because snape should sprinkle the cookies that a witch should chew,16,1
since hagrid must create the pancakes which snape may prepare hagrid can not sprinkle a cookie,since hagrid must create the pancakes which snape may prepare hagrid can not sprinkle a cookie,16,1
lily should not chew the cookie which harry must gobble since fred must prepare the cake,lily should not chew the cookie which harry must gobble since fred must prepare the cake,16,1
vernon may not chew the pancakes since ginny may chew the doughnuts which neville can assemble,vernon may not chew the pancakes since ginny may chew many doughnuts which ginny can assemble,16,0
since james can arrange the souffle which he may prepare hagrid should not hide the doughnuts,since james can arrange the souffle which he may prepare hagrid should not hide the doughnuts,16,1
because vernon may chew the souffle petunia must not chew the croissants that harry must create,because vernon may chew the souffle petunia must not chew the croissants that harry must create,16,1
george may prepare the baklava because the student must arrange the cake that fred can gobble,george may prepare the baklava because the student must arrange the cake that fred can gobble,16,1
a student must eat the chocolates that she may gobble since draco must arrange the baklava,a student must eat the chocolates that she may gobble since draco must arrange the baklava,16,1
since he should gobble the eclaires hermione must hide the chocolates which the witch should assemble,since he should gobble the eclaires hermione must hide the chocolates which the witch should assemble,16,1
since vernon may eat the baklava voldemort can not prepare many baklava that he must sprinkle,since vernon may eat the baklava voldemort can not prepare many baklava that he must sprinkle,16,1
because the wizard must hide the croissants that the student can make a witch must party,because the wizard must hide the croissants that the student can make a witch must party,16,1
since neville must sprinkle many souffles that the wizard should create snape may assemble a strudel,since neville must sprinkle many souffles that the wizard should create snape may assemble a strudel,16,1
since she should gobble many eclaires that vernon may arrange the student must make the chocolates,since she should gobble many eclaires that vernon may arrange the student must make the chocolates,16,1
hagrid can not sprinkle the doughnut since george can arrange a souffle that he may chew,hagrid can not sprinkle the doughnut since george can arrange a souffle that he may chew,16,1
fred must not chew the doughnuts which george must make since he must arrange the croissants,fred must not chew the doughnuts which george must make since he must arrange the croissants,16,1
a wizard may gobble the souffle because neville must create the pancakes that vernon may prepare,a wizard may gobble a souffle because the must create the pancakes that neville may prepare,16,0
hermione can not eat many pancakes since james can gobble a pancake that draco should hide,hermione can not eat many pancakes since james can gobble a pancake that draco should hide,16,1
draco must not sprinkle the baklava because dobby should make a strudel that mcgonagall must eat,draco must not sprinkle the baklava because dobby should make a strudel that mcgonagall must eat,16,1
because a professor may create the chocolate that mcgonagall must create draco must assemble the baklava,because a professor may create the chocolate that mcgonagall must create draco must assemble the baklava,16,1
voldemort must not create the baklava because petunia must sprinkle the eclaire which fred must create,voldemort must not create the baklava because petunia must sprinkle the eclaire which fred must create,16,1
since vernon must make a strudel she must create the croissants that a professor should sprinkle,since vernon must make a strudel she must create the croissants that a professor should sprinkle,16,1
because the witch should make the strudels that neville can sprinkle hermione must assemble a strudel,because the witch should make the strudels that neville can sprinkle hermione must assemble a strudel,16,1
since she can create the doughnut that harry should sprinkle a witch must prepare a cookie,since she can sprinkle the doughnut that harry should sprinkle a witch must prepare a cookie,16,0
voldemort should not create the strudels because ginny should sprinkle the chocolates that mcgonagall must sprinkle,voldemort should not create the strudels because ginny should sprinkle the chocolates that mcgonagall must sprinkle,16,1
since a witch should prepare the pancakes which mcgonagall can make neville must eat the eclaires,since a witch should prepare the pancakes which mcgonagall can make neville must eat the eclaires,16,1
the wizard must make the baklava that mcgonagall must create because he must assemble the eclaire,the wizard must make the baklava that mcgonagall must create because he must assemble the eclaire,16,1
since a wizard must make the doughnuts which albus must chew petunia can chew the chocolates,since a wizard must make the doughnuts which albus must chew petunia can chew the chocolates,16,1
since fred should arrange the cake draco must not hide the eclaires that fred should eat,since fred should arrange the cake draco must not hide the eclaires that fred should eat,16,1
because lily should prepare a eclaire a wizard may sprinkle the pancakes that he should gobble,because lily should prepare a eclaire a wizard may sprinkle the pancakes that he should gobble,16,1
because hermione should chew the cakes that ginny can eat a professor should eat a strudel,because hermione should chew the cakes that ginny can eat a professor should eat a strudel,16,1
since george can make the pancakes that albus should arrange lupin should not chew many croissants,since george can make the pancakes that albus should arrange lupin should not chew many croissants,16,1
since he can create a cookie a student can make the pancake that albus can arrange,since he can create a cookie a student can make the pancake that albus can arrange,16,1
since ginny can sprinkle the pancakes lily must not prepare the cookies which petunia may sprinkle,since ginny can sprinkle the pancakes lily must not prepare the cookies which petunia may sprinkle,16,1
snape may not make a baklava that dobby can assemble since he must chew the cakes,snape may not make a baklava that dobby can assemble since he must chew the cakes,16,1
draco must not eat the doughnuts because fred can eat the cakes which vernon must assemble,draco must not eat the doughnuts because fred can eat the cakes which vernon must assemble,16,1
james must not make the strudels which a wizard may arrange because the professor may laugh,james must not make the strudels which a wizard may arrange because the professor may laugh,16,1
because james should arrange a croissant which the wizard must sprinkle harry must hide the cake,because james should arrange a croissant which the wizard must sprinkle harry must hide the cake,16,1
since mcgonagall must assemble the souffles that ron may chew neville can not sprinkle a strudel,since mcgonagall must assemble the souffles that ron may chew neville can not sprinkle a strudel,16,1
because albus should assemble the chocolate she can not create the pancake which hagrid may gobble,because albus should assemble the chocolate she can not create the pancake which hagrid may gobble,16,1
since a witch may make the doughnut hagrid should arrange a cake which hagrid must sprinkle,since a witch may make the doughnut hagrid should arrange a cake which hagrid must sprinkle,16,1
vernon must not assemble the cakes because lupin can chew a croissant which fred should make,vernon must not assemble the cakes because lupin can chew a croissant which fred should make,16,1
since voldemort may sprinkle the chocolate george should arrange the doughnuts that the student can create,since voldemort may sprinkle the chocolate george should arrange the doughnuts that the student can create,16,1
since sirius must prepare the strudel that ginny should prepare a student should sprinkle many baklava,since sirius must prepare the strudel that ginny should prepare a student should sprinkle many baklava,16,1
hermione can not swim because a student should assemble the pancakes which the professor must prepare,hermione can not swim because a student should assemble the pancakes which the professor must prepare,16,1
the professor can not sprinkle the cake that a witch can gobble because lily must hiccup,the professor can not sprinkle the cake that a witch can gobble because lily must hiccup,16,1
he should assemble the baklava that hagrid must gobble since a professor must arrange a cake,he should assemble the baklava that hagrid must gobble since a professor must arrange a cake,16,1
dobby must not create the chocolate since fred must assemble the doughnuts that neville may sprinkle,dobby must not create the chocolate since fred must assemble the doughnuts that neville may sprinkle,16,1
since snape should gobble the doughnut hagrid may not make the cakes that petunia may create,since snape should gobble the doughnut hagrid may not make the cakes that petunia may create,16,1
mcgonagall should not chew a chocolate since hermione can make the strudel that dobby may make,mcgonagall should not chew a chocolate since hermione can make the strudel that dobby may make,16,1
sirius should hide many strudels which the wizard must create because mcgonagall can prepare the cookies,sirius should hide many strudels which the wizard must create because mcgonagall can prepare the cookies,16,1
fred may not prepare many souffles since albus can arrange the strudels which dobby should assemble,fred may not prepare many souffles since albus can arrange the strudels which dobby should assemble,16,1
fred can not gobble a doughnut which lupin must hide because sirius must hide the baklava,fred can not gobble a doughnut which lupin must hide because sirius must hide the baklava,16,1
the witch can chew a doughnut that vernon can hide since harry must create the pancakes,the witch can chew a doughnut that vernon can hide since harry must create the pancakes,16,1
because mcgonagall may sprinkle the baklava that hagrid can gobble dobby must not assemble many eclaires,because mcgonagall may sprinkle the baklava that hagrid can gobble dobby must not assemble many eclaires,16,1
vernon may gobble many croissants since the student can eat the chocolate that hermione should assemble,vernon may gobble many croissants since the student can eat the chocolate that hermione should assemble,16,1
draco must not swim because vernon should make the chocolates because voldemort should arrange the pancakes,draco must not swim because vernon should make the chocolates because voldemort should arrange the pancakes,16,1
because fred must gobble the cookies that dobby may hide james can not hide a pancake,because fred must gobble the cookies that dobby may hide james can not hide a pancake,16,1
james should not eat the strudels which hermione should gobble because she can sprinkle the strudels,james should not eat the strudels which hermione should gobble because she can sprinkle the strudels,16,1
lupin should eat the souffle since ginny can create the croissants which the professor may eat,lupin should eat the souffle since ginny can create the croissants which the professor may eat,16,1
harry can arrange many doughnuts because the student should make the croissant that ginny must eat,harry can arrange many doughnuts because the student should make the croissant that ginny must eat,16,1
a professor must not make many doughnuts that the wizard should create because albus must hiccup,a professor must not make many doughnuts that the wizard should create because albus must hiccup,16,1
sirius should not gobble a strudel since hermione may make the souffles that she should hide,sirius should not gobble a strudel since hermione may make the souffles that she should hide,16,1
because she must gobble many strudels that he should create neville must not sprinkle the cake,because she must gobble many strudels that he should sprinkle neville must not create the cake,16,0
because fred may sprinkle the pancakes that sirius may assemble albus must not make the strudels,because fred may sprinkle the pancakes that sirius may assemble albus must not make the strudels,16,1
since mcgonagall must sprinkle a strudel which draco must sprinkle ginny must not hide a cake,since mcgonagall must sprinkle a strudel which draco must sprinkle ginny must not hide a cake,16,1
harry may sprinkle a cake because hagrid should chew the souffles that a professor must assemble,harry may sprinkle a cake because hagrid should chew the souffles that a professor must assemble,16,1
sirius can not eat the baklava because petunia should eat the doughnut which voldemort should assemble,sirius can not eat the baklava because petunia should eat the doughnut which voldemort should assemble,16,1
lily must not make many doughnuts which hagrid should hide since albus must make a pancake,lily must not make many doughnuts which hagrid should hide since albus must make a pancake,16,1
hermione must not assemble many chocolates which ron must eat because petunia must prepare a eclaire,hermione must not assemble many chocolates which ron must eat because petunia must prepare a eclaire,16,1
because vernon should giggle albus can not create the eclaire since hagrid must create a croissant,because vernon should giggle albus can not create the eclaire since hagrid must create a croissant,16,1
because the student should wiggle the wizard can assemble a pancake that a professor must eat,because the student should wiggle the wizard can assemble a pancake that a professor must eat,16,1
vernon should sprinkle the croissant because a witch should assemble the pancakes which lupin can create,vernon should sprinkle the croissant because a witch should assemble the pancakes which lupin can create,16,1
vernon can make a pancake because the professor can prepare the croissant that james should make,vernon can make a pancake because the professor can prepare the croissant that james should make,16,1
since ginny should gobble the cookie albus must not hide a doughnut that hagrid can hide,since ginny should gobble the cookie hagrid must not hide a doughnut that albus can hide,16,0
draco may not chew the cookie because lily may prepare many doughnuts that fred must prepare,draco may not chew the cookie because lily may prepare many doughnuts that fred must prepare,16,1
harry can make the chocolates since a wizard may prepare the doughnuts which he may prepare,harry can make the chocolates since a wizard may prepare the doughnuts which he may prepare,16,1
harry should not hide a eclaire which draco can sprinkle since he must create the souffle,harry should not hide a eclaire which draco can sprinkle since he must create the souffle,16,1
albus should not gobble the baklava since vernon can sprinkle the croissants that vernon can eat,albus should not gobble the baklava since vernon can sprinkle the croissants that vernon can eat,16,1
she should not create a baklava that ron should prepare because he may sprinkle the chocolates,she should not create a baklava that ron should prepare because he may sprinkle the chocolates,16,1
since hermione may create the chocolates which albus must sprinkle hermione can not arrange the pancakes,since hermione may create the chocolates which albus must sprinkle hermione can not arrange the pancakes,16,1
ginny may make the chocolates which the wizard must chew since harry can create the eclaires,ginny may make the chocolates which the wizard must chew since harry can create the eclaires,16,1
the witch should chew the chocolates since neville should hide the souffle which vernon may eat,the witch should chew the chocolates since neville should hide the souffle which vernon may eat,16,1
because a professor must hide many baklava because fred should eat the baklava he may walk,because a professor must hide many baklava because fred should eat the baklava he may walk,16,1
because harry must arrange the cookie hagrid must not gobble the cake which draco should make,because harry must arrange the cookie hagrid must not gobble the cake which draco should make,16,1
because the student can sprinkle the baklava sirius may hiccup since ron must create a cake,because the student can sprinkle the baklava sirius may hiccup since ron must create a cake,16,1
the student should prepare the strudel because petunia must make the pancakes since vernon may run,the student should prepare the strudel because petunia must make the pancakes since vernon may run,16,1
mcgonagall must not make the chocolate which mcgonagall may arrange because neville should create the baklava,mcgonagall must not make the chocolate which neville may arrange because mcgonagall should create the baklava,16,0
draco should assemble the baklava that george should make since the wizard should make the pancake,draco should assemble the baklava that george should make since the wizard should make the pancake,16,1
because the wizard should eat a doughnut harry should sprinkle the chocolates that fred may sprinkle,because the wizard should eat a doughnut harry should sprinkle the chocolates that fred may sprinkle,16,1
ginny can assemble the strudel that petunia may sprinkle because a professor must eat a eclaire,ginny can assemble the strudel that petunia may sprinkle because a professor must eat a eclaire,16,1
petunia should not assemble the croissant since fred must prepare many chocolates which petunia may chew,petunia should not assemble the croissant since fred must prepare many chocolates which petunia may chew,16,1
lupin can eat the souffle that a professor should arrange since he should sprinkle a strudel,lupin can eat the souffle that a professor should arrange since he should sprinkle a strudel,16,1
since mcgonagall can prepare the doughnuts which a wizard must eat he must gobble a chocolate,since mcgonagall can prepare the doughnuts which a wizard must eat he must gobble a chocolate,16,1
mcgonagall must prepare the cakes which dobby should create because the student should create a souffle,mcgonagall must prepare the cakes which dobby should create because the student should create a souffle,16,1
because a witch can create a croissant fred may prepare the baklava that ron must chew,because a witch can create a croissant fred may chew the baklava that ron must prepare,16,0
she can not create the souffles since lily can hide the chocolate which ginny can sprinkle,she can not create the souffles since lily can hide the chocolate which ginny can sprinkle,16,1
a wizard can hide the baklava since voldemort can gobble the pancake that petunia can assemble,a wizard can hide the baklava since voldemort can gobble the pancake that petunia can assemble,16,1
because harry should hide the eclaires hermione must not arrange the chocolates that ginny may prepare,because harry should hide the eclaires hermione must not arrange the chocolates that ginny may prepare,16,1
a professor should not giggle since a student must sprinkle the pancake that fred must create,a professor should not giggle since a student must sprinkle the pancake that fred must create,16,1
ginny may eat the eclaires since james can create the croissant which the student can arrange,ginny may eat the eclaires since james can create the croissant which the student can arrange,16,1
a professor must prepare many eclaires because hagrid should sprinkle a croissant that snape should sprinkle,a professor must prepare a eclaires because hagrid should sprinkle a croissant that snape should sprinkle,16,0
a witch should eat the souffles since voldemort may hide a croissant that draco must create,a witch should eat the souffles since voldemort may hide a croissant that draco must create,16,1
voldemort should make the eclaires that the witch can gobble since ron can sprinkle the cookies,voldemort should make the eclaires that the witch can gobble since ron can sprinkle the cookies,16,1
since snape should hiccup she may not hide a souffle because vernon should hide the baklava,since snape should hiccup she may not hide a souffle because the should hide the baklava,16,0
draco may chew the croissants because mcgonagall must chew many chocolates that the witch can gobble,draco may chew the croissants because mcgonagall must chew many chocolates that the witch can gobble because mcgonagall must chew many eclaires,16,0
because the student should party he should arrange the doughnuts since she may make the cookies,because the student should party he should arrange the doughnuts since she may make the cookies,16,1
because draco must prepare a doughnut which dobby may assemble he can not assemble a cookie,because draco must prepare a doughnut which dobby may assemble he can not assemble a cookie,16,1
hagrid may not sprinkle a chocolate that petunia must gobble since lupin must make the chocolates,hagrid may not sprinkle a chocolate that petunia must gobble since lupin must make the chocolates,16,1
neville can not hide the eclaires because harry can prepare a pancake which fred must gobble,neville can not hide the eclaires because harry can prepare a pancake which fred must gobble,16,1
because neville can gobble a chocolate which he must sprinkle vernon can not chew the souffle,because neville can gobble a chocolate which he must sprinkle vernon can not chew the souffle,16,1
since vernon can arrange the croissants that the student must assemble fred can arrange the cookies,since vernon can arrange the croissants that the student must assemble fred can arrange the cookies,16,1
because vernon should sprinkle a chocolate snape should not make the eclaires which harry must assemble,because vernon should sprinkle a chocolate snape should not make the eclaires which harry must assemble,16,1
because draco should hide the pancake which ron should sprinkle james should not assemble the croissant,because draco should hide the pancake which ron should sprinkle james should not assemble the croissant,16,1
ginny must not hide the baklava that neville must chew because vernon should hide the souffles,ginny must not hide the baklava that neville must chew because vernon should hide the souffles,16,1
mcgonagall can not party since draco must chew the baklava since hermione may hide the strudels,mcgonagall can not party since draco must chew the baklava since hermione may hide the strudels,16,1
because ron should create many souffles hermione should not create the doughnuts which hagrid may chew,because ron should create many souffles hermione should not create the doughnuts which hagrid may chew,16,1
ron should not sprinkle a baklava that mcgonagall can make because neville should assemble the strudel,ron should not sprinkle a baklava that neville can make because mcgonagall should assemble the strudel,16,0
since albus must chew the souffles which ginny can hide hermione should not assemble the cakes,since albus must chew the souffles which ginny can hide hermione should not assemble the cakes,16,1
since james must assemble the chocolate which he may chew snape may not arrange a baklava,since james must assemble the chocolate which he may chew snape may not arrange a baklava,16,1
lupin should not gobble the baklava which fred must create since vernon must eat the doughnuts,lupin should not gobble the baklava which fred must create since vernon must eat the doughnuts,16,1
since she must hide the pancake which neville may create lily may not chew the croissant,since she must hide the pancake which neville may create lily may not chew the croissant,16,1
since lupin should make many croissants since draco must create many chocolates snape should not party,since lupin should make many croissants since draco must create many chocolates snape should not party,16,1
because dobby must create the souffles which she must gobble draco should not gobble the pancakes,because dobby must create the souffles which she must gobble draco should not gobble the pancakes,16,1
sirius can not sprinkle the pancakes because hagrid can make the croissants that james can arrange,sirius can not sprinkle the pancakes because hagrid can make the croissants that james can arrange,16,1
because voldemort can hiccup a witch may eat many eclaires since dobby should gobble many strudels,because voldemort can hiccup a witch may eat many eclaires since dobby should gobble many strudels,16,1
a professor should hide the strudels which petunia should assemble since voldemort must assemble the souffles,a professor should hide the strudels which petunia should assemble since voldemort must assemble the souffles,16,1
since draco can chew the baklava that dobby should arrange voldemort can not gobble a cake,since draco can chew the baklava that dobby should arrange voldemort can not gobble a cake,16,1
because snape must eat the souffles lily should not chew a croissant that she must create,because snape must eat the souffles lily should not chew a croissant that she must create,16,1
ginny must not eat the souffles since ginny must sprinkle a cookie that james must sprinkle,ginny must not eat the souffles since ginny must sprinkle a cookie that james must sprinkle,16,1
george must chew the baklava since james may gobble the chocolates that the wizard may prepare,george must chew the baklava since james may gobble the chocolates that the wizard may prepare,16,1
george must make the baklava because george should assemble the souffle that a witch should hide,george must make the baklava because george should assemble the souffle that a witch should hide,16,1
because george should prepare the cookie fred must eat the chocolates that a wizard may assemble,because george should prepare the cookie fred must eat the chocolates that a wizard may assemble,16,1
because lupin must sprinkle the pancakes george should gobble the pancake which the witch should make,because lupin must sprinkle the pancakes george should gobble the pancake which the witch should make,16,1
albus can not assemble the doughnuts because lily may create the cakes that draco can hide,albus can not assemble the doughnuts because lily may create the cakes that draco can hide,16,1
albus should not make the croissants that snape must chew because voldemort must hide the cookie,albus should not make the croissants that snape must chew because voldemort must hide the cookie,16,1
petunia can not arrange the eclaire because fred should gobble a pancake which snape can assemble,petunia can not arrange the eclaire because fred should gobble a pancake which snape can assemble,16,1
because the wizard must gobble many cakes james should eat the souffles which vernon can sprinkle,because the wizard must gobble many cakes james should eat the souffles which vernon can sprinkle,16,1
petunia may eat a strudel since he may prepare a pancake which a professor should create,petunia may eat a strudel since he may prepare a pancake which a professor should create,16,1
because voldemort may make the souffles which lupin must assemble petunia should not assemble the eclaire,because voldemort may make the souffles which lupin must assemble petunia should not assemble the eclaire,16,1
a wizard should not smile because the student must create a pancake that mcgonagall must make,a wizard should not smile because the student must create a pancake that mcgonagall must make,16,1
vernon must not eat many croissants that a professor can arrange because a professor may smile,vernon must not eat many croissants that a professor can arrange because a professor may smile,16,1
since petunia must chew the pancakes which dobby must chew hermione may not eat the cookies,since petunia must chew the pancakes which dobby must chew hermione may not eat the cookies,16,1
lupin can not make the chocolate because snape should assemble the doughnut which ginny must sprinkle,lupin can not make the chocolate because snape should assemble the doughnut which ginny must sprinkle,16,1
james must not gobble the cakes since voldemort may eat the strudels which dobby can eat,james must not gobble the cakes since voldemort may eat the strudels which dobby can eat,16,1
since albus may eat the doughnuts mcgonagall must eat many baklava that the wizard may prepare,since albus may eat the doughnuts mcgonagall must eat many baklava that the wizard may prepare,16,1
because a student must smile a professor can not gobble the cookies that mcgonagall can create,because a student must smile a professor can not gobble the cookies that mcgonagall can create,16,1
hagrid should assemble the doughnuts because draco can gobble the cookie which the professor should create,hagrid should assemble the doughnuts because draco can gobble the cookie which the professor should create,16,1
since sirius should sprinkle the eclaire that the professor can chew lily should eat the cakes,since sirius should sprinkle the eclaire that the professor can chew lily should eat the cakes,16,1
dobby must not sprinkle the strudels which hagrid may assemble because she may eat many croissants,dobby must not sprinkle the strudels which hagrid may assemble because she may eat many croissants,16,1
because vernon should make the chocolate that snape may chew ron must not arrange the chocolate,because vernon should make the chocolate that snape may chew ron must not arrange the chocolate,16,1
lily can not make many cakes since draco can prepare the pancake that fred must arrange,lily can not make many cakes since draco can prepare the pancake that fred must arrange,16,1
george can not assemble the croissants since neville should make the doughnut which james must arrange,george can not assemble the croissants since neville should make the doughnut which james must arrange,16,1
he may chew the cakes since lupin must make a cake that a professor should arrange,he may chew the cakes since lupin must make a cake that a professor should arrange,16,1
harry should not hide the doughnut since petunia should make many cookies that lily must chew,harry should not hide the doughnut since petunia should make many cookies that lily must chew,16,1
because dobby may gobble the doughnut that a professor should chew petunia may arrange the doughnut,because dobby may gobble the doughnut that a professor should chew petunia may arrange the doughnut,16,1
a professor may arrange the eclaire that she can prepare since harry should assemble the chocolates,a professor may arrange the eclaire that she can prepare since harry should assemble the chocolates,16,1
harry can not swim because the student must hide the croissants which a wizard can make,harry can not swim because the student must hide the croissants which a wizard can make,16,1
vernon must not gobble a pancake because sirius may arrange the souffles which snape should assemble,vernon must not gobble a pancake because sirius may arrange the souffles which snape should assemble,16,1
hagrid should not hide the chocolate because harry may hide the cookies which harry should chew,hagrid should not hide the chocolate because harry may hide the cookies which harry should chew,16,1
a professor must make the souffles that george must create since hagrid can prepare the souffles,a professor must make the souffles that george must create since hagrid can prepare the souffles,16,1
since albus should make many pancakes that the student should hide draco must create many baklava,since albus should make many pancakes that the student should hide draco must create many baklava,16,1
the wizard should gobble a cookie that lily can make since she should chew the strudel,the wizard should gobble a cookie that lily can make since she should chew the strudel,16,1
since lupin may hide the croissants george can not make the strudels that vernon should hide,since lupin may hide the croissants george can not make the strudels that vernon should hide,16,1
since a student may make the croissants that hermione can gobble the student should not laugh,since a student may make the croissants that hermione can gobble the student should not laugh,16,1
since petunia may sprinkle many baklava which a student should create she must assemble a doughnut,since petunia may sprinkle many baklava which a student should create she must assemble a doughnut,16,1
petunia can not gobble the baklava since hagrid may create the strudels which vernon may prepare,petunia can not gobble the baklava since hagrid may create the strudels which vernon may prepare,16,1
since lupin can hide a eclaire that ron must eat petunia must not eat the strudels,since lupin can hide a eclaire that ron must eat petunia must not eat the strudels,16,1
lily must arrange the doughnut because dobby should make the croissants which the student should prepare,lily must arrange the doughnut because dobby should make the croissants which the student should prepare,16,1
because lily should assemble the strudels draco may not gobble many strudels which ginny may prepare,because lily should assemble the strudels draco may not gobble many strudels which ginny may prepare,16,1
he should prepare a pancake since neville may create the baklava which a witch must gobble,he should prepare a pancake since neville may create the baklava which a witch must gobble,16,1
since dobby should arrange the pancakes lupin should chew the pancakes which a professor can hide,since dobby should arrange the pancakes lupin should chew the pancakes which a professor can hide,16,1
