Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)",Negates Main Clause,Has Main Clause,Negates Main Clause,Negates Outside of Main Clause,Has Target Verb,Negates Target Verb
"['because george may assemble the pancake that the witch must sprinkle harry can not wiggle', 'because petunia may not assemble the pancake that the student should assemble the pancake that the student should assemble', 14, 15, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because dobby may create the cakes mcgonagall should not create the chocolate', 'because may not create the chocolate that because mcgonagall may arrange', 11, 12, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because lily may create a strudel ginny should not sprinkle the cakes', 'because lily may not sprinkle the cakes', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because mcgonagall should hide the baklava sirius must not sprinkle the doughnut', 'because should not hide the doughnut because sirius must sprinkle the baklava', 11, 12, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because dobby must hide the eclaires that he can sprinkle petunia can not create many eclaires', 'because george must not hide the eclaires that because james must create the eclaires that ginny must create', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since vernon must eat the eclaires that mcgonagall should arrange fred can not sprinkle the eclaires', 'since must not sprinkle the eclaires that mcgonagall must sprinkle the eclaires that mcgonagall can sprinkle', 15, 16, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because she must eat the strudel hermione should not sprinkle the strudels', 'because she must not sprinkle the strudel', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because hermione must sprinkle the eclaire george may not sprinkle a croissant', 'because hermione must not sprinkle the eclaire', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since voldemort can arrange the baklava which hagrid should arrange voldemort should not chew the cookies which lupin must create', 'since voldemort can not arrange the baklava which lupin may arrange the baklava which lupin must arrange', 19, 20, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because ron should create a eclaire which ginny must prepare george must not prepare the cakes', 'because should should not prepare the cakes because ron must prepare the cakes', 15, 16, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because she can laugh hagrid should not hide a pancake since hermione should create the pancake', 'because she should laugh hagrid should laugh hagrid can laugh hagrid can laugh', 15, 16, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because neville can eat the eclaire which neville may assemble hermione must not gobble the doughnuts', 'because neville can eat the eclaire which a student should eat the eclaire which a student should eat', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because voldemort can hide the chocolate hermione should not sprinkle the cookies which vernon may create', 'voldemort can not hide the chocolate which a student may sprinkle since neville can sprinkle the chocolate which the professor should sprinkle', 15, 16, 22, 0, 1, 0, 0, 1, 1, 1]"
"['since a witch must assemble the croissant vernon should not laugh', 'since james must not arrange a croissant that the wizard must laugh', 10, 11, 12, 0, 1, 0, 0, 0, 0, 1, 1]"
"['since ron should giggle the wizard must not prepare the eclaire', 'since should not giggle because she must sprinkle the eclaire', 10, 11, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because harry should make the cookies a wizard can not laugh', 'harry must not make the cookies', 10, 11, 6, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because a professor may hiccup voldemort must not prepare a cookie that james must hide', 'because a professor should not gobble a cookie that a must arrange', 14, 15, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because lily should prepare a baklava that vernon must prepare snape must not make the doughnuts', 'because should should not assemble a doughnuts that vernon must eat', 15, 16, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because fred must arrange a pancake that a student should prepare the student can not laugh', 'because she must not laugh since a witch should laugh', 15, 16, 10, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because vernon should arrange the souffle that a professor can assemble lupin must not run', 'because vernon should not arrange the souffle that a professor should arrange the souffle that a student should arrange', 14, 15, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because vernon may hide the chocolate dobby should not eat the baklava that mcgonagall can create', 'because may not hide the chocolate that mcgonagall should assemble', 15, 16, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because lupin must sprinkle the souffles albus may not chew a chocolate which draco must prepare', 'because must sprinkle the souffles which lupin may sprinkle the souffles which mcgonagall must sprinkle', 15, 16, 15, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because james must chew a baklava because james should swim ginny must not prepare the croissants', 'because james should not prepare the croissants because james must eat the croissants', 15, 16, 13, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because albus must sprinkle the cakes fred may not assemble the chocolates that vernon should make', 'because albus must sprinkle the cookies that dobby should sprinkle the cookies that vernon may sprinkle', 15, 16, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since neville should gobble a baklava harry must not prepare the cakes that harry may chew', 'since neville should gobble the cakes that the should create the cakes that the should create the cakes', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because the professor can prepare a croissant which mcgonagall may create james may not hide many strudels', 'because the professor should not hide the strudels which albus may assemble', 16, 17, 12, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since fred must arrange the cookies which a student should create mcgonagall can not prepare the doughnuts', 'since must not arrange the cookies which the can prepare the doughnuts which can must prepare', 16, 17, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since voldemort should assemble the cookies that albus may assemble a professor must not arrange a baklava', 'voldemort should not assemble the cookies that the should assemble', 16, 17, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since sirius must hide the strudel that a student can hide james may not sprinkle the strudels because ginny can walk', 'since must not hide the strudel that petunia may sprinkle the strudel that petunia may sprinkle the strudel because ginny may sprinkle the strudel', 20, 21, 24, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because lupin must hide a pancake which he must gobble a witch should not make the croissants that ginny should make', 'because must not assemble a baklava which lupin may assemble because lupin must assemble a eclaire that she must create', 20, 21, 20, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because vernon should assemble the cakes which albus should chew draco must not prepare a pancake that the professor may assemble', 'because vernon should not assemble the cakes that the should arrange', 20, 21, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because snape must sprinkle the strudels that sirius should gobble ginny must not gobble the chocolates', 'because snape must not sprinkle the strudels that ginny must sprinkle', 15, 16, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since mcgonagall may prepare the eclaires mcgonagall should not eat many chocolates which vernon should sprinkle', 'since may not prepare the eclaires which albus should eat many eclaires which mcgonagall should eat', 15, 16, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since ron must make the cakes hermione can not sprinkle the souffle that fred should assemble', 'since she must not sprinkle the souffle that the student must sprinkle', 15, 16, 12, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because petunia should wiggle a professor should not hide a cookie', 'because a should not assemble a pancake', 10, 11, 7, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because a wizard should smile ginny must not make the croissant', 'because a should not make the croissant', 10, 11, 7, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since a witch must jump fred should not sprinkle a croissant', 'since witch should not arrange a croissant', 10, 11, 7, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because a student may swim harry should not eat the croissant which lily can make', 'because a student must eat the croissant which a can gobble the croissant which a can gobble the croissant which a can gobble', 14, 15, 23, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because harry must chew the doughnuts vernon should not hide a pancake because vernon must eat many strudels which albus must prepare', 'because must not chew the doughnuts which a student should chew because george must arrange a doughnuts which a student should chew', 21, 22, 22, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since sirius must gobble many baklava that lupin should make a wizard must not arrange the cookie that ron can gobble', 'since must not gobble many baklava ron may gobble many baklava that lupin may gobble', 20, 21, 15, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since ginny may gobble many strudels vernon may not eat the cakes', 'since ginny can not gobble many strudels since vernon may hide', 11, 12, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since he may create the doughnuts dobby can not sprinkle a doughnut', 'since he may not create the doughnuts that the student may create the doughnuts', 11, 12, 14, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because she must chew the baklava harry can not chew the chocolates', 'because she must not chew the baklava harry must create the baklava', 11, 12, 12, 0, 1, 0, 1, 1, 1, 1, 1]"
"['since hermione should wiggle mcgonagall can not gobble a baklava that hermione should create', 'since should not gobble a baklava that hermione must gobble', 13, 14, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since hagrid can wiggle lily can not hide the pancakes which hermione may sprinkle', 'since hagrid can not hide the chocolates which the student can hide the pancakes which voldemort must hide', 13, 14, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since the student should assemble a chocolate which hagrid must eat harry may not create a pancake', 'since the student should not assemble the chocolate which the student must eat the chocolate which the student must eat the chocolate which the student must eat the chocolate which', 16, 17, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because mcgonagall may assemble a cookie the wizard may not chew many souffles that sirius should assemble', 'because petunia may not chew many souffles that albus may arrange', 16, 17, 11, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since a student should gobble a croissant lily can not chew the croissants that albus should hide', 'since a student must not chew a croissant that she must chew', 16, 17, 12, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because voldemort must party dobby must not create the eclaires', 'voldemort must not because a professor should arrange the eclaires because', 9, 10, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since snape may prepare the doughnut snape must not laugh', 'since james may not prepare the doughnut', 9, 10, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because hagrid may arrange the cookie vernon must not hiccup', 'because james may not arrange a cookie that hermione may assemble', 9, 10, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because albus should assemble the souffle dobby should not hiccup', 'because albus should not assemble the souffle because albus should assemble the souffle', 9, 10, 13, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since she should sprinkle the souffle because harry may sprinkle the doughnut a student may not arrange a strudel that petunia must create', 'since she should sprinkle the souffle that a student may sprinkle the souffle that a student must sprinkle', 22, 23, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since draco can arrange a doughnut which voldemort can eat draco can not hide a doughnut because the professor must gobble many croissants', 'since draco can not gobble many croissants which the student can gobble many croissants which the student can gobble many croissants which the can gobble many croissants which the can', 22, 23, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because snape should hide a cookie lupin should not prepare many pancakes that ginny may assemble since he should assemble a cake', 'snape should not prepare many cakes that a student should prepare', 21, 22, 11, 0, 1, 0, 0, 1, 1, 1, 1]"
"['because hagrid must eat a pancake ginny may not chew a baklava that lupin should create since voldemort should eat the cakes', 'because hagrid must not eat the eclaires that lupin may chew the baklava that lupin may chew the baklava that lupin may', 21, 22, 22, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since petunia must eat a croissant which the student should arrange sirius should not chew a souffle', 'since must not arrange a croissant must arrange a croissant must arrange a croissant which the wizard must arrange a croissant which the wizard arrange a eclaire', 16, 17, 27, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because voldemort can eat the baklava the wizard must not gobble the croissant which mcgonagall may assemble', 'voldemort must not eat the croissant which a student should eat the croissant which because a student should eat the croissant which the student should gobble', 16, 17, 26, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since lupin should gobble the souffles that she must sprinkle the witch must not hide the doughnut', 'since should not gobble the souffles that she must gobble the souffles that she must gobble', 16, 17, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because voldemort can sprinkle a doughnut which the witch must chew james can not make the pancake', 'voldemort should not make the pancake which a professor should make the pancake which the witch should make', 16, 17, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since hagrid can jump a student can not gobble the chocolates', 'since hagrid can not gobble the student can gobble the chocolates', 10, 11, 11, 0, 1, 0, 1, 1, 1, 1, 1]"
"['since snape should smile the witch must not arrange a cake', 'since should not smile the witch must chew the croissants', 10, 11, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since a student may sprinkle the cookies hagrid should not sprinkle many pancakes', 'since a student may not sprinkle the cookies which the may sprinkle since dobby may sprinkle many cookies', 12, 13, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since harry should jump the student must not arrange the baklava that a student should assemble', 'since harry should not jump the baklava that the should eat', 15, 16, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since petunia should chew the cookies mcgonagall can not eat many cookies', 'since should not chew the cookies which the should eat', 11, 12, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since she should make many doughnuts george must not gobble a doughnut', 'since she should not make many doughnuts george should chew many doughnuts', 11, 12, 12, 0, 1, 0, 1, 1, 1, 0, 0]"
"['since petunia can sprinkle many baklava mcgonagall may not prepare a chocolate', 'since can not sprinkle many baklava since mcgonagall can prepare', 11, 12, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because draco can hide many eclaires mcgonagall should not sprinkle the croissants', 'because can can hide many eclaires because draco should sprinkle the eclaires', 11, 12, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since ginny must arrange a souffle that ron should create the student must not arrange the croissant', 'since must not arrange a croissant that ron must arrange the croissant that a professor must arrange', 16, 17, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because ron must sprinkle the cake that lupin may assemble the wizard should not create a baklava', 'because she must not sprinkle the chocolates that lupin must sprinkle since lupin may sprinkle the cake that lupin may sprinkle', 16, 17, 21, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since vernon must hiccup draco can not assemble the strudels that voldemort can make', 'since must not assemble the chocolates that ginny must assemble since neville must assemble the strudels that ginny must assemble', 13, 14, 20, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since fred can party hagrid must not arrange the strudels that fred can create', 'since fred can not laugh the strudels that a student must arrange', 13, 14, 12, 0, 1, 0, 0, 0, 0, 1, 1]"
"['because albus may party sirius can not hide the cookies that albus should chew', 'because albus may not hide the cookies that ginny should hide', 13, 14, 11, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because sirius can laugh dobby may not giggle', 'because can can not giggle since neville may not giggle', 7, 8, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because hagrid must run he should not jump', 'because hagrid should not run since neville should not run', 7, 8, 10, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since draco may laugh george should not party', 'since james may not party', 7, 8, 5, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since voldemort can run lupin should not hiccup', 'voldemort should not assemble a souffle', 7, 8, 6, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since ron should make the souffle that the witch must prepare vernon must not assemble the strudels which neville must assemble', 'since should not make the souffle that the student must make the souffle that the student must eat the souffle that the student must eat', 20, 21, 25, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since harry must sprinkle a souffle that hagrid can gobble the professor may not create the croissants that vernon should prepare', 'harry must not gobble the croissants that she may gobble', 20, 21, 10, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because he may create the cookie which a professor should chew sirius can not make the baklava that ron should eat', 'because petunia may not sprinkle the baklava ron should make the baklava that ron may make', 20, 21, 16, 0, 1, 0, 0, 1, 1, 1]"
"['since snape must arrange the cakes that james should prepare a witch should not eat many baklava that albus must eat', 'since must not arrange the cakes that hagrid should create', 20, 21, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since james can giggle because albus must assemble the cakes that he should gobble the professor may not chew the pancake', 'since james can not assemble the cakes that vernon can arrange because mcgonagall must arrange the cakes that vernon can arrange', 20, 21, 21, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because james must create many eclaires that snape may make she must not gobble the doughnut which neville may chew', 'because james must not gobble the eclaires that snape can gobble the eclaires that snape can gobble the eclaires that snape can gobble', 19, 20, 23, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because voldemort can arrange the doughnuts which george should chew dobby should not prepare the cakes that neville should sprinkle', 'voldemort can not arrange the doughnuts which she can arrange the doughnuts that the should assemble', 19, 20, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because hagrid may gobble the souffles that ron should make a student should not chew the strudel which ron can prepare', 'because james may not gobble the souffles that ron may arrange', 20, 21, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because lily should assemble the souffle which ginny may assemble the wizard must not gobble the strudels because sirius should smile', 'because should should not assemble the souffle which neville should assemble because souffle may sprinkle the souffle which a student may gobble', 20, 21, 22, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since mcgonagall must assemble a baklava which james may create petunia can not hide a croissant which a witch should arrange', 'since must not arrange a baklava which should make a souffle', 20, 21, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since draco should laugh lily should not create many cakes', 'since should not laugh many cakes since vernon can eat many cakes', 9, 10, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since hermione should eat the baklava hermione must not jump', 'since should not eat the baklava hermione should eat the baklava hermione should eat the baklava', 9, 10, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since petunia must assemble a baklava neville can not smile', 'since must not smile a doughnut since a student can smile', 9, 10, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because albus should hiccup voldemort must not hide the eclaires', 'because albus should not hide the eclaires because albus must hide the eclaires', 9, 10, 13, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since fred can party sirius should not party', 'since fred can not party sirius should party', 7, 8, 8, 0, 1, 0, 1, 1, 1, 1, 1]"
"['because snape can swim harry can not hiccup', 'snape can not hiccup since snape can laugh', 7, 8, 8, 0, 1, 0, 0, 1, 1, 1, 1]"
"['since albus may walk because voldemort may eat the pancakes that the wizard can make petunia may not prepare a cake', 'since albus can not assemble the chocolates that the student', 20, 21, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because lily must chew the doughnut that hagrid should create harry should not chew a chocolate which the professor can sprinkle', 'because she must not chew the doughnut that hagrid can chew the doughnut that hagrid can assemble', 20, 21, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because the witch can wiggle because he can sprinkle the doughnuts petunia should not assemble the cake which george should arrange', 'because james can not sprinkle the doughnuts which the student can sprinkle since she can gobble the doughnuts which the student can sprinkle', 20, 21, 23, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since hermione must arrange the eclaires which albus must assemble ginny must not eat a strudel that ginny can create', 'since hermione must not arrange the eclaires which a witch must arrange the eclaires that a witch must arrange', 19, 20, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because lupin can create many cookies that ron may assemble draco may not arrange the eclaires which hermione must sprinkle', 'because she should not create many cookies that ron must eat', 19, 20, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because george may arrange many pancakes that voldemort should make petunia can not party', 'because petunia may not arrange many pancakes that albus should create', 13, 14, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since draco may eat a eclaire a student can not sprinkle the cookies', 'since james may not sprinkle the cookies', 12, 13, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since the wizard can walk harry must not arrange many chocolates that snape must make', 'since james can not arrange many chocolates that snape must chew', 14, 15, 11, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because he must eat a eclaire which fred must chew the witch should not hiccup', 'because she must not hiccup since a professor should hiccup', 14, 15, 10, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because mcgonagall should giggle a wizard may not hide the pancakes that snape must create', 'because a should not hide the pancakes that snape may hide', 14, 15, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since james must make the cookies that petunia should make she can not arrange a cookie that george should create', 'since james must not make the cookies that the student must make', 19, 20, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since james may hide a pancake that lupin should assemble dobby can not hide the croissants which albus can sprinkle', 'since james may not hide the chocolates that lupin must hide the pancake that lupin must hide', 19, 20, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since snape must party the student may not hide the doughnuts that sirius should prepare', 'since snape must not arrange the doughnuts that the should hide', 14, 15, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because sirius must hide the baklava mcgonagall may not make a eclaire', 'because she must not hide the professor must sprinkle the croissants because mcgonagall must sprinkle the croissants', 11, 12, 17, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since snape must eat the pancakes vernon must not hide a pancake which vernon should prepare', 'since snape must not eat the pancakes which the student must eat the pancakes which hermione must eat', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since lily should hide the cakes since harry may sprinkle a souffle he may not giggle', 'since should not hide the cakes since harry must hide the cakes since harry must hide the cakes', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since ginny should hide a souffle hagrid can not assemble many cookies that hermione must gobble', 'since should not assemble many cookies that ginny should chew many cakes that ginny should chew', 15, 16, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because lily may gobble the croissants which fred can prepare mcgonagall should not chew the croissants', 'because lily may not gobble the croissants which a professor should gobble the croissants which fred must gobble', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since the wizard may eat the chocolates that lily should arrange voldemort can not gobble many baklava', 'since james must not gobble many chocolates that the can gobble many chocolates that the can gobble', 16, 17, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because petunia can assemble the pancakes ron can not arrange the baklava which the wizard can arrange', 'because the wizard can assemble the pancakes which ron can assemble the pancakes which ron can assemble', 16, 17, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since fred must assemble the baklava that dobby should sprinkle the wizard should not chew a croissant', 'since must not assemble the baklava which the should sprinkle the baklava that dobby should sprinkle the baklava that dobby should sprinkle', 16, 17, 22, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because a witch can hide the croissant which ginny may assemble fred may not chew the baklava', 'because james can not hide the croissant which hagrid may assemble', 16, 17, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because ginny should hide the eclaire mcgonagall must not gobble many souffles', 'because mcgonagall should not hide the eclaire', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because neville should create the eclaire she should not assemble the strudel', 'because neville must not assemble the strudel because vernon can assemble the strudel', 11, 12, 13, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since hagrid can assemble a cake vernon should not assemble the eclaires', 'since hagrid can not assemble the eclaires', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because the student should create a souffle because draco should eat a cake that mcgonagall must arrange the student must not gobble the doughnuts', 'because the student should not arrange the doughnuts because the student should arrange the doughnuts that the student should arrange', 23, 24, 20, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since draco can prepare many strudels because the professor must assemble a croissant vernon should not sprinkle the croissant that the student may assemble', 'since draco can not prepare many cakes that the should because vernon must sprinkle many cakes that the wizard must sprinkle', 23, 24, 21, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because a student must gobble the eclaires fred must not gobble the souffle which petunia should chew since a wizard must chew the chocolate', 'because must not gobble the fred may gobble the souffle which a student should gobble the souffle which a student should gobble', 23, 24, 22, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since a student can make a cookie because sirius should chew the doughnuts which harry must create voldemort should not hide the doughnut', 'since a student can chew the doughnuts because sirius should create the doughnuts because sirius should create the doughnuts', 22, 23, 19, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['because harry must make the doughnuts a witch should not prepare a pancake since she must chew the baklava that dobby must eat', 'because george must not make the baklava that the should arrange', 22, 23, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since a student must gobble a doughnut that george must chew the student must not gobble the strudels that a student must make', 'since a student must not gobble the strudels that a student must gobble the strudels that ginny must gobble', 22, 23, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because the wizard can prepare many chocolates neville may not sprinkle the chocolates since george should prepare the cake that vernon should prepare', 'because the wizard can not prepare many cakes that vernon may sprinkle the cake that vernon may sprinkle the cake that vernon may sprinkle', 22, 23, 24, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because fred should run the witch may not jump', 'because should should not run because james may should run', 8, 9, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because vernon can smile a wizard must not walk', 'because a professor must not walk', 8, 9, 6, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since the student may run ginny may not assemble the croissant', 'since the student may not assemble the croissant', 10, 11, 8, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since a wizard should gobble the strudel because the student should laugh the student should not swim', 'since a should not assemble the strudel because a student should laugh because', 16, 17, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since draco must arrange the souffle the wizard can not create the cake which neville can chew', 'since must not arrange the souffle which the student must arrange the souffle which the student must eat the souffle', 16, 17, 20, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because she should make the baklava that george should eat neville should not prepare a eclaire', 'because should not make the baklava that the should arrange the baklava that the should arrange', 15, 16, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because the professor must hide the souffles that the wizard must assemble voldemort may not jump', 'because she must not hide the souffles that the witch should hide', 15, 16, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because a professor may hide the chocolates that dobby should gobble since she must create the pancake snape should not run', 'because a professor should hide the chocolates that ginny may assemble', 20, 21, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['since mcgonagall should gobble a baklava which fred should gobble draco can not sprinkle the baklava that the student should sprinkle', 'since should not assemble the baklava which the professor can sprinkle since the should sprinkle the baklava that the should sprinkle', 20, 21, 21, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since albus must create the baklava petunia should not chew the baklava that harry must sprinkle', 'since albus must not chew the baklava that harry should chew the baklava that harry should chew', 15, 16, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because vernon must create the souffle which neville can create george may not arrange the eclaires', 'because snape must not arrange the souffle which a student should eat the souffle which a student should eat', 15, 16, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
